,CLASS_NAME,num,x,y,win21advancedB1,win21advancedB2,win21advancedB3,win21advancedB4,win21advancedB5,win21advancedB6,win21advancedB7,win21advancedB8,win21advancedB9,win21advancedB10,win21higherB1,win21higherB2,win21higherB3,win21higherB4,win21higherB5,win21higherB6,win21higherB7,win21higherB8,win21higherB9,win21higherB10,win21simpleB1,win21simpleB2,win21simpleB3,win21simpleB4,win21simpleB5,win21simpleB6,win21simpleB7,win21simpleB8
0,baigurang,253,374967.428021,2381818.59221,50.387756,51.3984,-1.6805134e-18,100.77551,178.97227,5.1663194,2.342362,10.1016035,-0.5314877,0.97924113,0.90666234,2.5149052,20.01897,292.05148,0.0004138697,2566.1165,0.00038129702,2274.0715,0.00084103725,8237.168,0.0154796615,7.468805,0.01441737,0.327698,26.621315,1359.2988,71579.375,3569407.0
1,baigurang,257,375119.519645,2381822.04944,44.045353,23.800665,9.579943e-19,88.090706,70.79903,4.6421723,2.2602017,9.408898,-0.7284577,0.98596203,0.90158916,1.503876,31.997416,299.18088,0.0005024758,2075.4082,0.00045137326,1883.3724,0.00076068565,3071.416,0.011021642,7.1766787,0.020475607,0.30801564,24.403627,927.9678,26138.498,1842291.0
2,baigurang,3836,373366.350393,2382041.28532,46.553288,64.92063,-2.0794659e-18,93.106575,215.02492,5.2786756,2.465361,17.166319,-0.57151264,0.98243517,0.91125953,1.4122137,21.951654,311.32062,0.0004909276,2238.0713,0.00045421234,1993.9105,0.00065343356,3424.285,0.007450599,7.782672,0.010105572,0.26567677,44.657597,2463.2063,120261.14,3582191.5
3,baigurang,3837,373370.279464,2382031.08561,48.683674,74.19812,-1.4996718e-18,97.36735,248.99884,5.119664,2.4410698,19.11353,-0.57559156,0.979246,0.87744844,2.2115386,21.098902,265.9066,0.0004610274,2360.0742,0.0004142283,1988.555,0.00082613033,6773.8076,0.016888538,7.3521695,0.009136784,0.3239387,47.79365,2630.0605,125397.11,2876358.0
4,baigurang,3838,373362.394865,2382023.2407,47.204082,54.563793,1.0210982e-18,94.408165,178.48193,5.008148,2.4074564,15.712429,-0.61911666,0.9846991,0.8884748,1.7320955,25.270557,282.45358,0.0004696835,2266.87,0.00042363547,1957.4801,0.00072992186,4619.554,0.01153326,7.3869843,0.011647549,0.30742824,39.773243,2836.1038,107712.97,2660234.5
5,baigurang,3840,373349.377339,2382009.22106,47.442177,43.967747,-3.44573e-18,94.88435,139.78027,5.0462217,2.4485736,13.336156,-0.65795773,0.9895285,0.9259375,1.3525,25.34,329.235,0.00045378928,2328.695,0.0004206129,2147.2021,0.00061517063,3166.4075,0.008450697,7.6760845,0.013409318,0.2500155,36.090702,1861.4695,71102.1,2915747.2
6,baigurang,3841,373339.245452,2382013.29565,44.607708,22.551323,-5.217723e-19,89.215416,64.90371,4.810289,2.3161995,8.9270315,-0.695211,0.9902402,0.9354889,1.3415842,29.09901,341.2624,0.0004963242,2094.7822,0.00046336316,1966.5168,0.0006709438,2772.3887,0.0073709,7.5596023,0.019467687,0.231924,25.301588,496.94113,14750.891,2204696.0
7,baigurang,3842,373331.7445,2382005.56451,45.176872,30.154657,-1.0435446e-18,90.353745,88.30117,4.8957486,2.3833401,11.965986,-0.66581404,0.98988825,0.94189805,1.3095824,28.488943,349.43243,0.00048806999,2145.7888,0.00045885058,2026.3513,0.00064869167,2760.317,0.0067795827,7.6403456,0.015391923,0.24381068,32.31746,993.6089,35932.9,2484760.0
8,baigurang,3844,373310.905875,2382009.30837,42.133785,11.902736,3.676123e-19,84.26757,28.010036,4.1156697,2.2465553,7.007538,-0.7759364,0.98909336,0.9472249,1.3154035,40.696823,356.4572,0.0005467736,1869.2494,0.00051749515,1773.4164,0.0007222938,2439.55,0.012206848,6.9013896,0.014838755,0.2679896,19.600906,254.89342,6294.716,1348824.8
9,baigurang,3846,373303.726392,2381964.31986,48.045353,69.08184,1.0757318e-18,96.090706,248.76729,4.8029985,2.3250237,10.667742,-0.6139719,0.97592187,0.8907236,2.5124655,26.268698,275.51523,0.0004719875,2270.8394,0.00042882145,1951.863,0.0009543421,7598.773,0.022835135,7.0107737,0.011588078,0.33572042,27.560091,3596.167,142167.22,2236367.0
