,CLASS_NAME,num,x,y,win3advancedB1,win3advancedB2,win3advancedB3,win3advancedB4,win3advancedB5,win3advancedB6,win3advancedB7,win3advancedB8,win3advancedB9,win3advancedB10,win3higherB1,win3higherB2,win3higherB3,win3higherB4,win3higherB5,win3higherB6,win3higherB7,win3higherB8,win3higherB9,win3higherB10,win3simpleB1,win3simpleB2,win3simpleB3,win3simpleB4,win3simpleB5,win3simpleB6,win3simpleB7,win3simpleB8
0,baigurang,253,374967.428021,2381818.59221,48.11111,3.2098765,0.0,96.22222,5.0617285,2.7254806,1.8071847,2.8888888,-0.4847436,0.8694339,0.87543255,37.0,1.75,6.25,0.00040718805,2464.875,0.00035736107,2153.4563,0.014807188,92464.875,0.09876543,3.6143694,-0.06590237,0.4539834,7.7777777,-2.4965706,63.161407,505417.75
1,baigurang,257,375119.519645,2381822.04944,41.0,3.7777777,0.0,82.0,5.3333335,2.0588138,1.5985799,2.8024693,-0.080728225,0.49614456,1.0,1.0,1.6666666,9.0,0.0005634103,1785.3334,0.0005634103,1785.3334,0.0005634103,1785.3334,0.09259259,3.6416042,-0.07785467,0.16178985,9.777778,11.333333,78.666664,591035.75
2,baigurang,3836,373366.350393,2382041.28532,41.166668,5.5833335,0.0,82.333336,6.6666665,2.2810361,1.7096909,4.867284,0.1290655,0.6480443,1.0,1.0,1.2222222,9.0,0.0005765033,1761.4445,0.0005765033,1761.4445,0.0005765033,1761.4445,0.06790123,3.947703,-0.072176434,0.1458522,15.666667,-6.3703704,130.81482,950105.5
3,baigurang,3837,373370.279464,2382031.08561,42.27778,2.4228394,0.0,84.55556,2.0246913,2.1971598,1.3763577,2.2006173,-0.07045941,0.46058878,1.0,1.0,1.8888888,9.0,0.00053780887,1871.2222,0.00053780887,1871.2222,0.00053780887,1871.2222,0.09259259,3.5032582,-0.24028237,0.18205129,7.6666665,1.0096022,6.9117513,628368.9
4,baigurang,3838,373362.394865,2382023.2407,43.555557,4.2469134,0.0,87.111115,10.320988,2.7254806,1.6499584,2.0987654,0.06726001,0.48409653,1.0,1.0,1.4444444,9.0,0.0005062575,2001.5555,0.0005062575,2001.5555,0.0005062575,2001.5555,0.074074075,3.8365917,0.05065238,0.2820513,6.6666665,-0.6639232,156.53041,916609.56
5,baigurang,3840,373349.377339,2382009.22106,48.61111,10.459877,1.3877788e-17,97.22222,18.395061,2.947703,1.6405181,6.533951,-0.007807922,0.17388768,0.87543255,37.0,1.75,6.25,0.00038416396,2634.75,0.00033627183,2310.75,0.014224994,96270.75,0.06790123,3.947703,-0.011537857,0.09552186,23.444445,24.61454,669.7787,1089820.8
6,baigurang,3841,373339.245452,2382013.29565,42.5,3.5833333,0.0,85.0,3.5555556,2.4193819,1.8816209,3.756173,-0.07189208,0.47730616,0.87543255,37.0,2.0,6.25,0.0005369381,1873.25,0.0004663216,1653.513,0.020945102,65377.25,0.08024691,3.7254806,-0.14061655,0.36936802,10.777778,3.3333333,39.555557,681082.25
7,baigurang,3842,373331.7445,2382005.56451,42.38889,3.0154321,0.0,84.77778,3.506173,2.5032582,1.8302424,2.6450617,-0.22136043,0.7447583,1.0,1.0,2.1111112,9.0,0.00054490165,1840.8889,0.00054490165,1840.8889,0.00054490165,1840.8889,0.061728396,4.058814,-0.13882868,0.2552539,8.555555,-3.8737998,29.73754,703331.94
8,baigurang,3844,373310.905875,2382009.30837,41.22222,2.617284,0.0,82.44444,2.9135802,2.4193819,1.4455305,2.2839506,-0.37941733,0.84620225,1.0,1.0,2.5555556,9.0,0.00055653986,1803.1111,0.00055653986,1803.1111,0.00055653986,1803.1111,0.06790123,3.947703,-0.16941082,0.24183007,7.5555553,-2.1947873,22.187471,559476.1
9,baigurang,3846,373303.726392,2381964.31986,41.666668,5.888889,0.0,83.333336,11.555555,2.7254806,1.9832916,3.9135802,-0.00024875617,0.031765077,1.0,1.0,1.4444444,9.0,0.0005641287,1799.0,0.0005641287,1799.0,0.0005641287,1799.0,0.061728396,4.058814,-0.0032039871,0.27590397,12.0,-7.9259257,319.85184,801061.25
