,CLASS_NAME,num,x,y,win9advancedB1,win9advancedB2,win9advancedB3,win9advancedB4,win9advancedB5,win9advancedB6,win9advancedB7,win9advancedB8,win9advancedB9,win9advancedB10,win9higherB1,win9higherB2,win9higherB3,win9higherB4,win9higherB5,win9higherB6,win9higherB7,win9higherB8,win9higherB9,win9higherB10,win9simpleB1,win9simpleB2,win9simpleB3,win9simpleB4,win9simpleB5,win9simpleB6,win9simpleB7,win9simpleB8
0,baigurang,253,374967.428021,2381818.59221,46.253086,14.139651,2.1684043e-19,92.50617,46.496876,4.435503,1.966324,3.3664458,-0.40645015,0.9407905,0.9232,2.92,5.72,63.96,0.00044743356,2302.44,0.00041480016,2120.168,0.0012632683,6859.24,0.014403292,6.3585668,0.045559943,0.28388384,10.0617285,145.99234,5770.731,2052736.2
1,baigurang,257,375119.519645,2381822.04944,41.820988,5.02351,-5.475221e-18,83.641975,11.019966,3.3799927,1.9745476,3.1177032,-0.6369136,0.9635709,0.8647887,4.380282,10.239436,53.816902,0.0005381949,1880.338,0.0004642661,1632.5228,0.0023864144,8075.7183,0.031245237,5.4464965,0.019277213,0.3346856,9.074074,52.413017,727.49475,814442.25
2,baigurang,3836,373366.350393,2382041.28532,43.48148,36.854595,-2.3852448e-18,86.96296,135.64061,4.3145123,2.0396855,4.24036,-0.32006794,0.9064615,0.9232,2.92,5.8533335,63.96,0.0005229999,2032.88,0.00048081388,1880.0992,0.0015776505,5852.4,0.01630849,6.204125,0.02279805,0.323181,11.777778,2738.2195,94769.375,1759906.2
3,baigurang,3837,373370.279464,2382031.08561,44.135803,40.62353,-1.0842022e-19,88.27161,114.64228,3.8489625,2.1351376,20.404512,-0.57229304,0.9580467,0.8647887,4.380282,9.704226,53.816902,0.000521416,1988.2535,0.0004501369,1714.7076,0.0023033945,8826.901,0.02827313,5.6019716,0.010118097,0.3830957,47.851852,2901.654,107118.07,991570.6
4,baigurang,3838,373362.394865,2382023.2407,45.61111,32.003086,-2.1684043e-19,91.22222,83.77778,4.1739,2.2851582,17.42284,-0.5576694,0.9678756,0.9232,2.92,7.213333,63.96,0.000481443,2156.24,0.0004434735,1999.0944,0.0014306809,6084.88,0.015470203,6.236343,0.009652242,0.26179817,44.23457,1716.5076,59414.402,1554884.8
5,baigurang,3840,373349.377339,2382009.22106,47.012344,14.580094,-1.7347235e-18,94.02469,34.641365,4.135508,2.236826,7.839506,-0.4419794,0.95136297,0.9368421,2.5789473,6.131579,66.6579,0.00043923315,2334.1052,0.00041087967,2190.1558,0.0011480697,5932.8423,0.013260174,6.4648585,0.012892084,0.20277421,23.679012,87.53272,2755.648,2095239.5
6,baigurang,3841,373339.245452,2382013.29565,44.148148,15.595336,-3.469447e-18,88.296295,43.91221,4.082273,2.1831656,6.49779,-0.49858382,0.9600858,0.90918916,3.2702703,7.2972975,61.324326,0.00051019376,2017.6082,0.0004622543,1845.0806,0.0017086797,6330.7974,0.015470203,6.3043647,0.026152914,0.27217588,18.469135,318.94092,6211.598,1468893.4
7,baigurang,3842,373331.7445,2382005.56451,44.10494,16.748247,-3.6862874e-18,88.20988,49.99299,4.3278155,2.1355197,6.0610046,-0.4572401,0.955173,0.9368421,2.5789473,7.631579,66.6579,0.000516255,1979.579,0.00048408905,1854.9053,0.001320404,5096.421,0.014784331,6.4149594,0.029405119,0.26726496,17.0,402.20505,9369.983,1605293.2
8,baigurang,3844,373310.905875,2382009.30837,41.15432,3.6984072,6.6678434e-18,82.30864,7.373876,3.3062882,1.9026287,2.5694635,-0.6832543,0.9661531,0.8913509,5.732394,10.859155,56.605633,0.0005596142,1800.7324,0.0004968208,1612.428,0.0033288368,9897.521,0.029568663,5.3072705,-0.0008385076,0.34839734,7.419753,14.266393,200.29929,752581.0
9,baigurang,3846,373303.726392,2381964.31986,43.691357,13.867703,3.6862874e-18,87.38271,33.00168,4.1454754,2.1243198,8.698216,-0.5438291,0.9548521,0.9491098,3.0,9.421053,68.3421,0.000518543,1954.0526,0.0004928118,1853.2555,0.0015377253,5882.8945,0.021414418,5.9978347,0.0136919115,0.28764653,22.469135,266.95438,6013.9717,1183041.1
10,baigurang,3847,373289.733874,2381948.23051,45.45062,19.210524,0.0,90.90124,46.28654,4.135389,2.2736073,11.253048,-0.4662255,0.95183384,0.8947945,3.630137,6.8630137,58.753426,0.00047133453,2176.274,0.0004195681,1960.2871,0.0017654953,7575.9453,0.01630849,6.199306,0.010656572,0.23157442,30.555555,422.35748,9778.444,1604980.0
11,baigurang,3849,373230.817663,2381924.19108,42.876545,4.3304377,-2.5749802e-18,85.75309,10.827923,3.4705057,1.9117357,2.2714524,-0.5971239,0.9575315,0.86006796,6.1014495,9.608696,51.434784,0.0005223139,1934.7971,0.0004524961,1652.2148,0.0030971149,12104.652,0.029949702,5.389819,0.057779655,0.39774013,6.4938273,36.82586,509.07333,866912.56
12,baigurang,3851,373207.796221,2381883.71041,43.06173,7.5887823,3.6862874e-18,86.12346,15.392166,3.6100078,1.9560667,5.8010974,-0.5454389,0.9539626,0.9232,2.92,10.653334,63.96,0.0005159416,1957.3334,0.00047496232,1813.0261,0.0015404231,5565.013,0.027130011,5.5856104,0.0018631956,0.3354273,14.962963,82.643,1941.04,1049453.6
13,baigurang,3852,373168.759518,2381844.82585,45.84568,74.587296,-2.493665e-18,91.69136,246.164,4.387638,2.3772254,20.619303,-0.40214127,0.9347656,0.9368421,2.5789473,7.1842103,66.6579,0.0005266416,2034.7632,0.00050641136,1807.5968,0.0010323982,7713.921,0.025758268,6.1207314,0.00871695,0.26163262,52.185184,4692.6875,190271.44,1708524.1
14,baigurang,3853,373145.795579,2381831.73547,44.790123,43.239902,-4.3368087e-18,89.580246,109.601585,4.292055,2.4367986,24.099527,-0.5817934,0.9649017,0.90918916,3.2702703,7.7297297,61.324326,0.0005149186,2030.0946,0.00046871539,1850.5875,0.0016699986,6517.7705,0.015622619,6.290545,0.006183322,0.21648268,63.358025,2199.1526,78491.62,1566120.9
15,baigurang,3855,373147.721749,2381855.63269,40.969135,3.6965783,2.1684043e-19,81.93827,5.712239,3.1134875,1.9533547,3.146967,-0.6719323,0.96564853,0.90918916,3.2702703,10.459459,61.324326,0.0005669564,1780.8243,0.00051472505,1622.7616,0.0018727396,5732.392,0.031778693,5.358895,-0.061505876,0.32323933,9.074074,6.403736,97.38883,760750.75
16,baigurang,3857,373128.882055,2381863.80198,44.685184,19.758917,2.2768246e-18,89.37037,52.52949,4.349894,2.2490532,8.925659,-0.46689156,0.96102947,0.96307695,1.9230769,6.0,72.23077,0.00047710736,2175.4358,0.0004606419,2088.0881,0.00088874414,4359.1284,0.011202561,6.7241178,0.016663892,0.1884972,26.506172,359.80533,10182.295,2044261.5
17,baigurang,3858,373100.975734,2381895.72468,42.425926,7.108711,6.396793e-18,84.85185,13.558299,3.811988,2.144155,5.2251563,-0.6107004,0.97110075,0.90918916,3.2702703,8.675675,61.324326,0.0005325685,1906.4459,0.00048054723,1747.1508,0.0018331,5888.824,0.017527815,6.1179466,-0.0065216008,0.30029264,14.876543,-12.859727,546.5441,1193823.4
18,baigurang,3859,373107.907831,2381911.75847,40.04938,5.096327,-1.8431437e-18,80.09876,7.471727,3.2822876,2.1104946,4.578875,-0.6500708,0.9686246,0.92178845,3.7027028,10.405405,62.837837,0.00059463835,1701.6216,0.0005463878,1574.2518,0.0022680354,6081.7295,0.025072398,5.6754165,-0.052380823,0.32328084,12.91358,10.84692,244.98111,825196.6
19,baigurang,3860,373117.882643,2381931.11542,41.08642,6.1777167,-5.421011e-20,82.17284,10.562719,3.4809647,1.9984174,4.654321,-0.60583293,0.96575606,0.9368421,2.5789473,9.578947,66.6579,0.00056280504,1803.0394,0.0005258625,1694.6984,0.0014863692,4511.566,0.022252705,5.7591977,-0.02348687,0.22355248,14.148149,17.283304,353.04578,947793.56
20,baigurang,3861,373215.534417,2381846.67332,50.006172,38.141937,1.0842022e-18,100.012344,132.50603,4.9060354,2.2116153,7.1071863,-0.28945598,0.906242,0.92178845,3.7027028,4.324324,62.837837,0.000378539,2797.1082,0.00035024097,2568.9668,0.0013624002,10521.648,0.011354976,6.6792355,0.019322883,0.25964013,20.061728,489.03064,32935.2,3649072.5
21,baigurang,3862,373213.053943,2381836.15611,45.635803,19.676003,1.7889336e-18,91.27161,67.55586,4.3192973,2.0096376,4.0038486,-0.442138,0.9362776,0.92178845,3.7027028,6.2972975,62.837837,0.00045673075,2267.662,0.00042135484,2080.9045,0.0016175397,8957.608,0.016079865,6.2411623,0.036425438,0.32227957,11.148149,814.7616,22811.068,1832368.8
22,baigurang,3863,373222.975838,2381841.21627,43.598766,8.264936,-3.1441863e-18,87.19753,23.096785,3.6165068,2.009674,3.6203704,-0.56612116,0.94881856,0.8550654,7.925373,7.358209,49.268658,0.00048842514,2092.6865,0.00041550753,1800.8834,0.0040244404,15790.358,0.031778693,5.602507,0.048067555,0.37481508,9.962963,182.20654,2819.243,973304.1
23,baigurang,3864,373221.977034,2381831.1687,42.666668,2.9753087,-2.032879e-18,85.333336,7.9506173,3.1277132,1.7098485,1.3894223,-0.633236,0.9518435,0.8877653,8.42029,11.695652,54.47826,0.00051774125,1948.058,0.0004593208,1731.9517,0.0044738846,15882.782,0.04595336,4.8978286,0.11296293,0.4431328,3.9506173,35.160492,461.6461,674166.8
24,baigurang,3865,373207.41963,2381828.75305,45.10494,14.451951,-4.011548e-18,90.20988,42.264595,4.2419558,2.07088,5.773396,-0.50318664,0.9577656,0.88910055,6.142857,6.4,55.4,0.00046319436,2218.3572,0.0004093067,1983.0748,0.0029809393,12900.414,0.017832648,6.163743,0.031984974,0.31299597,15.54321,268.4785,5962.34,1493213.1
