,CLASS_NAME,num,x,y,win23advancedB1,win23advancedB2,win23advancedB3,win23advancedB4,win23advancedB5,win23advancedB6,win23advancedB7,win23advancedB8,win23advancedB9,win23advancedB10,win23higherB1,win23higherB2,win23higherB3,win23higherB4,win23higherB5,win23higherB6,win23higherB7,win23higherB8,win23higherB9,win23higherB10,win23simpleB1,win23simpleB2,win23simpleB3,win23simpleB4,win23simpleB5,win23simpleB6,win23simpleB7,win23simpleB8
0,baigurang,253,374967.428021,2381818.59221,51.22306,56.4682,-2.7105054e-19,102.44612,199.39644,5.148743,2.3268628,10.187253,-0.5144437,0.9767508,0.8910626,2.690141,21.943663,323.22064,0.00040522328,2635.176,0.00036789765,2286.9734,0.0008722289,9055.868,0.021885643,7.3649235,0.013557434,0.3553485,26.47637,1074.7114,75371.19,3330506.5
1,baigurang,257,375119.519645,2381822.04944,44.254253,25.614939,4.4892746e-19,88.50851,79.1384,4.763938,2.2484334,8.946595,-0.68886536,0.9871559,0.90891737,1.4358975,35.679485,368.5,0.00049682084,2108.1816,0.00044956527,1930.143,0.0007195144,2973.3184,0.009934213,7.343684,0.02126768,0.30772865,23.321362,998.3606,30555.809,1995607.2
2,baigurang,3836,373366.350393,2382041.28532,46.993385,69.76461,6.7762636e-20,93.98677,235.3779,5.2559075,2.4684143,16.936007,-0.572532,0.98312706,0.898411,1.5131004,25.065502,351.36682,0.00048736169,2254.8755,0.00044665323,1963.9739,0.0006805963,3809.8167,0.009993175,7.757104,0.00984659,0.29144847,43.68053,2855.3608,138901.08,3544895.0
3,baigurang,3837,373370.279464,2382031.08561,49.009453,74.13791,1.143918e-18,98.018906,248.35881,5.1101084,2.451538,19.238092,-0.59847534,0.98151636,0.8880513,2.0751708,24.580866,329.14124,0.00045375296,2400.9954,0.00041116317,2061.453,0.0007778698,6320.0796,0.019870212,7.4029875,0.0091043655,0.32706222,48.192818,2529.9116,123201.484,2833366.8
4,baigurang,3838,373362.394865,2382023.2407,47.442345,56.94989,-7.8054086e-19,94.88469,190.69937,5.0674906,2.4013746,14.565203,-0.6394118,0.98529303,0.88794816,1.6866666,28.733334,336.22665,0.00046706432,2286.169,0.0004200418,1980.1803,0.0007154318,4468.2153,0.011299274,7.4991918,0.011839766,0.3110537,37.10019,2834.7595,109861.33,2850106.0
5,baigurang,3840,373349.377339,2382009.22106,47.845936,52.897816,2.3716923e-18,95.69187,174.561,5.0608373,2.4552534,13.850666,-0.627874,0.9880516,0.916253,1.4106383,29.165956,377.60425,0.00045681672,2329.3042,0.00042269946,2096.4375,0.00061677914,3530.7383,0.011606591,7.6327963,0.012287525,0.26381323,37.030247,2387.718,94454.18,2865792.0
6,baigurang,3841,373339.245452,2382013.29565,44.826088,25.756144,-1.5043305e-18,89.652176,77.13799,4.837506,2.3272212,9.240029,-0.6970512,0.9902597,0.9407445,1.2643442,35.143444,417.4877,0.0004915096,2122.2275,0.0004608873,2005.7819,0.0006279892,2641.826,0.007332735,7.5810027,0.019314533,0.23697282,25.886578,902.6625,30875.004,2238803.0
7,baigurang,3842,373331.7445,2382005.56451,45.382797,34.308098,-6.098637e-19,90.765594,105.313675,4.913025,2.3947513,11.871928,-0.67735004,0.99051243,0.93672174,1.322314,33.00413,410.00412,0.0004878778,2153.8945,0.0004576213,2011.2297,0.00064587314,2866.1611,0.007030778,7.685039,0.015588811,0.25761086,31.918715,1515.6285,56903.28,2550767.8
8,baigurang,3844,373310.905875,2382009.30837,42.391304,14.712666,1.3095129e-18,84.78261,37.020794,4.2272453,2.276121,7.8441577,-0.8122645,0.99027824,0.94047683,1.2977413,45.566734,416.49075,0.0005415806,1896.8275,0.000508955,1787.2096,0.00070635893,2439.4292,0.011340369,7.0528955,0.017544523,0.25899,21.829868,419.76675,10680.573,1443964.6
9,baigurang,3846,373303.726392,2381964.31986,48.250473,66.813446,3.9979955e-19,96.500946,238.87004,4.911801,2.3538609,10.860729,-0.5798657,0.97887677,0.8972952,2.2183907,28.829885,336.29654,0.0004634119,2312.0989,0.00042320747,2010.7366,0.00084850984,6625.494,0.020927956,7.201086,0.01178789,0.3234229,28.383743,3257.771,131470.86,2454084.0
10,baigurang,3847,373289.733874,2381948.23051,49.530247,70.02413,9.486769e-19,99.06049,249.0625,4.962964,2.3679357,12.039388,-0.5822688,0.979029,0.89499617,2.0965517,26.411493,334.60458,0.00044749992,2407.0735,0.00041009055,2071.3225,0.0007800484,6391.0254,0.025786072,7.2065454,0.0111162355,0.33262697,31.034027,2473.478,118157.1,2444268.8
11,baigurang,3849,373230.817663,2381924.19108,45.183365,36.18755,6.098637e-19,90.36673,117.007286,4.5191073,2.2513978,11.1167345,-0.72551817,0.9860416,0.88996065,1.5929203,44.221237,339.31415,0.00049442326,2101.6306,0.0004422828,1850.4943,0.00075882167,3584.115,0.013713145,6.8532662,0.017041186,0.33438888,27.74291,2604.0032,93911.92,1587666.5
12,baigurang,3851,373207.796221,2381883.71041,47.672024,58.186382,-5.421011e-19,95.34405,197.89676,4.966341,2.4156199,13.420604,-0.6518251,0.98605585,0.8778557,1.7352941,30.425339,321.75565,0.00046108686,2322.6833,0.0004112411,1982.0255,0.00076377834,4356.724,0.011981804,7.428577,0.012039619,0.30628613,34.84877,2881.5442,106565.375,2561662.8
13,baigurang,3852,373168.759518,2381844.82585,47.781662,86.04779,2.4055736e-18,95.563324,299.57303,4.9160333,2.415674,17.910183,-0.6565742,0.9811655,0.8766411,1.8988506,29.974712,316.69656,0.0004923574,2235.2024,0.00044806048,1838.0433,0.00076852355,5484.4185,0.020872567,7.0963497,0.008608428,0.325223,44.61815,3840.641,174158.94,2236122.2
14,baigurang,3853,373145.795579,2381831.73547,48.4707,76.23591,1.0909784e-18,96.9414,260.4786,5.059333,2.447827,17.588448,-0.6156785,0.98363286,0.88063604,2.0,27.17931,319.9655,0.00046868683,2331.2805,0.000424865,1959.8959,0.00079716044,5745.7056,0.017577838,7.360356,0.0092918435,0.3284366,44.465027,3108.9558,137998.55,2651680.2
15,baigurang,3855,373147.721749,2381855.63269,43.13138,21.930754,1.9075182e-18,86.26276,62.36007,4.4944777,2.282428,9.480148,-0.82148474,0.99023896,0.9499458,1.2682927,42.544716,431.69513,0.00052405236,1981.0061,0.0004977865,1882.5586,0.0006640231,2507.8984,0.009848449,7.2230735,0.019230952,0.2609023,25.36295,1063.6167,35553.03,1654042.2
16,baigurang,3857,373128.882055,2381863.80198,44.68809,28.827099,-8.919257e-19,89.37618,89.157166,4.823032,2.336713,9.313921,-0.7099937,0.99021196,0.94258344,1.3168725,33.596706,418.57202,0.0004920433,2133.1997,0.0004647453,2004.1329,0.000633664,2909.6626,0.007322015,7.5864825,0.018954817,0.23635416,26.151228,1231.0472,40395.926,2310950.2
17,baigurang,3858,373100.975734,2381895.72468,42.30813,17.933413,-4.658681e-19,84.61626,52.614555,4.358881,2.2363465,6.9472594,-0.86003315,0.9898752,0.9295082,1.3611691,43.354904,398.25262,0.00054336985,1910.2067,0.0005038389,1781.4716,0.0007459435,2566.4739,0.010775762,7.0831604,0.026037551,0.2812979,19.119093,940.75836,34945.625,1468681.2
18,baigurang,3859,373107.907831,2381911.75847,41.240074,8.861078,-3.4372597e-18,82.48015,21.448093,4.043373,2.1449277,4.8128543,-0.8376634,0.9898799,0.9259259,1.3522012,50.421383,392.8658,0.00056489627,1802.4906,0.00052231696,1672.6659,0.00076879084,2415.0483,0.012959145,6.7658725,0.02372643,0.27826673,13.99622,151.61813,3641.9985,1176488.4
19,baigurang,3860,373117.882643,2381931.11542,40.810963,9.506799,-4.472334e-19,81.621925,22.409046,3.8670497,2.1435204,5.5845213,-0.85362667,0.9874792,0.92297626,1.4164904,54.556026,386.99155,0.000575367,1773.74,0.0005307292,1639.8561,0.00081670197,2496.6047,0.015853645,6.505258,0.01878446,0.28236338,15.618148,254.36298,6367.567,1024299.0
20,baigurang,3861,373215.534417,2381846.67332,48.797733,60.947746,-8.3475097e-19,97.59547,211.20497,5.128911,2.3401146,12.937668,-0.57667035,0.9810432,0.87067604,1.9101382,25.391705,310.447,0.00043309072,2499.9631,0.0003842757,2112.1235,0.0007942567,5124.2905,0.011937136,7.403397,0.012021323,0.3228477,32.58601,2156.6099,93105.18,3006609.2
21,baigurang,3862,373213.053943,2381836.15611,47.620037,54.39249,1.0626028e-18,95.240074,188.32988,4.983079,2.2833855,11.660857,-0.58127487,0.980287,0.88782066,1.8190045,29.126698,331.32126,0.00044927158,2392.6335,0.00040519616,2070.8542,0.00078371447,4667.8438,0.011720941,7.2707543,0.013443257,0.31967953,29.240076,2652.1135,96824.25,2555239.5
22,baigurang,3863,373222.975838,2381841.21627,46.769375,44.75778,-1.3001956e-19,93.53875,159.01599,4.7931395,2.2071912,7.6745796,-0.6068766,0.9804396,0.887332,1.7578475,32.910313,332.95068,0.00045512058,2341.2578,0.0004082429,2038.6105,0.0007956919,4205.7983,0.011894254,7.138457,0.017346844,0.32352576,20.015123,2635.5417,87979.81,2227016.2
