,CLASS_NAME,num,x,y,win25advancedB1,win25advancedB2,win25advancedB3,win25advancedB4,win25advancedB5,win25advancedB6,win25advancedB7,win25advancedB8,win25advancedB9,win25advancedB10,win25higherB1,win25higherB2,win25higherB3,win25higherB4,win25higherB5,win25higherB6,win25higherB7,win25higherB8,win25higherB9,win25higherB10,win25simpleB1,win25simpleB2,win25simpleB3,win25simpleB4,win25simpleB5,win25simpleB6,win25simpleB7,win25simpleB8
0,baigurang,253,374967.428021,2381818.59221,51.9168,59.807476,6.505213e-19,103.8336,213.9403,5.1386614,2.2981186,9.790051,-0.52804554,0.9759702,0.8828685,3.0408998,24.98364,363.46216,0.00039872245,2694.4602,0.00035969654,2309.5625,0.0009489093,10575.166,0.02712576,7.292279,0.013185223,0.37454107,25.2896,648.1732,78146.13,3062008.5
1,baigurang,257,375119.519645,2381822.04944,44.2264,26.475943,5.6920614e-19,88.4528,83.47657,4.85366,2.244804,8.640784,-0.7027269,0.9873343,0.8991274,1.5100918,40.18899,418.5413,0.0004969861,2111.0605,0.00044400268,1914.5033,0.0007586064,3126.8845,0.00949632,7.4460874,0.021773003,0.3201685,22.4272,1006.9302,34156.68,2090922.2
2,baigurang,3836,373366.350393,2382041.28532,47.5296,75.521126,-9.880639e-19,95.0592,256.4941,5.251952,2.4604914,17.990335,-0.5881203,0.984543,0.8802692,1.8653846,27.984615,381.46155,0.00048496368,2266.2595,0.00043691005,1922.4656,0.0007753518,5183.9634,0.0137536,7.7215004,0.009244583,0.3183511,45.5904,2969.0784,150860.58,3320298.0
3,baigurang,3837,373370.279464,2382031.08561,49.4376,75.60611,7.873171e-19,98.8752,257.89484,5.0590754,2.426913,17.814388,-0.5674295,0.9802125,0.87402034,2.218935,27.800789,366.22287,0.00044958174,2428.4773,0.00040289815,2037.7313,0.00081139116,6912.5327,0.0255296,7.3504214,0.009331467,0.34164473,44.5296,2398.993,124383.195,2713701.0
4,baigurang,3838,373362.394865,2382023.2407,47.6056,58.61485,1.6275738e-18,95.2112,199.1874,5.088542,2.39192,13.8038025,-0.6352006,0.9859221,0.88613534,1.7855787,33.542694,392.1537,0.00046634392,2295.1973,0.00041897717,1982.0973,0.00074046256,4865.6396,0.01193216,7.5705986,0.011927363,0.31410426,35.272,2848.7485,112403.43,2941600.2
5,baigurang,3840,373349.377339,2382009.22106,48.0208,58.276367,-3.523657e-19,96.0416,195.13426,5.0779386,2.4547398,14.436764,-0.63313854,0.9879933,0.9021274,1.5899814,33.00371,418.39148,0.00045847334,2330.5269,0.0004191966,2051.1716,0.0006684209,4226.178,0.01353856,7.6161776,0.01156926,0.28440177,37.9712,2606.5688,106191.62,2809066.2
6,baigurang,3841,373339.245452,2382013.29565,45.0464,29.282646,4.0657581e-19,90.0928,91.81859,4.851108,2.332911,9.139625,-0.71947,0.9907701,0.93620324,1.2862129,41.432808,484.42758,0.0004892432,2134.3176,0.0004579873,1995.3191,0.0006305786,2749.8271,0.00770816,7.5897064,0.019390278,0.25255653,25.312,1370.5233,49044.11,2257765.0
7,baigurang,3842,373331.7445,2382005.56451,45.5424,38.133003,-1.2756316e-18,91.0848,121.21681,4.9067945,2.3974998,11.619108,-0.67313504,0.99024427,0.93104213,1.4024823,38.237587,471.50708,0.0004894622,2147.2944,0.00045752962,1982.9541,0.0006669839,3186.8262,0.00764032,7.707505,0.015456297,0.26300797,31.3152,1961.1506,74372.625,2635227.5
8,baigurang,3844,373310.905875,2382009.30837,42.6,17.0096,-3.184844e-19,85.2,44.4576,4.337347,2.3028605,8.533097,-0.8463005,0.99128515,0.94127727,1.3008696,51.347828,493.04175,0.00053656666,1924.0017,0.00050398556,1817.1609,0.0007049323,2466.2173,0.01056768,7.1972017,0.018039137,0.25903022,23.5808,535.98145,13548.004,1527700.2
9,baigurang,3846,373303.726392,2381964.31986,48.448,65.1849,-1.6330795e-18,96.896,228.10599,4.9825916,2.4036326,12.462646,-0.60801816,0.9838998,0.9057828,2.1307693,31.919231,411.19617,0.00045721908,2338.1519,0.000420901,2057.763,0.0008092353,6380.4883,0.01883136,7.401131,0.01150089,0.31178376,32.6336,2959.1206,121220.61,2615292.0
10,baigurang,3847,373289.733874,2381948.23051,49.8096,71.24375,-7.860466e-19,99.6192,253.23099,5.009385,2.382147,12.283249,-0.57033783,0.9800705,0.88859165,2.250493,29.966469,383.56412,0.00044297287,2438.7356,0.0004038003,2079.357,0.00081711006,7020.4775,0.02635904,7.2898827,0.010909245,0.33334893,31.744,2220.6199,115842.12,2490103.2
11,baigurang,3849,373230.817663,2381924.19108,45.688,42.166656,-1.3688052e-18,91.376,140.91942,4.6496744,2.2605677,11.072663,-0.74707204,0.9867709,0.8901626,1.6022514,48.939964,400.50845,0.00049037224,2133.638,0.0004402495,1867.7516,0.0007463573,3739.109,0.01293952,7.0118113,0.015912615,0.3307441,27.7472,2996.5112,107201.94,1791406.9
12,baigurang,3851,373207.796221,2381883.71041,47.5864,57.492134,-2.3852448e-18,95.1728,195.63414,4.9830337,2.4138718,13.176794,-0.65608203,0.98677224,0.88864946,1.6767486,36.141777,396.26276,0.00046066148,2324.9282,0.0004153687,2012.4652,0.00073659286,4220.8604,0.01144192,7.469335,0.012199915,0.29752,34.3344,2859.7654,105775.42,2598353.8
13,baigurang,3852,373168.759518,2381844.82585,47.668,82.864975,-8.4703295e-19,95.336,287.86472,4.974855,2.417622,17.46121,-0.66895366,0.9830694,0.88125485,1.8629344,35.11583,381.56372,0.0004908145,2239.2644,0.000448084,1858.8761,0.00075645174,5349.8765,0.01817728,7.221982,0.008893388,0.3213268,43.5952,3768.1753,167515.48,2369272.5
