,CLASS_NAME,num,x,y,win7advancedB1,win7advancedB2,win7advancedB3,win7advancedB4,win7advancedB5,win7advancedB6,win7advancedB7,win7advancedB8,win7advancedB9,win7advancedB10,win7higherB1,win7higherB2,win7higherB3,win7higherB4,win7higherB5,win7higherB6,win7higherB7,win7higherB8,win7higherB9,win7higherB10,win7simpleB1,win7simpleB2,win7simpleB3,win7simpleB4,win7simpleB5,win7simpleB6,win7simpleB7,win7simpleB8
0,baigurang,253,374967.428021,2381818.59221,46.367348,12.069138,-2.1684043e-19,92.734695,38.399002,4.0916653,1.9513544,3.3890045,-0.31339356,0.8912428,0.8895202,4.9772725,3.4545455,35.136364,0.000445989,2298.5227,0.00040056728,2028.6206,0.0020811702,12015.0,0.021241149,5.8367624,0.04895072,0.31686997,9.877551,-8.622938,3065.9946,1713123.5
1,baigurang,257,375119.519645,2381822.04944,41.67347,5.2607245,6.423898e-18,83.34694,10.675551,3.3582997,1.9437885,3.42399,-0.6275138,0.9614857,0.91358024,4.111111,6.022222,37.711113,0.00054402504,1860.4889,0.00049555564,1706.1648,0.0022889252,7416.156,0.029987505,5.407792,0.002784123,0.26247677,10.367347,49.561237,663.35394,807532.0
2,baigurang,3836,373366.350393,2382041.28532,42.0,22.979591,2.493665e-18,84.0,80.53061,4.0588155,1.985311,4.0408163,-0.2813894,0.8697773,0.9365942,3.2826087,4.5652175,40.391304,0.00054690475,1921.2609,0.00050918566,1814.6758,0.0019047922,5758.326,0.02186589,5.726755,0.032734275,0.30807158,11.387755,1583.7551,56884.613,1249949.6
3,baigurang,3837,373370.279464,2382031.08561,43.19388,23.788942,2.6020852e-18,86.38776,60.972095,3.1779733,2.0698545,14.25708,-0.5593647,0.93974656,0.8643411,5.883721,7.837209,32.67442,0.00052808743,1932.093,0.00045350048,1685.0581,0.0032132182,10825.349,0.04060808,4.910956,0.011834145,0.32574382,34.183674,1635.4844,57810.08,708701.4
4,baigurang,3838,373362.394865,2382023.2407,44.612244,17.645565,-4.3368087e-19,89.22449,32.41899,3.8538797,2.1905644,15.162848,-0.45803565,0.93751705,0.91358024,4.111111,4.911111,37.711113,0.000483798,2100.0889,0.00043856207,1934.5735,0.0021122925,8058.6445,0.022907121,5.6655307,-0.004612156,0.27760157,38.163265,278.50244,5876.1724,1212811.0
5,baigurang,3840,373349.377339,2382009.22106,47.2449,11.960433,-5.3125906e-18,94.4898,27.229488,3.8627002,2.1559403,6.857143,-0.33128726,0.89817196,0.95862883,2.4893618,3.9787233,43.17021,0.00043210125,2363.851,0.00041393322,2268.1597,0.0010861504,5808.7446,0.021032903,5.7829776,0.011564404,0.22544774,20.612246,36.157536,1771.0111,1755867.0
6,baigurang,3841,373339.245452,2382013.29565,43.959183,13.03915,2.1684043e-18,87.918365,35.50354,3.8059509,2.121154,5.727197,-0.47515038,0.9474239,0.91358024,4.111111,5.133333,37.711113,0.00051240093,1986.6,0.00046614945,1824.8871,0.0021774552,7808.2666,0.018325698,5.935839,0.027718123,0.26760027,16.65306,310.57285,5577.135,1328958.5
7,baigurang,3842,373331.7445,2382005.56451,43.540817,8.676906,-2.0599841e-18,87.081635,24.72803,4.0100327,1.9725072,3.3103914,-0.46405783,0.942595,0.9365942,3.2826087,5.695652,40.391304,0.0005219828,1937.5652,0.0004899964,1810.7959,0.0016734935,6501.2607,0.02061641,5.823794,0.048972953,0.2792101,9.979591,79.61708,1663.2996,1252801.5
8,baigurang,3844,373310.905875,2382009.30837,41.2449,3.3890045,-2.493665e-18,82.4898,7.637651,3.1226363,1.7991127,1.9179509,-0.6428067,0.95608664,0.9347516,5.2222223,7.2222223,39.31111,0.0005635617,1788.0667,0.0005247464,1678.384,0.0030752942,8885.622,0.03331945,5.0458465,0.0374234,0.33122173,5.9183674,23.19044,237.92264,735532.3
9,baigurang,3846,373303.726392,2381964.31986,42.94898,5.374948,2.7647155e-18,85.89796,12.703874,3.6515093,1.9102747,2.9234693,-0.48269716,0.9375857,0.91358024,4.111111,5.977778,37.711113,0.00052816654,1916.3334,0.00048447755,1745.1357,0.0021009706,8079.4443,0.02977926,5.432748,0.033817463,0.29200047,8.795918,-12.375303,506.95102,946964.2
