,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23
4064,mulan,1607,370915.165778,2385355.42588,8.627451,5.1117477,0.7922607,0.58685637,52.665974,2.5010352,2.2803104,2.8002071,2.5606208,2.9254658,2.6779826,1.7288548,2.4582372,0.65585387,294.19867,0.9189891,,246.58128,675.15735,294.19867,0.3685271,-0.58685637,1.379117
4065,mulan,1608,371080.165778,2385355.42588,8.667359,5.5114155,0.7931183,0.597318,54.083454,2.8506835,2.4843006,3.112513,2.7212179,3.2471082,2.8430066,1.7316505,2.4659934,0.75682455,,0.91998553,,248.40753,710.00275,,0.41078678,-0.597318,1.3904363
4066,mulan,1609,371178.165778,2385355.42588,10.570438,6.8644066,0.8271457,0.632311,58.546494,3.3596883,2.7972841,3.667038,3.0649855,3.9331849,3.2967992,1.8443352,2.8135648,0.8373923,,0.95945835,4497.087,245.78073,732.9611,,0.44222513,-0.632311,1.4594567
4067,mulan,1610,371456.165778,2385355.42588,9.265691,5.75819,0.80517626,0.60441947,56.402584,2.8568506,2.4542124,3.030675,2.6098902,3.2607362,2.8159342,1.77105,2.5797942,0.7205548,,0.933974,4399.1646,254.60515,743.8672,,0.39598304,-0.60441947,1.4095957
4068,mulan,1611,370958.665778,2385354.42588,8.924444,5.3472223,0.7984774,0.57830614,53.360756,2.5794978,2.1891892,2.9654813,2.5330849,3.080544,2.635601,1.749068,2.5154502,0.74572235,,0.92620057,3959.1917,243.9759,697.0911,,0.4062992,-0.57830614,1.3767835
4069,mulan,1613,371119.665778,2385353.42588,10.5545025,5.989181,0.8269073,0.61289155,57.74158,2.9183884,2.5481758,3.3522727,2.9410665,3.466942,3.0449018,1.8435203,2.8108163,0.7541224,,0.959181,,248.03792,750.05334,,0.40969807,-0.61289155,1.4397988
4070,mulan,1615,371468.665778,2385351.92588,8.242485,4.9046283,0.78360796,0.57918984,53.216156,2.6260417,2.176095,2.9041667,2.419708,3.0604167,2.5565693,1.700994,2.3822823,0.67775863,,0.9089537,4040.2454,261.37158,705.27435,,0.3779756,-0.57918984,1.3627979
4071,mulan,1616,371403.665778,2385350.42588,10.961538,6.2716665,0.8327974,0.6297355,58.74617,3.715922,2.9739382,3.908362,3.1361003,4.153494,3.342664,1.8635105,2.8802679,0.7456402,615.2762,0.96601397,,243.43704,810.2981,615.2762,0.40626588,-0.6297355,1.462533
4072,mulan,1619,371382.665778,2385349.92588,10.358621,5.7496204,0.8239223,0.6179533,57.915348,3.474026,2.8853383,3.647186,3.0357144,3.8463204,3.2086465,1.8334534,2.7768285,0.747706,,0.9557189,4481.515,251.82388,803.61633,,0.40710384,-0.6179533,1.4418756
4073,mulan,1621,371476.665778,2385349.42588,8.242485,4.9046283,0.78360796,0.57918984,53.216156,2.6260417,2.176095,2.9041667,2.419708,3.0604167,2.5565693,1.700994,2.3822823,0.67775863,,0.9089537,4040.2454,261.37158,705.27435,,0.3779756,-0.57918984,1.3627979
4074,mulan,1622,371538.165778,2385348.92588,5.1420455,2.6404011,0.6743756,0.4395546,38.403896,1.9873685,1.6849574,2.0621052,1.7521287,2.1157894,1.8003784,1.3726401,1.6713152,0.6385545,,0.78223705,,257.8677,592.3961,,0.36095217,-0.4395546,1.1139302
4075,mulan,1623,371415.665778,2385347.42588,10.767058,6.15486,0.830034,0.6305006,58.698135,3.57629,3.0202508,3.7936335,3.2111862,4.075741,3.4590163,1.8541182,2.8472779,0.7996227,,0.9628086,,250.12634,792.34973,,0.42773065,-0.6305006,1.4605346
4076,mulan,1624,370854.665778,2385346.92588,8.405983,5.858569,0.7873694,0.580237,52.240044,2.6696134,2.1779904,2.9801104,2.4468899,3.1414366,2.586603,1.71306,2.4147968,0.8146575,,0.9133153,3851.6614,227.11932,629.05774,,0.4335512,-0.580237,1.3676064
