,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16
2426,honghailan,8752,373645.3205,2381786.208,0.0682,0.058600001,0.0471,0.0272,0.0048,0.134599999,0.296900004,0.272799999,61.854164,0.2921,0.96818036,0.72616273,0.5317946,5.3036094,0.5581159,7.675793,0.78188026,0.73388785,0.5714014,3.1490786,0.78188026,0.93113333,-0.72616273,1.6943431
2427,honghailan,8755,372387.7939,2383436.407,0.074500002,0.060400002,0.050000001,0.033199999,0.0112,0.130799994,0.233400002,0.269199997,20.839287,0.2222,0.90842193,0.6471419,0.4492787,3.6679997,0.4407751,4.245285,0.53844655,0.6370539,0.4276623,1.2080314,0.53844655,0.84225357,-0.6471419,1.5555638
2428,honghailan,8756,372389.9106,2383436.572,0.0713,0.069600001,0.044300001,0.0255,0,0.138400003,0.325399995,0.342299998,inf,0.3254,1,0.7603463,0.5704384,6.345372,0.613777,,1.2869519,0.7776349,0.6508,inf,1.2869517,1,-0.7603463,1.7603463
2429,honghailan,8757,372389.3285,2383439.674,0.0682,0.069600001,0.050000001,0.0296,0.008,0.134599999,0.361200005,0.29550001,45.149998,0.35320002,0.95666313,0.7568093,0.581286,6.224,0.6396697,6.498975,0.8305252,0.7742102,0.67340916,1.8453659,0.83052534,0.887798,-0.7568093,1.7134724
2430,honghailan,8759,372389.493,2383470.352,0.065800004,0.072400004,0.0557,0.0361,0.0112,0.174600005,0.323300004,0.323100001,28.866074,0.3121,0.9330343,0.7060686,0.53962946,4.804309,0.57788587,5.09902,0.7248159,0.73212534,0.5917338,2.1765764,0.72481585,0.8794403,-0.7060686,1.6391029
2431,honghailan,8760,372389.923,2383468.698,0.064199999,0.060400002,0.046399999,0.0266,0.008,0.131600007,0.281599998,0.259600013,35.199997,0.2736,0.9447515,0.71707314,0.50841326,5.0689654,0.52583027,5.6842318,0.6775406,0.7059075,0.5292143,1.7529122,0.67754066,0.8853868,-0.71707314,1.6618247
2432,honghailan,8761,372389.6914,2383466.383,0.073700003,0.0669,0.042100001,0.035500001,0.0056,0.144400001,0.288899988,0.282299995,51.589287,0.28329998,0.9619694,0.7456193,0.5220401,5.862232,0.5438287,6.976055,0.732009,0.7230539,0.5527576,3.0514812,0.73200893,0.92533326,-0.7456193,1.7075887
2433,honghailan,8762,372387.3433,2383466.416,0.072899997,0.0614,0.045699999,0.0296,0.0104,0.082599998,0.216600001,0.091700003,20.826923,0.2062,0.9083701,0.65154403,0.43278852,3.7396064,0.41520345,4.2438407,0.50326604,0.6180672,0.39861333,0.51482034,0.50326604,0.7763441,-0.65154403,1.5599141
2434,honghailan,8763,372393.7263,2383468.566,0.069700003,0.0678,0.0493,0.027799999,0.0064,0.130799994,0.325399995,0.301499993,50.84375,0.319,0.9614226,0.7368561,0.55379945,5.6004057,0.5948119,6.9224925,0.80205905,0.7524197,0.6173492,2.2092936,0.8020592,0.90670556,-0.7368561,1.6982787
2435,honghailan,8764,372392.3174,2383472.158,0.0682,0.064999998,0.0471,0.035500001,0.0056,0.148900002,0.319599986,0.289499998,57.071426,0.31399998,0.9655596,0.74311423,0.550623,5.7855625,0.5888795,7.35801,0.8054304,0.75070065,0.61044896,3.2688868,0.8054304,0.927508,-0.74311423,1.7086738
2436,honghailan,8765,372393.7594,2383474.618,0.070500001,0.0623,0.052099999,0.027799999,0.0112,0.164000005,0.342999995,0.378300011,30.625,0.33179998,0.9367588,0.7362693,0.55750924,5.583493,0.60552746,5.2679677,0.7504833,0.74851805,0.6260921,1.9097219,0.7504832,0.8721462,-0.7362693,1.6730281
2437,honghailan,8766,372393.9579,2383476.504,0.073700003,0.065899998,0.052099999,0.034899998,0.008,0.193399996,0.434300005,0.428600013,54.2875,0.42630002,0.9638255,0.78577304,0.6409983,7.3358927,0.7332301,7.1665783,0.93492395,0.8210327,0.79176414,3.7988594,0.93492395,0.92055607,-0.78577304,1.7495985
2438,honghailan,8769,372409.9321,2383468.268,0.065800004,0.064099997,0.046399999,0.0361,0.0096,0.114200003,0.271400005,0.248799995,28.270832,0.2618,0.9316725,0.70799243,0.49387434,4.8491383,0.50562406,5.040584,0.63048834,0.6886349,0.5040839,1.0829967,0.6304884,0.84491116,-0.70799243,1.6396649
2439,honghailan,8770,372409.7006,2383466.317,0.066600002,0.068700001,0.048500001,0.033199999,0.0096,0.153500006,0.323300004,0.333900005,33.677082,0.3137,0.94232494,0.7391071,0.54369783,5.6659794,0.58250517,5.5490932,0.7340504,0.73826736,0.5987495,1.96512,0.73405033,0.8822808,-0.7391071,1.681432
2440,honghailan,8771,372397.8274,2383454.411,0.066600002,0.064999998,0.044300001,0.024900001,0.004,0.144400001,0.33129999,0.350699991,82.825,0.32729998,0.97614074,0.7641108,0.5652352,6.4785547,0.6102245,8.937153,0.867346,0.7665414,0.6403557,4.345718,0.8673459,0.9460917,-0.7641108,1.7402515
2441,honghailan,8772,372395.7107,2383454.708,0.0634,0.070500001,0.052099999,0.032600001,0.0088,0.155699998,0.348100007,0.29429999,39.55682,0.3393,0.95068645,0.73963016,0.5679506,5.681382,0.61951333,6.054374,0.79871637,0.7614394,0.646423,2.2325256,0.79871637,0.8930091,-0.73963016,1.6903167
2442,honghailan,8773,372395.5784,2383456.792,0.069700003,0.0623,0.0557,0.039700001,0.0112,0.177599996,0.359100014,0.410600007,32.062504,0.3479,0.93950844,0.73143685,0.5717123,5.4470377,0.62753433,5.402174,0.78414506,0.7610107,0.65354514,2.2520316,0.7841451,0.88135594,-0.73143685,1.6709453
2443,honghailan,8774,372397.8935,2383458.512,0.0713,0.0623,0.0528,0.034899998,0.0104,0.156499997,0.312299997,0.307500005,30.028845,0.3019,0.93554384,0.71076417,0.53145146,4.9147725,0.5644004,5.2113104,0.71100605,0.72551066,0.5755908,1.8864268,0.7110061,0.8753745,-0.71076417,1.646308
2444,honghailan,8775,372398.8566,2383461.66,0.070500001,0.063199997,0.047800001,0.036699999,0.0072,0.169300005,0.357600003,0.37470001,49.666668,0.3504,0.9605263,0.7641835,0.5801452,6.4811716,0.6371465,6.837076,0.8362797,0.7745122,0.6713805,3.240214,0.8362797,0.9184136,-0.7641835,1.7247097
2445,honghailan,8776,372388.0047,2383456.627,0.070500001,0.060400002,0.051399998,0.036699999,0.0064,0.112000003,0.26699999,0.202000007,41.71875,0.2606,0.9531822,0.67713565,0.49839672,4.1945524,0.50804764,6.2299585,0.69004935,0.69749886,0.5079846,1.6359003,0.6900494,0.89189196,-0.67713565,1.6303179
2446,honghailan,8777,372387.6409,2383454.411,0.066600002,0.0614,0.035,0.0272,0,0.124799997,0.269199997,0.306300014,inf,0.2692,1,0.7698882,0.5188449,6.6914287,0.53025526,,1.1023741,0.72756755,0.53840005,inf,1.102374,1,-0.7698882,1.7698882
2447,honghailan,8778,372385.6235,2383454.411,0.067400001,0.064099997,0.051399998,0.036699999,0.0088,0.154200003,0.321799994,0.313499987,36.56818,0.313,0.94676346,0.72454447,0.54436845,5.2607,0.5826854,5.8029866,0.75167745,0.7400734,0.59963953,2.1875374,0.75167745,0.8920245,-0.72454447,1.6713079
2448,honghailan,8779,372375.8669,2383452.294,0.069700003,0.0678,0.043499999,0.0308,0.004,0.162499994,0.357600003,0.343499988,89.399994,0.3536,0.97787607,0.78309643,0.588028,7.22069,0.64657694,9.29754,0.91165465,0.7863803,0.68944025,5.472187,0.91165465,0.95195204,-0.78309643,1.7609725
2449,honghailan,8780,372373.7503,2383450.607,0.065800004,0.068700001,0.046399999,0.034299999,0.008,0.146699995,0.344399989,0.302700013,43.049995,0.3364,0.9545971,0.7625383,0.5666802,6.422414,0.61674976,6.3356767,0.7947931,0.7615613,0.6438724,2.1755605,0.79479325,0.896574,-0.7625383,1.7171354
2450,honghailan,8781,372373.9156,2383454.345,0.067400001,0.065899998,0.050700001,0.035500001,0.0096,0.149700001,0.315899998,0.319499999,32.90625,0.30629998,0.94101375,0.7234042,0.5368729,5.230769,0.5719076,5.4794364,0.72566795,0.73183924,0.5854813,1.875928,0.7256679,0.87947273,-0.7234042,1.664418
2451,honghailan,8782,372374.0479,2383456.197,0.066600002,0.064999998,0.043499999,0.030200001,0.004,0.136899993,0.283800006,0.299100012,70.95,0.2798,0.97220284,0.7341888,0.5215576,5.5241385,0.54082257,8.246551,0.76857203,0.72480565,0.54982895,3.9091794,0.768572,0.9432222,-0.7341888,1.7063916
2452,honghailan,8783,372376.0323,2383456.031,0.066600002,0.060400002,0.050000001,0.0308,0.0088,0.129299998,0.288199991,0.284700006,32.75,0.2794,0.94074076,0.704317,0.5126821,4.764,0.533483,5.46521,0.6850615,0.70919913,0.53828144,1.5374945,0.6850614,0.8725561,-0.704317,1.6450577
2453,luodi,108,375144.1519,2381638.736,0.084787801,0.094380267,0.099275224,0.098989218,0.085974373,0.176069438,0.215771899,0.137174577,2.5097234,0.12979752,0.4301545,0.3697754,0.23629004,1.1734717,0.22817764,0.8058625,0.19787848,0.3260776,0.21304494,0.1530545,0.19787847,0.34381682,-0.3697754,0.7999299
2454,luodi,109,375148.8483,2381641.514,0.092668243,0.106267236,0.120676741,0.123882815,0.114982754,0.194978803,0.227472067,0.158781648,1.9783146,0.11248931,0.3284793,0.30675194,0.19222489,0.8849703,0.18705438,0.5668828,0.15304942,0.25970018,0.17589521,0.11045194,0.15304944,0.2580838,-0.30675194,0.63523126
2455,luodi,110,375146.2686,2381644.094,0.095081814,0.104371093,0.107878558,0.12629953,0.109366626,0.175283656,0.131087154,0.071253568,1.1986029,0.021720529,0.090331405,0.09712102,0.04429499,0.21513629,0.038965702,0.13394059,0.025853122,0.06291816,0.03541112,0.08404004,0.025853122,0.231572,-0.09712102,0.18745244
2456,luodi,111,375152.4863,2381648.592,0.083189517,0.088867426,0.087073363,0.079393655,0.065067917,0.213786423,0.285982788,0.306258321,4.395143,0.22091487,0.6292962,0.533189,0.37285504,2.2843888,0.38296208,1.4616945,0.35609978,0.5014399,0.36653173,0.40536246,0.35609975,0.53331965,-0.533189,1.1624851
2457,luodi,112,375149.9728,2381637.413,0.102964967,0.11265634,0.120676741,0.13278982,0.130265057,0.176069438,0.169770509,0.091676004,1.3032697,0.039505452,0.13166922,0.16902818,0.072122484,0.40682042,0.066623844,0.19982815,0.03633846,0.09961474,0.06183827,0.046936296,0.03633846,0.14952408,-0.16902818,0.3006974
2458,luodi,113,375154.0738,2381656.331,0.08638677,0.097072899,0.105686069,0.085881054,0.097267754,0.208470151,0.307181835,0.302649945,3.1581056,0.20991409,0.51901174,0.4880393,0.33007255,1.9065499,0.3406315,1.0583394,0.29204777,0.43139434,0.32581463,0.19427711,0.29204783,0.36371803,-0.4880393,1.007051
2459,luodi,114,375155.9921,2381662.879,0.087196149,0.081468917,0.091379337,0.078185134,0.053888496,0.260575503,0.405079573,0.375865072,7.5169954,0.35119107,0.7651754,0.6318755,0.51838475,3.4329448,0.57219166,2.2330797,0.57451636,0.6581626,0.5633385,0.83579797,0.57451636,0.65726763,-0.6318755,1.3970509
2460,luodi,115,375156.5212,2381666.253,0.091167316,0.096174769,0.098585591,0.110886343,0.080375887,0.194171697,0.247279257,0.216378182,3.0765352,0.16690338,0.5093873,0.42991844,0.29157928,1.5082698,0.28972632,1.0284749,0.26014426,0.3970181,0.27333882,0.22872409,0.2601443,0.41448483,-0.42991844,0.9393058
2461,luodi,118,375136.5114,2381749.458,0.080779523,0.084288031,0.088578694,0.088880606,0.058667328,0.197186589,0.280088961,0.237983957,4.77419,0.22142163,0.65363103,0.51946586,0.3804314,2.1620355,0.38958248,1.5706457,0.37751597,0.5149791,0.3730318,0.39256835,0.37751597,0.5413998,-0.51946586,1.1730969
2462,luodi,119,375136.2733,2381754.538,0.091877647,0.097072899,0.092882834,0.100798003,0.079567455,0.197186589,0.235581458,0.243935421,2.9607766,0.156014,0.4950485,0.43444178,0.27791095,1.5363293,0.27341264,0.9852307,0.23802815,0.3808832,0.2569876,0.23978968,0.23802812,0.42499515,-0.43444178,0.92949027
2463,luodi,121,375140.078,2381748.849,0.098285727,0.11265634,0.119967207,0.141672939,0.128663883,0.219785631,0.253068417,0.258367956,1.9668956,0.124404535,0.3258947,0.35680565,0.20135237,1.1094799,0.1991286,0.5613432,0.1447827,0.2663848,0.18888497,0.12155331,0.1447827,0.2615063,-0.35680565,0.6827004
2464,luodi,123,375142.5122,2381745.304,0.11098934,0.122764885,0.134276807,0.161881879,0.163268864,0.225081041,0.242178008,0.234370783,1.483308,0.078909144,0.19462264,0.28662455,0.1239254,0.8035729,0.12072831,0.3066964,0.0567425,0.16188012,0.115273,0.06017734,0.0567425,0.1591662,-0.28662455,0.4812472
2465,luodi,124,375146.0576,2381744.881,0.098285727,0.111761622,0.114988886,0.141672939,0.133460045,0.21676299,0.222383618,0.222364813,1.6662936,0.08892357,0.24989507,0.31832686,0.14906898,0.93395746,0.14410494,0.4080484,0.086015865,0.1999663,0.13587624,0.10223901,0.08601585,0.23785684,-0.31832686,0.5682219
2466,luodi,125,375146.6397,2381741.494,0.106184714,0.118149355,0.136387363,0.16957511,0.164876014,0.228074908,0.250899225,0.254757166,1.5217448,0.08602321,0.20689835,0.2956773,0.13340937,0.8396076,0.1306072,0.32855466,0.0657521,0.1733088,0.12495732,0.062057275,0.06575209,0.16083153,-0.2956773,0.50257564
2467,luodi,126,375149.2326,2381741.176,0.101465955,0.111761622,0.129271761,0.151184246,0.15277341,0.219085082,0.238466635,0.237983957,1.5609171,0.085693225,0.21902978,0.2969363,0.13700135,0.84469235,0.13346833,0.35051042,0.07301614,0.18032822,0.12695497,0.06933501,0.073016144,0.17832503,-0.2969363,0.51596606
2468,luodi,128,375151.4551,2381739.271,0.101465955,0.109867051,0.114988886,0.133394644,0.139877394,0.197995037,0.241377071,0.219991982,1.7256331,0.10149968,0.26622555,0.35465845,0.16438311,1.099134,0.16089782,0.43952483,0.092139505,0.217531,0.15261513,0.058766063,0.0921395,0.1720106,-0.35465845,0.620884
2469,luodi,129,375152.1959,2381735.197,0.108575784,0.122764885,0.135676354,0.161277816,0.151174814,0.23268725,0.246480182,0.234370783,1.6304315,0.09530537,0.23966847,0.28994355,0.15113468,0.8166776,0.14805411,0.38870886,0.09541091,0.19824843,0.1409871,0.09559969,0.09541092,0.21234824,-0.28994355,0.529612
2470,luodi,130,375156.588,2381734.086,0.095081814,0.103476673,0.102071844,0.106084853,0.088381752,0.173077092,0.196878672,0.198391736,2.2275941,0.10849692,0.38034338,0.31713217,0.20314056,0.9288244,0.19250764,0.68330616,0.16791719,0.282658,0.17856795,0.13804825,0.16791718,0.32393372,-0.31713217,0.69747555
2471,luodi,131,375153.6776,2381730.593,0.083978854,0.089790657,0.099985234,0.08648444,0.068266064,0.231179312,0.353179634,0.3494519,5.1735754,0.28491357,0.6760386,0.55872464,0.43887648,2.5323179,0.4695289,1.6797316,0.4544836,0.56841034,0.45557642,0.46284053,0.4544836,0.5440499,-0.55872464,1.2347633
2472,luodi,133,375153.413,2381724.296,0.084787801,0.090686679,0.092089169,0.088276975,0.067478612,0.243171588,0.364884555,0.357870221,5.4074106,0.29740596,0.6878615,0.5969607,0.4522987,2.962296,0.48696533,1.7411743,0.46092173,0.5823977,0.47345975,0.5242513,0.4609218,0.5655653,-0.5969607,1.2848222
2473,luodi,134,375157.1172,2381722.708,0.110177159,0.115362786,0.131375954,0.154681683,0.144789681,0.203176066,0.231181458,0.181569219,1.5966709,0.08639178,0.229783,0.27528194,0.14089486,0.75969386,0.13681044,0.37027672,0.08813339,0.18697733,0.12964779,0.06177998,0.08813339,0.16779348,-0.27528194,0.50506496
2474,luodi,135,375158.8105,2381719.639,0.106973961,0.122764885,0.137871265,0.159468606,0.161675319,0.234868735,0.250183046,0.229587942,1.5474411,0.08850773,0.21489845,0.28942284,0.13791364,0.81461334,0.13506824,0.34299308,0.07508995,0.17953564,0.12908792,0.078147426,0.07508994,0.18457828,-0.28942284,0.5043213
2475,luodi,136,375161.9326,2381720.539,0.093479827,0.106267236,0.106375031,0.115599133,0.100485504,0.215277001,0.274973691,0.276238769,2.7364514,0.17448819,0.46473277,0.4421115,0.28476372,1.5849459,0.287718,0.8983239,0.24017382,0.3780051,0.27336842,0.19926408,0.24017385,0.36353743,-0.4421115,0.90684426
2476,luodi,137,375164.2081,2381717.364,0.101465955,0.117256463,0.133566841,0.151184246,0.140689224,0.243977562,0.291773438,0.287054241,2.0738862,0.15108421,0.3493578,0.371953,0.22974432,1.1844752,0.23180565,0.6125117,0.17672196,0.2958122,0.22191662,0.1408245,0.17672193,0.26851377,-0.371953,0.72131085
2477,luodi,138,375165.8485,2381720.115,0.083189517,0.094380267,0.097080439,0.085380547,0.07478033,0.209280267,0.299880296,0.29426533,4.0101495,0.22509997,0.60081035,0.5108814,0.36775318,2.0889878,0.3804027,1.3448155,0.35171837,0.488377,0.3644397,0.3136111,0.35171837,0.4734903,-0.5108814,1.1116917
2478,luodi,140,375167.5947,2381715.194,0.110177159,0.122764885,0.1449797,0.171878368,0.172057435,0.231179312,0.241377071,0.240392253,1.4028866,0.069319636,0.16766776,0.24950351,0.10780848,0.66490257,0.1047558,0.25990593,0.047209494,0.14022662,0.10028374,0.05627331,0.047209494,0.14661828,-0.24950351,0.41717127
2479,luodi,142,375172.1985,2381712.178,0.110177159,0.119967386,0.134276807,0.165997744,0.157571256,0.230370983,0.247972742,0.245139152,1.5737181,0.090401486,0.22291413,0.29743904,0.14195693,0.84672797,0.13898139,0.3576169,0.078464866,0.1854245,0.13261896,0.078335874,0.078464866,0.18765609,-0.29743904,0.5203532
2480,luodi,146,375182.5702,2381715.935,0.072068214,0.077856272,0.069287144,0.049193237,0.038582213,0.222080052,0.436471254,0.465774328,11.312758,0.39788905,0.8375669,0.7260069,0.5772856,5.299455,0.65054154,2.9389837,0.6627545,0.7267912,0.65151465,0.8803217,0.6627545,0.7039678,-0.7260069,1.5635738
2481,luodi,147,375185.0573,2381712.919,0.108575784,0.123686716,0.139985487,0.159468606,0.168878525,0.22888355,0.238466635,0.233167157,1.4120601,0.06958811,0.17083327,0.2602209,0.109031945,0.7035097,0.10583582,0.2653179,0.04539064,0.1422806,0.101162314,0.057228725,0.045390647,0.15085658,-0.2602209,0.43105417
2482,luodi,150,375178.1252,2381707.415,0.106973961,0.117256463,0.137180433,0.151769698,0.15437682,0.231179312,0.270576626,0.267955333,1.7527025,0.11619981,0.27344126,0.32714626,0.17825213,0.97241414,0.17701717,0.4536738,0.117973045,0.23043163,0.16942048,0.08685908,0.11797303,0.19919924,-0.32714626,0.6005875
2483,luodi,151,375233.3438,2381714.586,0.0792768,0.086968087,0.086383432,0.069275171,0.057878267,0.267361432,0.426988602,0.459774494,7.3773565,0.36911035,0.7612612,0.6634665,0.5300843,3.9429455,0.58929557,2.203369,0.57311577,0.66396344,0.57901275,0.80048025,0.57311577,0.64408857,-0.6634665,1.4247277
2484,luodi,152,375240.4214,2381715.446,0.090376437,0.107160904,0.115675926,0.106685564,0.119786508,0.200157762,0.245783746,0.271564394,2.0518484,0.12599725,0.34465948,0.35995114,0.20838942,1.1247613,0.2054386,0.6021042,0.15545698,0.27809185,0.19424146,0.10606362,0.15545699,0.25120392,-0.35995114,0.7046106
2485,luodi,153,375244.7209,2381715.644,0.091167316,0.092450328,0.087073363,0.088276975,0.073969617,0.184365332,0.247972742,0.245139152,3.3523593,0.17400312,0.5404791,0.48023054,0.3066677,1.8478599,0.3051616,1.1275642,0.26698825,0.41881278,0.28812823,0.2266564,0.26698825,0.4273356,-0.48023054,1.0207096
2486,luodi,154,375247.8959,2381716.702,0.084787801,0.101658888,0.097874865,0.093093924,0.090073176,0.204794452,0.285266846,0.295467526,3.1670566,0.19519368,0.5200449,0.48909315,0.31860554,1.9146078,0.32501024,1.0615869,0.27665365,0.42295486,0.30960235,0.21221605,0.27665365,0.38906026,-0.48909315,1.0091381
2487,luodi,155,375252.1954,2381723.449,0.087985344,0.093374804,0.099275224,0.094197534,0.081183881,0.21078977,0.290384561,0.290658385,3.5768745,0.20920068,0.5630206,0.49045175,0.34319717,1.9250457,0.3521361,1.2045054,0.31763107,0.45652223,0.33617496,0.27860668,0.31763107,0.44389585,-0.49045175,1.0534723
2488,luodi,156,375241.6782,2381706.251,0.091167316,0.094380267,0.097874865,0.097181037,0.081969261,0.201666504,0.285266846,0.273869365,3.4801686,0.20329759,0.5535882,0.48909315,0.33547452,1.9146078,0.34294626,1.1717474,0.30566508,0.44728574,0.32695594,0.24341643,0.30566508,0.4220104,-0.48909315,1.0426813
2489,luodi,159,375264.9263,2381906.497,0.091167316,0.096174769,0.100674041,0.109076329,0.078782953,0.182073787,0.239986166,0.096455939,3.0461688,0.1612032,0.5057052,0.40894744,0.28551936,1.3837938,0.28200814,1.0172306,0.25882688,0.39057598,0.2654621,0.20108919,0.25882688,0.39596766,-0.40894744,0.9146526
2490,luodi,160,375268.2336,2381904.711,0.095081814,0.108973175,0.112885788,0.121486701,0.114982754,0.119482905,0.06747207,0.0005,0.58680165,-0.047510684,-0.26039696,-0.25179783,-0.11122787,-0.4022979,-0.08841298,-0.32801768,-0.062151298,-0.16093332,-0.078318834,0.003305213,-0.062151298,0.019193219,0.25179783,-0.51219475
2491,luodi,162,375278.0894,2381895.98,0.084787801,0.083367474,0.094260618,0.097181037,0.076376006,0.120292321,0.152274296,0.037658244,1.9937452,0.07589829,0.33194047,0.23531628,0.15872528,0.6154604,0.14207025,0.5743381,0.13270396,0.22653273,0.12914413,0.06096827,0.13270396,0.22330141,-0.23531628,0.56725675
2492,luodi,163,375238.2033,2381890.821,0.091167316,0.101658888,0.10858763,0.125091478,0.110181235,0.179890633,0.201977193,0.084454097,1.8331361,0.09179596,0.2940685,0.30070877,0.16429941,0.86003864,0.15649754,0.4949738,0.11703723,0.22552453,0.14593756,0.09053011,0.11703723,0.24031767,-0.30070877,0.5947772
2493,luodi,164,375235.2268,2381904.05,0.079987995,0.085180998,0.089289591,0.081188142,0.053888496,0.287671596,0.462087333,0.529361904,8.574879,0.40819883,0.79112005,0.67612135,0.56827307,4.1751533,0.6412495,2.4479866,0.63732296,0.7004846,0.63161135,1.0361948,0.63732296,0.6844567,-0.67612135,1.4672414
2494,luodi,165,375213.7409,2381872.53,0.083978854,0.092450328,0.092882834,0.10017886,0.091669619,0.143688485,0.182190195,0.108457752,1.9874654,0.090520576,0.3305362,0.32466784,0.17297493,0.96150553,0.16139057,0.5713082,0.12382174,0.24202257,0.1489526,0.065610334,0.12382173,0.22102007,-0.32466784,0.65520406
2495,luodi,166,375216.2015,2381863.323,0.088796698,0.093374804,0.092089169,0.104294293,0.090883434,0.150382325,0.179277673,0.073657081,1.9726112,0.08839424,0.32719085,0.3212939,0.17006408,0.94678354,0.15814076,0.5641183,0.12111017,0.23836957,0.14577073,0.07915997,0.12111017,0.24661142,-0.3212939,0.6484847
2496,luodi,167,375192.8652,2381845.304,0.083189517,0.081468917,0.07427869,0.060988143,0.040990025,0.142068401,0.217983097,0.209190354,5.3179545,0.17699307,0.6834419,0.4916976,0.34779948,1.9346654,0.3361413,1.7178682,0.34078494,0.4900361,0.31609556,0.30333936,0.34078488,0.55216455,-0.4916976,1.1751394
2497,luodi,168,375177.3077,2381844.987,0.076071538,0.077856272,0.069287144,0.055676814,0.028880447,0.163983762,0.316676527,0.290658385,10.965084,0.28779608,0.832847,0.64096546,0.48958158,3.5704947,0.5191165,2.8808663,0.5645793,0.6603479,0.51440454,0.6595815,0.56457925,0.70051,-0.64096546,1.4738125
2498,luodi,170,375191.2777,2381838.319,0.091167316,0.103476673,0.106375031,0.106084853,0.120575801,0.177575782,0.215771899,0.222364813,1.7895125,0.0951961,0.28302884,0.33958688,0.16414396,1.0284073,0.15811689,0.47271007,0.10181622,0.22248007,0.14837676,0.06297375,0.10181622,0.19117786,-0.33958688,0.6226157
2499,luodi,171,375194.3734,2381836.335,0.087985344,0.101658888,0.103574865,0.101987451,0.102086589,0.183581069,0.219477683,0.2115632,2.149917,0.117391095,0.36506262,0.3587739,0.20701474,1.1190245,0.20039648,0.64791334,0.15743318,0.2827736,0.18762624,0.1177757,0.1574332,0.28527725,-0.3587739,0.72383654
2500,luodi,172,375187.7059,2381817.841,0.083189517,0.086074539,0.088578694,0.079393655,0.05948044,0.255275726,0.397773057,0.393857718,6.68746,0.33829263,0.7398361,0.63574225,0.50028104,3.4906178,0.54898876,2.0512893,0.5335125,0.63575083,0.5380354,0.69722146,0.5335125,0.62205386,-0.63574225,1.3755784
2501,luodi,173,375336.1727,2381913.234,0.076861627,0.075985663,0.064986333,0.053277787,0.032074131,0.200157762,0.283773392,0.326658905,8.847423,0.25169927,0.7969012,0.62732893,0.44786096,3.3666625,0.46242702,2.5007238,0.48232102,0.6135813,0.45075354,0.88021475,0.48232102,0.723775,-0.62732893,1.4242301
2502,luodi,174,375339.8107,2381918.063,0.076071538,0.073278822,0.060679149,0.046195194,0.023284493,0.195677161,0.304279387,0.353059143,13.067899,0.2809949,0.8578324,0.66747373,0.4909649,4.0145626,0.5164732,3.2174888,0.5716797,0.6685361,0.51294535,1.2218475,0.5716798,0.78731894,-0.66747373,1.5253061
2503,luodi,176,375341.4644,2381924.214,0.084787801,0.094380267,0.095680758,0.088880606,0.076376006,0.262764245,0.418183684,0.38548398,5.475328,0.34180766,0.6911353,0.62760305,0.48604047,3.370614,0.5335789,1.7587091,0.49425772,0.6057459,0.51887685,0.52628374,0.49425772,0.54959047,-0.62760305,1.3187383
2504,luodi,178,375344.3748,2381927.852,0.0792768,0.081468917,0.084272154,0.070483595,0.038582213,0.279372215,0.475987494,0.460971385,12.336967,0.4374053,0.8500409,0.69916755,0.60976416,4.648218,0.69713366,3.1043334,0.73126894,0.75216854,0.6971667,1.4610082,0.73126894,0.75730985,-0.69916755,1.5492084
2505,luodi,180,375348.2112,2381930.366,0.102964967,0.119071178,0.130666405,0.155285984,0.14879331,0.152677253,0.130390361,0.017237399,0.8763187,-0.018402949,-0.06591699,-0.00105741,-0.03482911,-0.002112567,-0.030929446,-0.09029231,-0.045792095,-0.048607044,-0.028546572,-0.000531754,-0.045792095,0.012883323,0.00105741,-0.0669744
2506,luodi,181,375345.6977,2381933.739,0.091167316,0.099895932,0.101383932,0.097181037,0.079567455,0.225889444,0.304279387,0.332675368,3.824169,0.22471192,0.5854208,0.5001573,0.36269966,2.0012586,0.3757118,1.2858176,0.34569272,0.47930008,0.35993552,0.34470996,0.3456927,0.4790266,-0.5001573,1.0855781
2507,luodi,182,375348.542,2381934.07,0.102276616,0.11265634,0.12497694,0.138684168,0.12947768,0.236375719,0.275773704,0.287054241,2.1298938,0.14629602,0.3610007,0.3762858,0.22981071,1.2065966,0.23052973,0.63866454,0.17771159,0.3002264,0.21968669,0.15447997,0.17771158,0.29218817,-0.3762858,0.73728645
2508,luodi,184,375348.7404,2381937.84,0.092668243,0.104371093,0.11069461,0.119182356,0.098076619,0.239469528,0.337085605,0.285850525,3.436962,0.239009,0.5492411,0.5055851,0.36231694,2.0451853,0.3799899,1.1569268,0.33473566,0.46584007,0.36518058,0.28234825,0.33473572,0.4188847,-0.5055851,1.0548263
2509,luodi,187,375354.2305,2381941.875,0.07767231,0.083367474,0.078586161,0.06038427,0.038582213,0.275676996,0.448868215,0.488554537,11.634071,0.410286,0.84169793,0.70201725,0.5876537,4.711797,0.66541547,2.9917681,0.69248766,0.735086,0.6664167,1.4124358,0.69248766,0.75445616,-0.70201725,1.5437152
