,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8,win19advancedB1,win19advancedB2,win19advancedB3,win19advancedB4,win19advancedB5,win19advancedB6,win19advancedB7,win19advancedB8,win19advancedB9,win19advancedB10,win19higherB1,win19higherB2,win19higherB3,win19higherB4,win19higherB5,win19higherB6,win19higherB7,win19higherB8,win19higherB9,win19higherB10,win19simpleB1,win19simpleB2,win19simpleB3,win19simpleB4,win19simpleB5,win19simpleB6,win19simpleB7,win19simpleB8
28,baigurang,3870,373248.4323,2381863.058,0.077699997,0.0779,0.078599997,0.056299999,0.0265,0.208499998,0.361999989,0.381900012,43.930748,10.986894,2.20E-18,87.861496,28.861704,4.0769463,2.1623175,5.379348,-0.8434714,0.9870589,0.92047215,1.4922601,32.17647,262.87616,0.000491838,2087.1982,0.000450793,1932.3151,0.000744548,3050.291,0.014759709,6.595749,0.028530406,0.29773447,15.085873,294.3884,6503.0146,1289272
29,baigurang,3871,373258.685,2381858.692,0.073700003,0.076899998,0.072800003,0.053300001,0.0241,0.187399998,0.337900013,0.341100007,43.01662,5.4844885,1.54E-18,86.03324,11.971194,3.7332454,2.0400097,3.5973787,-0.803305,0.9856596,0.89396966,1.6038339,39.332268,237.60063,0.000514381,1967.4441,0.000459209,1762.5713,0.000828886,3131.8755,0.02010804,6.158254,0.016659416,0.3578708,9.966759,30.335245,514.1531,990855.94
30,baigurang,3872,373266.9863,2381869.739,0.077699997,0.073299997,0.059999999,0.0438,0.020099999,0.151999995,0.309399992,0.290699989,44.53601,12.874742,2.69E-18,89.07202,37.739964,4.2988114,2.1222394,5.1518426,-0.71008795,0.9835582,0.89724565,1.8456591,31.038586,238.40193,0.000482047,2124.6914,0.000429895,1920.3387,0.000916026,3783.6494,0.016060343,6.6297855,0.036168423,0.34841084,13.759003,281.6957,5759.196,1373972.9
31,baigurang,3873,373266.0933,2381883.2,0.080799997,0.085199997,0.080700003,0.062199999,0.038600001,0.189700007,0.293300003,0.303900003,46.163433,24.272457,1.08E-18,92.326866,76.81837,4.737273,2.2399318,7.428296,-0.6519901,0.98487216,0.93140244,1.4115853,25.292683,274.51828,0.000454396,2297.4146,0.000422752,2141.8337,0.00064828,3201.0916,0.009787371,7.1789684,0.023995029,0.2882878,20.271467,994.4756,30601.107,2098848.8
32,baigurang,3874,373264.5058,2381897.289,0.078500003,0.081500001,0.078599997,0.058699999,0.0305,0.201700002,0.351700008,0.336299986,48.75485,48.982838,7.59E-19,97.5097,163.04768,5.0453076,2.4036455,12.369482,-0.55838877,0.9814042,0.9061387,1.8717948,19.211538,246.39102,0.000426961,2496.6794,0.000391906,2217.0789,0.000724184,5353.5034,0.009250236,7.4515467,0.013562606,0.27608597,32.883656,1948.1105,73375.31,3245807
33,baigurang,3876,373286.0363,2381908.699,0.078500003,0.074199997,0.072099999,0.057500001,0.028899999,0.186700001,0.314500004,0.315899998,45.6482,33.67402,1.73E-18,91.2964,115.74871,4.6277604,2.2348077,6.7844477,-0.6402757,0.9837162,0.9188084,1.5700935,25.978193,260.6511,0.000466926,2266.3115,0.000429326,2075.741,0.000726247,3652.461,0.010750378,7.0762067,0.021341821,0.27591342,18.947369,2282.0562,74872.08,1890844.8
34,baigurang,3878,373278.564,2381899.283,0.080799997,0.080600001,0.082800001,0.059799999,0.0297,0.216100007,0.363400012,0.350699991,44.6205,13.55127,-1.06E-18,89.241,33.302032,4.3136573,2.2612607,7.5398207,-0.7361441,0.98879796,0.93061924,1.4495413,29.801224,273.4098,0.000479494,2144.2048,0.00044422,2006.5874,0.000710712,3025.26,0.011594447,6.9684963,0.016879756,0.26832286,20.903048,212.2441,4709.1284,1536532
35,baigurang,3879,373191.9856,2381811.832,0.079300001,0.075999998,0.077799998,0.056899998,0.028100001,0.185100004,0.34009999,0.314700007,45.990303,30.006832,3.74E-18,91.980606,79.614586,4.8574724,2.4305382,14.888301,-0.67059195,0.98887074,0.93061924,1.4495413,22.798164,273.4098,0.000458095,2297.9785,0.000426823,2135.0503,0.000668275,3298.2356,0.008218169,7.58395,0.010884442,0.24342145,40.412743,678.2906,21512.555,2394586
36,baigurang,3881,373175.9915,2381799.323,0.080799997,0.082400002,0.079300001,0.060400002,0.036200002,0.192699999,0.335700005,0.336299986,46.426594,42.48007,7.45E-20,92.85319,126.70144,5.1437645,2.50717,15.585861,-0.63300115,0.98913074,0.9461078,1.3502994,18.808384,290.7126,0.000450811,2382.7634,0.000423356,2271.2673,0.000637271,3066.6826,0.005950691,7.902019,0.011565531,0.22388572,43.218838,1192.3536,43816.86,3132956.2
37,baigurang,3882,373187.0114,2381784.163,0.079999998,0.0779,0.072099999,0.055100001,0.024900001,0.185100004,0.287499994,0.337500006,42.668976,18.371033,-2.28E-18,85.33795,51.093548,4.265627,2.2510555,8.154567,-0.79293674,0.9867031,0.92524004,1.5339506,29.654322,267.10495,0.000526883,1969.8025,0.000485277,1834.963,0.000828496,2917.8489,0.012914266,6.8313107,0.021261781,0.26031858,22.390581,771.14636,21173.879,1348727.9
38,baigurang,3883,373196.457,2381791.307,0.083999999,0.0779,0.070699997,0.055100001,0.028100001,0.163299993,0.298400015,0.272799999,42.853184,19.46044,2.60E-18,85.70637,54.406857,4.2346735,2.245083,8.890209,-0.7659148,0.98491204,0.9310865,1.474006,33.56269,273.51376,0.000521569,1991.7432,0.000483001,1868.2554,0.000790286,2829.945,0.016904414,6.628799,0.020445762,0.29267114,23.434902,803.02637,21246.25,1173303.9
39,baigurang,3884,373199.9892,2381779.202,0.082400002,0.0788,0.073600002,0.0557,0.024900001,0.193399996,0.342999995,0.332700014,41.72576,11.290444,4.59E-18,83.45152,31.660393,3.688114,2.058144,5.0628524,-0.832135,0.9818694,0.91054946,1.5611285,40.37931,252.73668,0.000545629,1883.7775,0.000495475,1723.729,0.000862498,2879.7117,0.022805227,6.0229034,0.035613123,0.32907736,13.501385,589.1519,16663.303,893620.56
40,baigurang,3885,373208.9189,2381772.256,0.086400002,0.0788,0.077799998,0.058699999,0.0297,0.214599997,0.346599996,0.37470001,42.250694,15.223857,3.81E-18,84.50139,45.031162,3.9953685,2.0699244,5.9945617,-0.8331319,0.9817202,0.9183704,1.5279503,39.546585,260.41614,0.000546943,1871.1243,0.000502369,1720.2905,0.000840407,2826.885,0.018772876,6.343429,0.0314616,0.30344823,15.864266,723.611,18904.193,1079966.9
41,baigurang,3886,373191.0992,2381763.168,0.079999998,0.0779,0.07,0.052099999,0.0241,0.1708,0.316700011,0.302700013,43.1482,20.788286,-2.96E-18,86.2964,62.790264,4.4441876,2.205746,7.5058146,-0.74861246,0.9866122,0.93606466,1.4528875,31.680851,278.8541,0.000523174,1980.1185,0.000489378,1855.3816,0.000764976,2848.614,0.012994836,6.9458337,0.0245442,0.2735881,20.36288,1033.3959,34429.926,1453893.9
42,baigurang,3887,373210.6046,2381787.585,0.083999999,0.0788,0.077100001,0.0616,0.0297,0.208499998,0.362699986,0.368699998,42.350414,13.809342,-2.17E-18,84.70083,37.921577,3.8258493,2.115351,6.530822,-0.83477825,0.98294693,0.9309355,1.3708206,41.200607,274.29483,0.000533048,1931.4073,0.000495071,1805.4309,0.000738562,2602.1216,0.02098664,6.1675997,0.02701365,0.3017118,17.31579,648.7708,17435.281,964385.75
43,baigurang,3888,373223.0929,2381794.728,0.084799998,0.075999998,0.071400002,0.057500001,0.022500001,0.194999993,0.343699992,0.362699986,42.146816,7.662656,4.09E-18,84.29363,17.110458,3.705297,2.0962853,4.9352217,-0.8234796,0.9848493,0.91189235,1.546875,43.84375,254.11874,0.000537502,1889.2625,0.000489448,1727.2397,0.000834881,2896.8813,0.022970205,6.101394,0.015201451,0.31518504,13.540166,138.22087,2575.1145,874255.1
44,baigurang,3889,373224.5217,2381780.758,0.079999998,0.081500001,0.079300001,0.059799999,0.0273,0.200200006,0.362699986,0.357899994,42.847645,18.04604,4.42E-18,85.69529,50.77696,4.1704817,2.166406,8.148917,-0.8237003,0.9839113,0.92373854,1.3394495,36.541283,267.46484,0.000530185,1947.2997,0.000488439,1807.1661,0.000717635,2565.6667,0.016309727,6.579491,0.022546364,0.28061712,21.407202,779.5529,20523.78,1201292
45,baigurang,3893,373252.5676,2381811.027,0.079300001,0.079700001,0.074299999,0.052700002,0.032900002,0.205500007,0.382400006,0.367500007,41.450138,3.748899,-4.09E-19,82.900276,7.3086147,3.4218893,1.9628229,2.65533,-0.81790924,0.9826439,0.8921725,1.5750799,46.16933,236.34824,0.000553326,1822.853,0.000494442,1624.6254,0.000868558,2875.556,0.02465067,5.7816052,-0.006730454,0.35229194,7.6869807,8.669497,180.46799,801399.7
46,baigurang,3894,373248.5988,2381797.057,0.080799997,0.083400004,0.076399997,0.056299999,0.032099999,0.217600003,0.395599991,0.379500002,42.087257,9.899589,2.58E-18,84.174515,24.022177,3.7846863,2.1028926,5.8735833,-0.82944316,0.98257,0.89854014,1.71246,41.396168,240.55272,0.000544452,1868.7924,0.000489181,1681.979,0.000933307,3176.949,0.022156829,6.118315,0.021545509,0.31614497,15.576178,274.4789,5880.1475,906636
47,baigurang,3896,373389.4588,2381994.342,0.079999998,0.080600001,0.077799998,0.058699999,0.0297,0.195700005,0.312299997,0.332700014,47.772854,84.84868,-3.79E-19,95.54571,312.85733,4.6746635,2.2456293,10.731693,-0.48085314,0.95667577,0.86816907,4.068592,18.97834,200.05415,0.000480804,2288.4836,0.000428114,1899.5724,0.001386478,13698.787,0.038259376,6.5771317,0.009942633,0.40565193,26.537395,4438.514,203341.33,1904976.6
48,baigurang,3897,373384.0679,2381985.114,0.080799997,0.074199997,0.074299999,0.0557,0.032900002,0.195700005,0.337099999,0.362699986,45.350414,58.560036,-1.44E-18,90.70083,215.87726,4.6300564,2.2058923,7.086565,-0.59492147,0.9688377,0.89997375,2.3651316,26.605263,236.64473,0.00049797,2165.7205,0.000452708,1907.9883,0.001034281,6261.339,0.019298501,6.623525,0.014399124,0.36782375,18.36288,4552.7363,175079.86,1714839.9
49,baigurang,3898,373392.4738,2381978.584,0.079300001,0.084299996,0.079300001,0.058699999,0.035300002,0.215299994,0.388300002,0.410600007,42.696674,30.280571,-5.96E-19,85.39335,109.09735,4.3015156,2.0779688,4.496361,-0.723205,0.9759529,0.8807337,1.9407895,31.69079,223.63815,0.000531546,1999.0658,0.000467529,1764.3038,0.001050719,3756.3455,0.02111325,6.395851,0.026467185,0.3668499,12.024931,2750.2288,106797.73,1137468
50,baigurang,3899,373402.4609,2381979.22,0.079999998,0.081500001,0.073600002,0.059300002,0.028100001,0.201700002,0.356099993,0.381900012,43.48338,57.659695,-1.44E-18,86.80886,236.53688,4.297822,2.077983,4.8611603,-0.5995368,0.9642756,0.869282,2.913793,28.6,207.84828,0.000553844,1931.569,0.000488993,1632.4744,0.001273075,7948.321,0.025582984,6.3423944,0.015457193,0.41885594,12.540166,5880.442,251885.23,1325313.2
51,baigurang,3900,373396.0426,2381968.165,0.078500003,0.075999998,0.075000003,0.058699999,0.032900002,0.209999993,0.370700002,0.383100003,40.772854,5.5328918,1.85E-18,81.54571,12.242371,3.6344402,2.0255098,3.5910175,-0.81373686,0.98181707,0.8939292,1.8064516,41.625805,235.73549,0.000575129,1767.1064,0.00051437,1581.1213,0.001036994,3179.313,0.025325926,5.9581285,0.019217182,0.36071843,9.889196,-51.703342,1096.2787,795130.25
52,baigurang,3901,373387.0602,2381959.676,0.079999998,0.076899998,0.068599999,0.052099999,0.0297,0.199499995,0.364199996,0.34830001,41,3.6260388,8.33E-19,82,6.803324,3.3566062,1.9503152,2.7885451,-0.84909815,0.98144436,0.8987237,2.1400652,47.64495,237,0.000563076,1793.1987,0.000504996,1616.1202,0.001217646,3783.2866,0.029316073,5.58247,-0.01706526,0.3854034,7.700831,12.398892,219.41273,703506.2
53,baigurang,3902,373402.0727,2381937.176,0.078500003,0.076899998,0.072099999,0.059799999,0.028100001,0.203999996,0.344399989,0.366299987,40.872578,5.5654807,5.51E-18,81.745155,9.4862995,3.4912586,2.0895886,4.522809,-0.80698776,0.98288584,0.93345326,1.7987616,41.03715,272.66565,0.000570346,1775.7864,0.000531678,1661.028,0.001037191,3143.8545,0.021044191,6.04757,-0.026548581,0.3083632,12.775623,37.645966,700.7692,871897.1
54,baigurang,3904,373380.9859,2381942.661,0.0832,0.074199997,0.072099999,0.052700002,0.0273,0.224399999,0.391200006,0.4023,41.07479,5.5539627,3.45E-18,82.14958,11.977625,3.578095,2.0379198,3.7848005,-0.78536934,0.9825305,0.8952351,2.09772,42.459282,234.33551,0.000561841,1802.5082,0.000502406,1616.784,0.001199408,3698.619,0.025061196,5.8995786,0.0140972,0.36876005,10.238227,56.416668,805.699,809634.4
55,baigurang,3905,373409.0539,2381920.194,0.087200001,0.076899998,0.0757,0.061000001,0.031300001,0.209999993,0.3759,0.409500003,40.867035,6.253789,-3.82E-18,81.73407,11.990224,3.7098904,2.1228755,4.6170764,-0.79252785,0.9848581,0.91335976,1.8571428,36.61905,252.79683,0.000569787,1781.6508,0.000519632,1631.3446,0.001058382,3290.0254,0.017687095,6.2517867,-0.006614101,0.31771117,13.024931,45.10242,841.45966,963159
56,baigurang,3906,373170.4446,2381785.177,0.083999999,0.084299996,0.0836,0.065800004,0.035300002,0.219099998,0.361999989,0.391499996,46.770084,53.9693,-5.15E-19,93.54017,187.10158,5.124385,2.3805625,10.541432,-0.5464974,0.9814608,0.93029994,1.51227,18.435583,272.39877,0.000455473,2390.086,0.000423695,2219.2334,0.000696678,3610.5706,0.007880542,7.6060553,0.013589346,0.27719548,28.775623,2110.7637,79999.52,3191653.2
57,baigurang,3907,373214.482,2381727.608,0.085600004,0.081500001,0.075000003,0.055100001,0.028899999,0.166299999,0.280900002,0.259600013,45.027702,27.375963,-4.41E-18,90.055405,70.972,4.803839,2.420894,14.318076,-0.6754203,0.9890086,0.95132744,1.1946902,22.734512,297.85547,0.000478406,2198.3745,0.000454648,2095.795,0.000573442,2608.693,0.00751222,7.5645022,0.010821412,0.24216649,38.531857,510.8743,14601.241,2325206.8
58,baigurang,3909,373233.0147,2381714.716,0.079999998,0.079700001,0.079300001,0.057500001,0.031300001,0.212300003,0.3671,0.34830001,41.632965,5.509329,3.76E-18,83.26593,12.810168,3.6189551,1.9684113,3.2438307,-0.82685804,0.9828953,0.9304711,1.3465046,43.07903,274.1307,0.0005505,1840.4863,0.000512716,1711.912,0.000741366,2472.5835,0.021734793,5.984926,0.029511554,0.32723463,9.227147,71.46782,1235.796,890665.1
