,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8,win19advancedB1,win19advancedB2,win19advancedB3,win19advancedB4,win19advancedB5,win19advancedB6,win19advancedB7,win19advancedB8,win19advancedB9,win19advancedB10,win19higherB1,win19higherB2,win19higherB3,win19higherB4,win19higherB5,win19higherB6,win19higherB7,win19higherB8,win19higherB9,win19higherB10,win19simpleB1,win19simpleB2,win19simpleB3,win19simpleB4,win19simpleB5,win19simpleB6,win19simpleB7,win19simpleB8
1362,honghailan,637,375137.9842,2381844.541,0.071281701,0.071359791,0.049282853,0.036090013,0.012767538,0.130062133,0.278678536,0.265548468,44.57202,20.009356,1.08E-18,89.14404,55.89615,4.523718,2.2532976,9.367755,-0.63836896,0.9825196,0.9054679,1.9009584,28.70607,245.12779,0.000495922,2111.1501,0.000450515,1910.4548,0.000914946,4065.5208,0.014917012,6.93771,0.019828241,0.33671495,24.141273,-513.37085,16151.609,1519729.9
1363,honghailan,639,375134.0948,2381836.326,0.072068214,0.069575727,0.046370469,0.036675479,0.007982194,0.136866629,0.293985009,0.296671301,43.303326,20.754255,2.83E-18,86.60665,67.507324,4.6992784,2.113909,6.0125937,-0.5697978,0.97600585,0.88231564,2.0460527,24.947369,224.26973,0.000513757,2029.2566,0.000450354,1800.6345,0.001042,4174.76,0.012967979,6.9762316,0.030179307,0.36431676,15.509695,-400.65347,15525.546,1791072.4
1364,honghailan,640,375134.1345,2381834.897,0.073683053,0.070467852,0.054971755,0.034882464,0.010363894,0.151191935,0.307181835,0.296671301,42.98338,21.974792,1.41E-18,85.96676,71.62216,4.7139187,2.1142728,6.363188,-0.5784827,0.9743829,0.88231564,2.0460527,23.611841,224.26973,0.00052381,1994.8422,0.00045973,1769.4718,0.001054764,4127.339,0.012492231,6.98637,0.028652996,0.36549523,16.277008,-337.91577,17157.863,1894064.9
1365,honghailan,641,375132.1501,2381834.5,0.071281701,0.068656221,0.051373579,0.031992812,0.010363894,0.14736183,0.317394882,0.321850359,43.048477,20.724796,1.04E-18,86.096954,66.785614,4.6974893,2.123179,6.248097,-0.5900471,0.9770481,0.884166,2.0756578,23.453947,225.47368,0.000520633,2003.4243,0.000457802,1781.9698,0.001065917,4188.1646,0.012077869,7.0314436,0.029493604,0.35703757,16.113573,-263.11862,15648.127,1901590.6
1366,honghailan,643,375129.7292,2381836.247,0.069685027,0.068656221,0.048487738,0.030776486,0.008768845,0.143688485,0.315180987,0.327860296,43.40166,18.536728,1.13E-18,86.80332,59.099823,4.7099056,2.1190963,5.792244,-0.66903085,0.9807417,0.8870048,2.0622952,24.540983,227.89836,0.0005131,2025.6132,0.000454026,1803.9183,0.001042389,4207.0557,0.012254356,7.0267673,0.032051377,0.3606304,15.0470915,-44.315765,14391.644,1815237.1
1367,honghailan,644,375129.6895,2381834.937,0.070474342,0.068656221,0.048487738,0.034882464,0.007169879,0.145878181,0.299880296,0.302649945,43.26454,19.230572,-8.17E-19,86.52908,61.04694,4.7057962,2.1244698,6.151267,-0.65318865,0.9788726,0.884166,2.0756578,24.098684,225.47368,0.00051651,2011.9375,0.000455686,1785.8351,0.001053765,4215.2695,0.011935912,7.016673,0.030536626,0.35793072,15.875346,22.719217,16206.102,1875425.4
1368,honghailan,645,375128.1814,2381834.977,0.070474342,0.068656221,0.048487738,0.034882464,0.007169879,0.145878181,0.299880296,0.302649945,43.26454,19.230572,-8.17E-19,86.52908,61.04694,4.7057962,2.1244698,6.151267,-0.65318865,0.9788726,0.884166,2.0756578,24.098684,225.47368,0.00051651,2011.9375,0.000455686,1785.8351,0.001053765,4215.2695,0.011935912,7.016673,0.030536626,0.35793072,15.875346,22.719217,16206.102,1875425.4
1369,honghailan,647,375128.102,2381838.429,0.071281701,0.070467852,0.052063845,0.030776486,0.011172397,0.148171157,0.3093943,0.307460159,43.53324,18.872164,3.62E-19,87.06648,57.884777,4.705644,2.139426,6.910362,-0.65414894,0.9805347,0.8926269,2.0358307,24.30293,232.79805,0.000514189,2025.0131,0.000458978,1810.7968,0.001026122,4168.1074,0.012419334,7.030195,0.028274555,0.3590927,17.603878,-49.273712,13787.751,1802619.5
1370,honghailan,648,375130.4039,2381838.469,0.071281701,0.070467852,0.051373579,0.034882464,0.011172397,0.138374358,0.295481473,0.28104195,43.5554,19.316183,9.99E-19,87.1108,59.367226,4.7037926,2.1480412,6.995728,-0.62960374,0.98019505,0.8954106,2.0227273,24.545454,235.27272,0.00051465,2026.6688,0.000461325,1815.5247,0.001018089,4153.299,0.012496067,7.0348415,0.027786156,0.3524655,17.897507,-202.16776,12885.186,1795459.4
1371,honghailan,650,375206.173,2381680.684,0.073683053,0.069575727,0.050662398,0.033774663,0.007169879,0.152677253,0.329778612,0.319446921,41.700832,29.824625,-7.89E-19,82.7036,167.0562,5.0572295,2.3007002,8.704468,-0.6252545,0.9864932,0.93404895,1.4878049,18.993902,276.31097,0.000582179,1842.7592,0.000544591,1721.9086,0.000868765,2713.7378,0.007078675,7.7053523,0.019917287,0.2545587,24.216066,-50.01455,23531.867,2424669
1372,honghailan,651,375205.9349,2381678.541,0.072894335,0.067762442,0.051373579,0.031992812,0.006379032,0.144389734,0.312972009,0.278640836,41.81579,29.55748,7.28E-19,82.93352,166.41109,5.021016,2.2948043,8.729447,-0.64106095,0.9864434,0.93652904,1.4772036,19.56535,278.98175,0.000580019,1849.7052,0.000543723,1733.6353,0.000861025,2700.383,0.007400956,7.6791663,0.020031821,0.26028204,24.113573,-129.84633,23611.096,2361230.2
1373,honghailan,652,375204.0828,2381678.594,0.072894335,0.064992696,0.051373579,0.030776486,0.011172397,0.141368985,0.288172573,0.283446878,41.426594,30.297243,6.01E-19,81.81164,205.88696,5.01096,2.253708,7.7671366,-0.62194204,0.9853741,0.93652904,1.4772036,19.55927,278.98175,0.000590404,1823.2462,0.000554109,1707.1763,0.00087141,2673.924,0.007366426,7.686852,0.021279238,0.26467627,21.529085,-112.26575,25250.016,2363635.8
1374,honghailan,653,375204.0563,2381676.822,0.070474342,0.06686645,0.047083076,0.033774663,0.007169879,0.130062133,0.272089034,0.277438968,41.534626,29.93855,3.30E-19,82.0277,204.66959,4.969009,2.2592876,7.864266,-0.6262598,0.985466,0.9318682,1.4359756,19.792683,274.64026,0.000587046,1832.7927,0.000547129,1710.0625,0.000836228,2632.814,0.007838338,7.6520944,0.021262197,0.26892784,21.761772,-179.39766,25169.26,2270292.5
1375,honghailan,655,375206.173,2381668.355,0.069685027,0.068656221,0.050662398,0.035486951,0.009578659,0.151191935,0.335675597,0.301448107,41.94183,25.678057,1.05E-19,83.18559,154.86029,4.779052,2.2423294,7.496098,-0.6108319,0.9827775,0.92524004,1.5339506,21.80247,267.10495,0.000574478,1860.7809,0.000533345,1719.6686,0.000852114,2913.6328,0.009979205,7.3282824,0.02339949,0.28772888,20.498615,-378.62192,18754.174,1940630.6
1376,honghailan,656,375206.1201,2381666.926,0.072894335,0.070467852,0.052063845,0.038483758,0.009578659,0.159478903,0.321079671,0.323050767,41.749306,23.794495,1.36E-19,82.80055,147.36188,4.6911287,2.2321086,7.259722,-0.6050046,0.98332757,0.92524004,1.5339506,22.382715,267.10495,0.000580368,1835.895,0.000539548,1694.0513,0.00085675,2891.6729,0.01030916,7.2771964,0.024430288,0.28460386,19.925207,-438.8677,14952.118,1845989
1377,honghailan,657,375207.9457,2381666.794,0.069685027,0.070467852,0.052063845,0.037278842,0.012767538,0.163281769,0.335675597,0.327860296,42.333794,22.759771,1.89E-18,84.14404,124.527725,4.6990733,2.2657466,7.9712577,-0.68446565,0.98607457,0.9201173,1.5559006,22.751553,261.86957,0.00056043,1892.6646,0.000517258,1739.3723,0.000846924,2997.2703,0.010416587,7.3036437,0.02279018,0.2776871,21.908587,-401.66693,15161.357,1797234.5
1378,honghailan,658,375208.2632,2381668.593,0.072068214,0.071359791,0.045677975,0.034882464,0.009578659,0.143688485,0.288172573,0.284646511,42.49723,23.986834,1.33E-18,84.47092,129.27962,4.761471,2.2740433,8.182167,-0.68965524,0.9862518,0.9201173,1.5559006,22.484472,261.86957,0.000554762,1915.823,0.000511274,1763.2667,0.000842517,3017.4844,0.010086632,7.35473,0.022217482,0.28101423,22.407202,-373.9578,17356.906,1867338.4
1379,honghailan,660,375210.0095,2381666.9,0.072068214,0.06686645,0.049282853,0.032581948,0.0047779,0.156484619,0.350966275,0.351858884,42.842106,20.947369,2.22E-18,85.16067,119.05452,4.686525,2.2532222,7.7337112,-0.6828008,0.98682964,0.92524004,1.5339506,24.30247,267.10495,0.000545186,1936.1327,0.000505956,1789.6223,0.000815208,3010.5771,0.010804092,7.2741117,0.023585264,0.28187612,21.196676,-297.66174,14516.273,1756763.8
1380,honghailan,661,375212.1526,2381666.82,0.070474342,0.069575727,0.047775641,0.034277223,0.006379032,0.152677253,0.345865101,0.3494519,43.353184,19.109331,-3.05E-19,86.53185,74.553696,4.666366,2.246002,7.691625,-0.7170952,0.9871068,0.92268664,1.5448916,24.609907,264.4799,0.000529568,1979.6749,0.000489872,1826.1885,0.000801804,3083.5356,0.010892335,7.246922,0.023409564,0.27803147,21.121883,-95.309,12333.408,1745972.8
1381,honghailan,662,375212.0467,2381668.514,0.069685027,0.068656221,0.048487738,0.034277223,0.007982194,0.158669814,0.350966275,0.345875442,43.487534,19.205523,1.73E-18,86.80055,73.95468,4.697553,2.263137,8.083102,-0.71665,0.9877792,0.92524004,1.5339506,24.71605,267.10495,0.000525222,1995.6882,0.000487121,1846.407,0.000790727,3081.216,0.010589237,7.275551,0.021975745,0.2759414,22.199446,-104.80383,11613.099,1772169.8
1382,honghailan,663,375214.2428,2381666.635,0.070474342,0.069575727,0.052774668,0.035486951,0.012767538,0.156484619,0.329778612,0.323050767,43.84903,17.934273,-7.72E-19,87.69806,51.429607,4.6590133,2.2298071,7.386724,-0.70163566,0.9873367,0.92524004,1.5339506,25.876543,267.10495,0.000513176,2028.2161,0.000475592,1877.0807,0.000776611,3121.1604,0.010827111,7.239685,0.02419033,0.27836335,20.30748,43.701992,10462.61,1771888.8
1383,honghailan,664,375215.8568,2381666.556,0.070474342,0.069575727,0.052774668,0.035486951,0.012767538,0.156484619,0.329778612,0.323050767,43.84903,17.934273,-7.72E-19,87.69806,51.429607,4.6590133,2.2298071,7.386724,-0.70163566,0.9873367,0.92524004,1.5339506,25.876543,267.10495,0.000513176,2028.2161,0.000475592,1877.0807,0.000776611,3121.1604,0.010827111,7.239685,0.02419033,0.27836335,20.30748,43.701992,10462.61,1771888.8
1384,honghailan,665,375216.2007,2381668.619,0.072068214,0.070467852,0.053486176,0.036090013,0.013577576,0.151191935,0.30206719,0.296671301,44.344875,17.757792,-1.49E-19,88.68975,51.604576,4.7139916,2.2228503,7.064788,-0.7001449,0.9867527,0.926047,1.4953846,26.23077,268.23077,0.000495785,2089.16,0.000458956,1938.601,0.000740185,3101.8308,0.010278466,7.252663,0.025510613,0.28342906,19.426592,49.695065,10262.983,1878629.5
1385,honghailan,666,375216.1743,2381676.504,0.072875328,0.068656221,0.051373579,0.035486951,0.007982194,0.145178452,0.304973155,0.296671301,43.943214,19.056332,6.03E-19,87.88643,52.63253,4.76046,2.292427,8.549415,-0.7003815,0.9888683,0.93435496,1.4255319,24.74468,277.29788,0.000511133,2036.7994,0.000476316,1909.0417,0.000739645,2855.991,0.008966322,7.440199,0.019991897,0.2671,23.592798,0.13664848,9689.321,1972512.8
1386,honghailan,667,375214.2163,2381676.504,0.070474342,0.070467852,0.047083076,0.031384856,0.007169879,0.127790451,0.281584263,0.258367956,43.585873,19.766172,1.90E-18,87.171745,53.87078,4.7729306,2.3071105,9.1163,-0.70353943,0.98910826,0.93435496,1.4255319,23.668694,277.29788,0.000523896,1997.2158,0.000489078,1869.4583,0.000752408,2816.4072,0.009016198,7.458794,0.018349605,0.25898612,25.193905,36.29974,10084.735,1933982.8
1387,honghailan,668,375214.0576,2381678.303,0.073683053,0.069575727,0.046370469,0.033774663,0.007982194,0.144389734,0.306382596,0.284646511,43.325485,21.286026,9.28E-19,86.65097,60.443275,4.863116,2.2973797,8.900701,-0.6861799,0.9891269,0.93404895,1.4878049,22.530487,276.31097,0.000531024,1976.247,0.000495645,1849.1151,0.000808779,2872.3506,0.008375473,7.518869,0.019721279,0.25339046,24.70083,24.972042,11617.605,2037573
1388,honghailan,669,375212.3907,2381678.568,0.072068214,0.072360136,0.054280721,0.038483758,0.011172397,0.161773086,0.302760363,0.314672261,42.907204,23.624353,1.15E-18,85.63989,88.08085,4.9303684,2.3073573,9.149625,-0.70240694,0.9890764,0.93155366,1.4984709,20.993883,273.65445,0.000545665,1939.9817,0.000508408,1809.4885,0.000831348,2850.7156,0.007991805,7.5970216,0.019624459,0.25270894,25.34349,-14.312339,14964.458,2123749
1389,honghailan,671,375218.2645,2381678.33,0.071281701,0.068656221,0.054280721,0.039087087,0.013577576,0.130062133,0.286677986,0.263148457,43.99446,21.68141,-4.00E-19,87.98892,63.75611,4.9069114,2.278715,8.302345,-0.68452245,0.9887942,0.9290431,1.5092025,22.785276,271.01227,0.000510433,2048.184,0.000472882,1909.4525,0.000797707,2993.0645,0.007849848,7.5667377,0.021691134,0.26487833,22.969528,-36.102287,12559.229,2217208.8
1390,honghailan,672,375218.1057,2381676.795,0.072068214,0.073252775,0.055683188,0.037881423,0.011172397,0.175283656,0.334875673,0.326658905,44.224377,19.844393,3.39E-20,88.44875,56.13657,4.813302,2.2887425,8.447955,-0.6978266,0.9886569,0.9293663,1.4464831,23.770641,271.99695,0.000503853,2068.2783,0.000466875,1928.9526,0.000741554,2935.627,0.008379309,7.494222,0.020883432,0.2721446,23.240997,0.95568764,10489.745,2117300
1391,honghailan,673,375216.0155,2381674.493,0.071281701,0.068656221,0.052774668,0.036675479,0.011172397,0.154974625,0.313772261,0.289456457,44.202217,18.083763,-3.25E-19,88.404434,48.606518,4.7166357,2.2947705,8.592276,-0.70733356,0.9897097,0.9318682,1.4359756,25.524391,274.64026,0.000505592,2054.445,0.000470934,1918.1206,0.000724213,2933.8477,0.009280929,7.427388,0.01901856,0.2653282,23.728533,69.292145,8179.483,1909975.2
1392,honghailan,674,375213.8724,2381674.546,0.072068214,0.068656221,0.048487738,0.031384856,0.007982194,0.145878181,0.312277764,0.300244331,43.854572,18.708767,-4.34E-19,87.709145,49.419556,4.7120714,2.3132503,9.196026,-0.7196587,0.98992777,0.9318682,1.4359756,24.59756,274.64026,0.000518172,2014.811,0.000483513,1878.4865,0.000736793,2894.2134,0.00941905,7.4350533,0.017144864,0.25948575,25.415512,91.40455,8634.367,1864142
1393,honghailan,675,375212.232,2381674.705,0.072894335,0.068656221,0.051373579,0.034882464,0.007169879,0.155674577,0.331992149,0.324253738,43.407204,20.9533,1.15E-18,86.63989,77.022675,4.788195,2.3230016,9.432709,-0.7373247,0.9898506,0.9293663,1.4464831,23.04893,271.99695,0.000533414,1974.8318,0.00049688,1835.1179,0.000759782,2868.8135,0.009089096,7.5014634,0.018039461,0.25744393,26.066483,-5.7717505,12399.998,1912932.5
1394,honghailan,676,375204.4109,2381656.65,0.072894335,0.070467852,0.057083193,0.036675479,0.013577576,0.170086354,0.367771804,0.357870221,41.92105,25.94252,-1.66E-18,83.14958,157.67845,4.8351283,2.1921566,6.725541,-0.6009806,0.9816558,0.9246549,1.404908,21.93865,267.74847,0.000582359,1837.2577,0.00054143,1693.1392,0.000795048,2632.865,0.009741331,7.363439,0.024842752,0.28185332,18.445984,-418.2802,19224.707,2000059.5
1395,honghailan,677,375204.0404,2381654.533,0.072875328,0.070467852,0.053486176,0.031384856,0.009578659,0.155674577,0.344368786,0.341062367,42.317173,27.202724,-2.24E-19,84.11634,145.68175,4.9303837,2.1778984,6.608277,-0.63502955,0.981317,0.9271789,1.3944954,20.74312,270.36392,0.000571481,1875.7217,0.000531966,1736.076,0.000778363,2652.7676,0.008843548,7.4397945,0.024432085,0.27170944,18.246538,-332.48993,22785.102,2183536.2
1396,honghailan,678,375206.3688,2381654.48,0.072068214,0.075091243,0.053486176,0.040277503,0.012767538,0.160963416,0.303476244,0.29426533,42.86288,24.636324,-9.96E-19,85.55125,96.712746,4.888825,2.2141387,7.54168,-0.62934387,0.9835123,0.9296875,1.3841463,21.963415,272.9939,0.000554594,1915.5,0.000517466,1778.4226,0.000751779,2681.6067,0.008993179,7.4396276,0.023514448,0.26673096,20.728533,-296.9473,19063.795,2127291
1397,honghailan,679,375208.0621,2381654.48,0.072875328,0.071359791,0.054971755,0.038483758,0.013577576,0.152677253,0.298385382,0.283446878,43.403046,23.265532,-1.32E-18,86.80609,72.42223,4.9026403,2.2174752,7.4600043,-0.65535295,0.98562694,0.9271789,1.3944954,22.577982,270.36392,0.000534194,1975.8807,0.000495768,1833.9438,0.000736721,2762.0918,0.009039219,7.452379,0.0239164,0.26405543,20.639889,-207.61412,17602.402,2104649.8
1398,honghailan,680,375208.168,2381656.703,0.072875328,0.071359791,0.05779399,0.039087087,0.015177934,0.151191935,0.312972009,0.296671301,43.01108,22.318438,1.68E-18,85.84765,87.159615,4.798981,2.2356956,7.6639605,-0.65978235,0.9857998,0.9246549,1.404908,23.74233,267.74847,0.000545927,1933.1411,0.00050609,1786.7244,0.000754248,2737.9417,0.010075122,7.361982,0.023612432,0.27170834,21.113573,-279.27936,15973.868,1912460
1399,honghailan,682,375207.7446,2381660.513,0.076071538,0.073252775,0.054971755,0.037881423,0.011172397,0.168487966,0.357583404,0.353059143,41.914127,22.560493,-1.12E-18,83.130196,142.19081,4.6305656,2.2249267,7.5293927,-0.62287456,0.9841414,0.9263804,1.4325154,23.607363,269.23312,0.000577921,1837.2239,0.000538811,1694.9614,0.000800378,2695.2883,0.010838621,7.2422314,0.024068419,0.27471325,20.620499,-479.2315,14097.856,1770595.9
1400,honghailan,683,375206.1571,2381660.777,0.076071538,0.073252775,0.054971755,0.037881423,0.011172397,0.168487966,0.357583404,0.353059143,41.914127,22.560493,-1.12E-18,83.130196,142.19081,4.6305656,2.2249267,7.5293927,-0.62287456,0.9841414,0.9263804,1.4325154,23.607363,269.23312,0.000577921,1837.2239,0.000538811,1694.9614,0.000800378,2695.2883,0.010838621,7.2422314,0.024068419,0.27471325,20.620499,-479.2315,14097.856,1770595.9
1401,honghailan,686,375196.3675,2381650.511,0.072894335,0.071359791,0.054971755,0.038483758,0.012767538,0.149681538,0.332793653,0.320648044,41.487534,32.72076,-1.77E-18,82.28255,187.20549,4.883251,2.111503,5.396122,-0.5705511,0.9766833,0.9187307,1.4643962,20.095976,261.41486,0.000599968,1805.0433,0.000554909,1649.4601,0.000844746,2728.7925,0.008816691,7.308909,0.023635447,0.297229,14.831025,-316.35898,25454.63,2227450
1402,honghailan,687,375194.145,2381650.564,0.076071538,0.072360136,0.053486176,0.039087087,0.014365053,0.163281769,0.307181835,0.311062187,40.96676,32.411636,-1.11E-18,81.241,184.91422,4.7791333,2.1067026,5.249177,-0.547573,0.9772889,0.9161491,1.4751552,20.590061,258.8385,0.00061432,1759.2112,0.000566408,1602.1083,0.000870711,2689.975,0.008950975,7.244352,0.023978762,0.29859272,14.443213,-256.1974,21740.19,2142238.2
1403,honghailan,688,375194.3567,2381646.86,0.071281701,0.069575727,0.052063845,0.034882464,0.011172397,0.117270462,0.255280197,0.20076412,41.445984,31.817719,-8.90E-19,82.37396,166.6053,4.758314,2.1180937,5.0628986,-0.56453174,0.9779335,0.91007054,1.5360502,20.178684,252.57994,0.00060013,1798.0784,0.000550554,1624.7161,0.000892578,2839.9248,0.008947139,7.2413635,0.024525486,0.3055672,13.977839,-371.62122,21540.193,2159380.5
1404,honghailan,689,375195.9442,2381646.754,0.075261965,0.069575727,0.051373579,0.035486951,0.010363894,0.145178452,0.294787288,0.299041837,41.987534,32.056633,-2.67E-18,83.45706,168.26477,4.87175,2.1246161,5.213943,-0.588552,0.9776715,0.9161491,1.4751552,19.695652,258.8385,0.00058625,1845.1553,0.000541528,1679.6674,0.000829886,2809.4597,0.008674734,7.3133154,0.02419025,0.30276078,14.396122,-429.79382,25150.746,2254940
1405,honghailan,690,375210.0002,2381672.359,0.073683053,0.069575727,0.051373579,0.033774663,0.007169879,0.154165596,0.336369693,0.344670117,43.108032,22.858135,1.04E-18,85.69252,123.04396,4.791141,2.31751,9.228114,-0.7178357,0.9889514,0.9318682,1.4359756,22.841463,274.64026,0.000542384,1954.372,0.000507453,1818.0588,0.000762098,2833.7288,0.00934999,7.4646497,0.019434726,0.26648623,25.407202,-181.93787,16787.887,1892005.5
1406,honghailan,692,375207.9166,2381670.408,0.072875328,0.067762442,0.047083076,0.031992812,0.010363894,0.144389734,0.288888991,0.278640836,42.646816,24.862795,2.77E-18,84.77008,132.7477,4.8083787,2.280338,8.249824,-0.69227505,0.9861743,0.9183704,1.5279503,22.136646,260.41614,0.00055297,1925.6553,0.000508826,1768.5082,0.00082684,2971.7515,0.009737494,7.409461,0.021814272,0.27499118,22.756233,-320.48788,19539.855,1910054.5
1407,honghailan,693,375208.1812,2381672.359,0.069685027,0.06686645,0.052774668,0.035486951,0.011172397,0.158669814,0.336369693,0.324253738,42.66759,25.781471,2.66E-18,84.81164,133.94789,4.8490415,2.3168936,9.182258,-0.7002901,0.9873354,0.9243162,1.4676923,21.08,266.75385,0.000555342,1921.1661,0.000514643,1774.7864,0.000798864,2843.8738,0.008973995,7.507879,0.019775333,0.26783666,25.274239,-263.45358,20458.613,1996255.8
1408,honghailan,694,375188.2845,2381602.749,0.076861627,0.073278822,0.054971755,0.042691287,0.015967522,0.111173965,0.201977193,0.146774292,43.743767,31.57008,-1.91E-19,87.48753,110.953445,4.552132,2.1448426,5.503919,-0.55658585,0.9743726,0.9187307,1.4643962,24.386997,261.41486,0.000533199,2022.613,0.000489907,1860.4087,0.000793038,2909.1084,0.011728731,6.9332533,0.023986522,0.29702747,15.32687,-990.4079,26420.775,1855086.6
1409,honghailan,696,375190.2953,2381604.813,0.076071538,0.072360136,0.054280721,0.040881101,0.016780019,0.123962127,0.23627761,0.201966614,44.124653,28.189447,-4.44E-19,88.249306,97.5999,4.4873304,2.16071,5.472027,-0.5720602,0.9753912,0.9161491,1.4751552,26.99379,258.8385,0.000517187,2066.4067,0.000471263,1902.6693,0.000787824,2959.7732,0.012768472,6.863612,0.025936741,0.30970785,15.157895,-1010.4254,25156.709,1723601.6
1410,honghailan,697,375202.0428,2381602.697,0.078484416,0.075091243,0.057083193,0.044987019,0.02247538,0.124772541,0.234083846,0.185183436,46.98892,7.0968304,8.89E-19,93.97784,15.262667,3.911461,2.128811,4.636306,-0.76090384,0.98587406,0.9178241,1.3981482,38.512344,261.15433,0.000435665,2325.6296,0.000399296,2139.4277,0.000613266,3220.611,0.016789313,6.438242,0.010612594,0.3120704,13.124654,-8.963136,985.9583,1324683.2
1411,honghailan,699,375204.3183,2381602.326,0.072894335,0.075985663,0.053486176,0.038483758,0.015967522,0.151191935,0.292574108,0.279839933,47.1205,7.1863112,1.22E-18,94.241,15.623361,3.9278343,2.1284995,4.6464367,-0.76295364,0.986231,0.9144022,1.447205,37.751553,257.43478,0.000434362,2331.8665,0.000397011,2135.0415,0.000630647,3354.1584,0.016163934,6.470502,0.012109453,0.3141684,13.121883,-11.018699,1022.77246,1363494.1
1412,honghailan,700,375202.2016,2381582.535,0.07767231,0.075091243,0.061369512,0.049193237,0.025665063,0.121756896,0.226075292,0.209190354,47.141273,10.25705,3.35E-19,94.28255,27.288588,4.29954,2.150092,4.8739653,-0.7566566,0.9886315,0.9074219,1.440625,30.225,251.04375,0.000434994,2339.847,0.000394317,2126.8955,0.000628959,3350.4531,0.011521551,6.9538536,0.03219597,0.31031597,13.739613,105.6054,3124.9639,1771618.9
1413,honghailan,702,375200.032,2381580.048,0.07767231,0.073252775,0.05779399,0.043779686,0.019284176,0.118781358,0.213659778,0.187592268,46.99723,9.313012,1.13E-18,93.99446,23.473654,4.206344,2.146123,4.8698063,-0.79133826,0.98886317,0.9117991,1.4579439,31.286604,254.89407,0.000436665,2325.9285,0.00039765,2124.2852,0.000640446,3364.9658,0.011939749,6.868654,0.02794597,0.30626738,13.778394,89.02172,2508.711,1698931.9
1414,honghailan,705,375186.0091,2381592.007,0.072894335,0.073252775,0.052774668,0.042088166,0.015177934,0.142068401,0.289584547,0.285850525,43.786705,30.76891,1.76E-18,87.57341,107.25846,4.6287847,2.156103,5.7774725,-0.5622777,0.9762377,0.9255769,1.4707693,23.836924,268.11386,0.000531103,2024.9476,0.00049191,1874.6886,0.00078843,2945.3108,0.011582937,6.9865904,0.024146719,0.30824864,15.817175,-942.9489,25126.047,1890454.1
1415,honghailan,706,375185.9032,2381594.442,0.075261965,0.074197747,0.052063845,0.041485284,0.014365053,0.13988319,0.265479833,0.258367956,43.68421,31.34626,2.20E-18,87.36842,109.71745,4.6196275,2.154464,5.70268,-0.5559267,0.9754073,0.9238461,1.443077,23.836924,266.6123,0.000534926,2014.8923,0.000494928,1860.9208,0.000781053,2866.994,0.011682691,6.973109,0.02392912,0.30774838,15.66759,-926.51056,25217.398,1878294.5
1416,honghailan,707,375192.0416,2381570.73,0.079987995,0.072360136,0.059277024,0.050399177,0.015967522,0.115698785,0.204864696,0.144359812,46.347645,10.761415,-1.86E-18,92.69529,26.20078,4.246457,2.2043405,5.9685717,-0.80066985,0.990159,0.921204,1.3496933,29.153374,264.88956,0.000456369,2249.2393,0.000421226,2070.665,0.000611312,3046.3926,0.01040124,6.9481034,0.020197013,0.28516132,16.844875,-123.84911,4219.9614,1732810.8
1417,honghailan,708,375192.0416,2381568.242,0.076071538,0.074197747,0.057083193,0.042691287,0.020880122,0.13988319,0.289584547,0.293061346,46.411358,10.109179,-1.83E-18,92.822716,24.179096,4.2369504,2.1888318,5.794939,-0.79087996,0.99026096,0.92797256,1.3567073,29.896341,271.5061,0.000452584,2262.5366,0.000420371,2099.6602,0.000611931,3068.9695,0.010646788,6.92295,0.019378249,0.29193354,16.257618,-63.932415,2782.3792,1702254.5
1418,honghailan,6029,371123.6534,2385562.917,0.072899997,0.069600001,0.064999998,0.049800001,0.012,0.287,0.458400011,0.465799987,39.772854,20.989956,-2.11E-18,79.54571,45.638493,4.649992,2.4461346,13.405982,-0.72550154,0.99216455,0.95132744,1.1946902,23.58407,297.85547,0.000617737,1697.4336,0.000586521,1620.0642,0.000742602,2006.9115,0.006207749,7.702113,0.004152022,0.19594213,38.32133,241.73958,7855.2085,1869708.5
1419,honghailan,6030,371141.212,2385549.437,0.073700003,0.071400002,0.062799998,0.0438,0.012,0.262800008,0.391900003,0.487399995,40.306095,26.489408,2.54E-18,80.61219,57.87176,4.837415,2.4891179,16.665918,-0.7146124,0.99267334,0.97359914,1.137931,20.965517,324.76437,0.000608009,1746.615,0.000591626,1703.0847,0.000693747,1972.4597,0.004730627,7.995913,0.003486549,0.15803345,48.085873,260.06427,10080.402,2370053
1420,honghailan,6031,371145.7761,2385554.046,0.074500002,0.072400004,0.076399997,0.0539,0.0265,0.249300003,0.414600015,0.391499996,40.606647,31.751091,4.22E-18,81.213295,70.06808,4.9533935,2.536024,19.764828,-0.6953195,0.99214935,0.96911126,1.1560694,18.83815,319.0578,0.000599687,1787.9653,0.000580945,1734.2037,0.000694978,2055.0347,0.004504263,8.083824,0.003256467,0.14149745,56.936287,394.04922,15923.098,2593787
1421,honghailan,6032,371156.2033,2385516.861,0.070500001,0.069600001,0.0535,0.043200001,0.0144,0.263599992,0.44600001,0.568899989,40.495846,17.438349,2.90E-18,80.99169,44.04148,4.703718,2.3130338,8.778017,-0.7616308,0.9927344,0.9553309,1.2117647,22.641176,302.24118,0.000597268,1744.7677,0.000570351,1667.4448,0.000730468,2096.9412,0.00568596,7.711007,0.015068902,0.21363443,25.711912,-15.215032,4882.5093,2083630.8
