,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23
0,baigurang,253,374967.428021,2381818.59221,3.3423424,2.2036867,0.5394191,0.28088778,31.332775,0.52209944,0.5116598,0.64019334,0.62894374,0.6843923,0.6728395,1.0195394,1.124057,0.28926107,,0.6256965,,262.06158,347.95856,,0.18468732,-0.28088778,0.8203069
1,baigurang,257,375119.519645,2381822.04944,5.9166665,4.175219,0.7108434,0.5281218,47.146656,2.228436,1.9311532,2.4407582,2.1239243,2.5099525,2.186747,1.4776765,1.8694866,0.6717166,65.976074,0.8245483,3719.8853,276.2913,663.7681,65.976074,0.37538525,-0.5281218,1.2389652
2,baigurang,3836,373366.350393,2382041.28532,5.378092,3.2644296,0.6864266,0.48996574,41.24276,1.7427653,1.4558542,1.965702,1.6554703,2.1393354,1.8109405,1.4068674,1.7335625,0.50850666,,0.7962196,2960.451,240.86115,507.1087,,0.3006886,-0.48996574,1.1763923
3,baigurang,3837,373370.279464,2382031.08561,5.121157,3.2534819,0.6732644,0.48001045,39.17103,1.6907963,1.6150753,1.8262668,1.7467337,1.9431231,1.8603015,1.3695256,1.6657217,0.51803845,,0.7809498,2750.5107,240.37523,516.4489,,0.30531085,-0.48001045,1.1532749
4,baigurang,3838,373362.394865,2382023.2407,5.2090397,3.1171663,0.677889,0.46465448,38.924053,1.5073029,1.5469832,1.5209348,1.5608308,1.6679649,1.7101879,1.3825655,1.68916,0.4542914,,0.78631306,,243.68713,486.23355,,0.2737545,-0.46465448,1.1425434
5,baigurang,3840,373349.377339,2382009.22106,5.380863,3.25,0.6865628,0.47152385,40.039032,1.8031915,1.5582525,1.8446809,1.5961165,2.0340426,1.768932,1.4072368,1.734283,0.49223393,,0.79637533,,245.41246,506.8571,,0.29271993,-0.47152385,1.1580867
6,baigurang,3841,373339.245452,2382013.29565,5.828125,3.4599156,0.70709383,0.4871667,41.808323,1.8965142,1.5840622,2.0217865,1.6958212,2.2570806,1.9057337,1.4666097,1.8476843,0.5063482,,0.8201913,2908.4458,244.22617,534.14874,,0.29963723,-0.4871667,1.1942605
7,baigurang,3842,373331.7445,2382005.56451,5.9590645,3.5602837,0.71260506,0.50073636,42.577778,2.026637,1.6814159,2.190899,1.826942,2.4439511,2.0511308,1.482794,1.8798548,0.5368298,,0.8265848,2991.6345,244.78499,556.75006,,0.3143261,-0.50073636,1.2133415
8,baigurang,3844,373310.905875,2382009.30837,6.936575,4.23511,0.7480021,0.5235663,45.830013,2.3122172,1.8538011,2.5,2.0155945,2.6719458,2.1637428,1.5892421,2.1072662,0.61559933,,0.8676455,,249.67093,588.7183,,0.35074455,-0.5235663,1.2715684
9,baigurang,3846,373303.726392,2381964.31986,5.5299807,3.482143,0.6937204,0.48249936,40.307484,1.8402174,1.6182364,1.9445652,1.7144289,2.104348,1.8617234,1.4277701,1.772721,0.5032449,,0.8046775,,239.40063,515.1661,,0.29812264,-0.48249936,1.1762197
10,baigurang,3847,373289.733874,2381948.23051,5.9863634,3.4089553,0.7137281,0.4536424,39.571697,1.8566592,1.5565656,1.9537246,1.6434343,2.0981941,1.7727273,1.4860471,1.8865067,0.48632565,,0.82788146,2558.5378,244.44444,490.71722,,0.28980228,-0.4536424,1.1673704
11,baigurang,3849,373230.817663,2381924.19108,7.1928253,4.0917873,0.755884,0.5334608,45.69192,2.1726458,1.8995901,2.2141256,1.9375,2.439462,2.1434426,1.613544,2.1635752,0.55558723,129.86942,0.876787,,228.22896,539.31506,129.86942,0.32319763,-0.5334608,1.2893448
12,baigurang,3851,373207.796221,2381883.71041,5.546618,3.7260275,0.6944987,0.5019802,41.55982,1.7882736,1.552684,2.0651467,1.8061631,2.213898,1.942346,1.4300336,1.7769694,0.4617689,,0.8055825,,244.58714,517.55896,,0.27753517,-0.5019802,1.196479
13,baigurang,3852,373168.759518,2381844.82585,5.55916,3.517647,0.6950829,0.47381735,40.749886,2.014115,1.6692308,2.131379,1.7730769,2.2062974,1.8394231,1.4317049,1.780167,0.5508043,,0.8062587,,255.25545,568.3499,,0.32094753,-0.47381735,1.1689003
14,baigurang,3853,373145.795579,2381831.73547,4.425532,2.5623376,0.6313726,0.41096663,34.925804,1.3828961,1.3531669,1.4198251,1.3896353,1.5451895,1.5134357,1.25435,1.4706416,0.46654442,41.10058,0.73235387,2444.2673,243.36746,492.3656,41.10058,0.27993858,-0.41096663,1.0423392
15,baigurang,3855,373147.721749,2381855.63269,6.263862,3.5893333,0.7246644,0.5142131,44.665436,1.7595574,1.6098953,2.0181086,1.8544244,2.1126761,1.943863,1.5185782,1.953083,0.5787544,,0.8405753,,250.95435,548.7988,,0.3339815,-0.5142131,1.2388774
16,baigurang,3857,373128.882055,2381863.80198,5.09075,3.55663,0.67163324,0.47584113,39.677555,1.6095334,1.4835907,1.6551725,1.527027,1.8498986,1.7123553,1.3649492,1.6575536,0.4600388,,0.7790588,2855.6755,227.55925,480.91733,,0.27666232,-0.47584113,1.1474744
17,baigurang,3858,373100.975734,2381895.72468,5.730909,3.4570675,0.70286334,0.48925114,42.76506,1.6882865,1.5689176,1.8886738,1.760407,1.9399806,1.8094357,1.4542812,1.8235083,0.5607554,,0.8152862,3086.5588,250.73196,561.22894,,0.32561985,-0.48925114,1.1921145
18,baigurang,3859,373107.907831,2381911.75847,6.3869734,3.9594405,0.7292531,0.51339084,45.28421,2.1189473,1.7639925,2.2368422,1.8684702,2.3189473,1.9412314,1.5323249,1.9820361,0.55574346,,0.8458985,3264.3982,254.58762,587.0943,,0.323271,-0.51339084,1.242644
19,baigurang,3860,373117.882643,2381931.11542,6.487427,4.201717,0.73288554,0.5183341,45.598206,2.0042193,1.6766918,2.2552743,1.900376,2.3776371,2.0093985,1.5432569,2.0054069,0.56418663,,0.85011214,3267.4814,253.11897,579.0895,,0.32722273,-0.5183341,1.2512196
20,baigurang,3861,373215.534417,2381846.67332,5.0846562,3.6263158,0.67130435,0.45753285,39.430202,1.4524794,1.2124883,1.6301653,1.3727865,1.6694214,1.4082013,1.3640219,1.6559129,0.46490782,43.02595,0.7786769,2826.4714,240.58209,444.101,43.02595,0.2791159,-0.45753285,1.1288372
21,baigurang,3862,373213.053943,2381836.15611,5.020478,3.4783146,0.6678004,0.45463535,39.66532,1.4465162,1.2601994,1.6506379,1.448776,1.7693818,1.5584769,1.3542098,1.6385593,0.49808708,46.603443,0.7746134,2889.1873,255.52869,470.18253,46.603443,0.2955975,-0.45463535,1.1224358
22,baigurang,3863,373222.975838,2381841.21627,5.52356,3.7620287,0.6934189,0.47897196,42.39507,1.5211538,1.3515695,1.7557693,1.5704036,1.8346153,1.6439462,1.4269356,1.7710794,0.49732506,,0.80433154,3097.8076,247.73824,505.82785,,0.29522356,-0.47897196,1.1723909
23,baigurang,3864,373221.977034,2381831.1687,5.436077,3.562963,0.6892517,0.4617377,41.783665,1.3231441,1.3272091,1.4043669,1.408574,1.5991267,1.6036745,1.4149573,1.7485919,0.5142075,,0.7994972,,262.2623,506.59332,,0.3034571,-0.4617377,1.1509894
24,baigurang,3865,373207.41963,2381828.75305,4.7250805,3.4963236,0.6506599,0.45567113,38.827557,1.2696123,1.2902639,1.3507664,1.3721565,1.4616772,1.4840764,1.3067361,1.5568432,0.48889437,58.28306,0.7547316,2898.7783,246.67883,484.08643,58.28306,0.29107237,-0.45567113,1.1063311
25,baigurang,3866,373226.509355,2381855.67446,5.1896553,3.8851352,0.67688024,0.478389,40.556366,1.3445122,1.1723164,1.5884147,1.398305,1.6402439,1.4463277,1.3797411,1.6840115,0.35583806,,0.78514606,,238.14407,405.98322,,0.22194375,-0.478389,1.1552693
26,baigurang,3867,373236.956008,2381866.56385,5.457658,3.553218,0.69029015,0.48153582,41.325268,1.2166508,1.2103773,1.4143803,1.4075471,1.577105,1.5698113,1.4179275,1.75416,0.43286872,,0.80070084,,243.19304,438.533,,0.26280436,-0.48153582,1.171826
27,baigurang,3868,373243.07451,2381876.05579,5.255282,3.7012987,0.6802702,0.48544413,40.548897,1.4026369,1.2911025,1.6014199,1.4806577,1.6673428,1.5435203,1.389336,1.701394,0.4694904,,0.7890779,,234.97583,449.06644,,0.28141692,-0.48544413,1.1657144
28,baigurang,3870,373248.432333,2381863.05811,5.877193,3.969657,0.7091837,0.50089604,44.40192,1.5715677,1.3707361,1.8130478,1.5933573,1.9435248,1.7136445,1.4727696,1.8597919,0.531607,,0.8226195,,235.86208,527.5216,,0.3118333,-0.50089604,1.2100798
29,baigurang,3871,373258.684958,2381858.69248,5.8368793,4.438053,0.70746887,0.5087076,43.93148,1.7367896,1.5606344,1.9401795,1.7509328,2.018943,1.8246269,1.4677398,1.8498491,0.55686706,,0.82062984,3219.8623,238.72758,564.33636,,0.32379836,-0.5087076,1.2161765
30,baigurang,3872,373266.986277,2381869.73885,6.2446184,3.9812334,0.723933,0.5076778,44.047024,1.6050583,1.5700576,1.7850194,1.7476008,2.0359921,1.9952016,1.516386,1.9485257,0.49507377,,0.839726,3115.0261,252.13475,528.0,,0.29411766,-0.5076778,1.2316108
31,baigurang,3873,373266.093306,2381883.19956,5.998117,3.8496041,0.71420884,0.5030675,43.537457,1.5416666,1.4330485,1.7529762,1.6353276,1.8194444,1.6989554,1.4875348,1.8893647,0.5299869,93.25469,0.82844657,3165.3442,253.98434,493.11554,93.25469,0.31105807,-0.5030675,1.2172763
32,baigurang,3874,373264.505803,2381897.28865,5.302368,3.6816328,0.682659,0.47020203,40.155205,1.4002079,1.201144,1.5395011,1.3288846,1.6143451,1.3975215,1.3961132,1.7137824,0.4331479,58.9246,0.79184777,2871.7476,240.67036,431.39432,58.9246,0.26294822,-0.47020203,1.152861
33,baigurang,3876,373286.036315,2381908.69883,5.412186,3.7988904,0.6880939,0.4847591,41.15929,1.444,1.332061,1.687,1.5639313,1.761,1.634542,1.4116325,1.7424117,0.52293146,,0.7981532,,242.83224,463.78687,,0.30767068,-0.4847591,1.172853
34,baigurang,3878,373278.564025,2381899.28317,5.484517,3.3765743,0.691573,0.48361665,41.263214,1.4959677,1.3625954,1.640121,1.4990458,1.7520162,1.6049619,1.4216094,1.7610711,0.46219218,,0.8021887,2949.4014,247.50185,477.5259,,0.27774855,-0.48361665,1.1751897
35,baigurang,3879,373191.985571,2381811.83159,5.409171,3.5948386,0.68794715,0.46746412,41.47129,1.1062176,1.1913747,1.3056995,1.3989218,1.439551,1.5381851,1.4112175,1.7416304,0.40886876,116.60226,0.7979836,3055.6572,256.55176,460.95966,116.60226,0.25032562,-0.46746412,1.1554112
36,baigurang,3881,373175.991477,2381799.32339,5.1353636,3.3809524,0.67402095,0.46441495,40.587032,1.1752021,1.181081,1.3018868,1.3081081,1.4618149,1.4684684,1.3716774,1.6695274,0.41480267,61.586777,0.78182983,2995.9495,250.72363,457.43555,61.586777,0.2534319,-0.46441495,1.138436
37,baigurang,3882,373187.011394,2381784.16273,5.5589743,3.889655,0.69507426,0.49723756,43.055347,1.4618216,1.4505495,1.5703772,1.558608,1.8288869,1.8159341,1.4317157,1.7801197,0.43961033,,0.80625254,3176.7224,245.99068,517.79004,,0.26626936,-0.49723756,1.1923119
38,baigurang,3883,373196.457038,2381791.3065,5.716495,3.800525,0.7022256,0.5071348,43.90455,1.6800392,1.5174632,1.7945205,1.625,2.1027398,1.914522,1.4524424,1.8199021,0.5143,,0.8145484,3240.5159,247.63412,533.47345,,0.30350193,-0.5071348,1.2093604
39,baigurang,3884,373199.989233,2381779.20178,6.0035844,3.5723515,0.71443194,0.51618016,44.661995,1.6640776,1.566885,1.9145631,1.808232,2.0592234,1.9476146,1.4882095,1.8906931,0.5270186,,0.8287071,,254.52827,558.34973,,0.30963516,-0.51618016,1.230612
40,baigurang,3885,373208.918938,2381772.25646,6.0019083,3.6948683,0.7143636,0.5004771,43.270626,1.8737373,1.7172875,2.0,1.8366762,2.1747475,2.0019102,1.4879872,1.890286,0.56842184,,0.8286256,,254.51428,578.1496,,0.3291954,-0.5004771,1.2148407
41,baigurang,3886,373191.099215,2381763.168,4.7681417,3.0294118,0.65326786,0.41231978,37.29353,1.4022243,1.3122213,1.5532901,1.4576272,1.6367006,1.5379126,1.3138732,1.5689505,0.52704364,,0.75775355,,255.31767,529.23737,,0.30964717,-0.41231978,1.0655876
42,baigurang,3887,373210.604558,2381787.58468,6.0216217,3.8438761,0.7151655,0.51633394,44.64489,1.8571428,1.6078799,2.0657759,1.7983115,2.2569373,1.9727955,1.4903743,1.8950701,0.58050555,,0.82955796,,251.02034,550.1941,,0.33478895,-0.51633394,1.2314994
43,baigurang,3888,373223.092916,2381794.72845,6.380309,4.152205,0.7290086,0.5219894,45.074905,1.8203592,1.7225434,2.038922,1.933526,2.1387227,2.029865,1.531588,1.9804776,0.5412581,,0.8456146,,245.85995,559.968,,0.31643194,-0.5219894,1.250998
44,baigurang,3889,373224.521669,2381780.75842,6.018622,4.073746,0.7150438,0.5145267,43.898098,1.8236493,1.6737452,2.058104,1.8957529,2.1692152,2.0009654,1.490004,1.8943428,0.5533189,,0.82941556,3148.4866,247.76982,550.44415,,0.32213154,-0.5145267,1.2295705
45,baigurang,3893,373252.567558,2381811.02681,6.7019606,4.4774776,0.74032587,0.5733026,46.399006,2.223913,2.1995685,2.4445653,2.4185545,2.5,2.4735706,1.5657979,2.0545824,0.58435136,,0.858743,,231.13461,580.1696,,0.3365584,-0.5733026,1.3136286
46,baigurang,3894,373248.598801,2381797.05679,6.698225,4.183161,0.74019986,0.5460961,46.24324,2.0670214,1.891675,2.2351065,2.0501504,2.3861701,2.1925778,1.5654124,2.0537345,0.5594188,,0.8585966,,234.59868,582.39233,,0.32499433,-0.5460961,1.2862959
47,baigurang,3896,373389.458839,2381994.34154,4.517516,3.1186635,0.63751805,0.43102145,37.527023,1.1681329,0.96631205,1.2434018,1.0345745,1.43304,1.2065603,1.2709427,1.4974912,0.37170222,48.20002,0.73948675,2788.0605,250.6996,409.18735,48.20002,0.23055242,-0.43102145,1.0685395
48,baigurang,3897,373384.067943,2381985.11418,4.945902,3.3697674,0.6636339,0.45995644,39.96707,1.1261262,1.1146953,1.2918919,1.2795699,1.4234234,1.4103943,1.3425926,1.6182194,0.4380846,,0.7697813,2931.6382,249.4277,445.76224,,0.26548672,-0.45995644,1.1235904
49,baigurang,3898,373392.473772,2381978.5838,5.0351143,3.626506,0.6686061,0.49433622,42.037197,1.4669725,1.4094982,1.6752293,1.6129032,1.7376146,1.6738352,1.3564976,1.6425292,0.49901196,,0.77555174,,230.60892,524.4648,,0.29605103,-0.49433622,1.1629423
50,baigurang,3899,373402.460931,2381979.22035,4.7809386,3.5335689,0.65403545,0.49710467,41.69444,1.4927536,1.4375553,1.705616,1.6457042,1.7146739,1.6545615,1.31605,1.5725355,0.4628198,,0.75865126,3285.4062,234.1499,535.04095,,0.27806482,-0.49710467,1.1511401
51,baigurang,3900,373396.042568,2381968.16515,5.763986,3.684729,0.7043164,0.49084333,43.809383,1.6143668,1.4564831,1.8638941,1.6909413,2.036862,1.8534635,1.4585296,1.8317623,0.515709,,0.8169732,3223.5793,254.56049,552.3057,,0.3041843,-0.49084333,1.1951597
52,baigurang,3901,373387.06021,2381959.67572,5.9065742,4.0786667,0.71042085,0.5046276,44.886005,1.4496056,1.4866548,1.6073619,1.6467972,1.7879053,1.8300712,1.4764067,1.8670117,0.5909897,,0.82405514,3350.3577,256.60403,569.8877,,0.33960047,-0.5046276,1.2150484
53,baigurang,3902,373402.072698,2381937.1755,6.4952197,4.6048265,0.73316324,0.53954226,45.903282,2.1244588,1.8415354,2.4285715,2.1181102,2.3950217,2.0875983,1.5440987,2.0072103,0.57869554,,0.85043466,3343.4421,249.11316,572.7989,,0.33395436,-0.53954226,1.2727056
54,baigurang,3904,373380.985916,2381942.66121,6.6916995,4.200843,0.73997945,0.54400367,46.16428,1.9767687,1.819,2.1974657,2.028,2.3220696,2.146,1.5647411,2.0522525,0.5618201,,0.85834086,,242.3278,563.4498,,0.32611763,-0.54400367,1.2839831
55,baigurang,3905,373409.053854,2381920.19363,6.68714,4.446198,0.7398252,0.5395493,46.81989,1.9822547,1.7418426,2.2390397,1.9779271,2.3830898,2.1103647,1.5642818,2.0512166,0.54130816,,0.858163,,245.90326,571.1539,,0.3164557,-0.5395493,1.2793745
56,baigurang,3906,373170.44463,2381785.17715,3.9172933,2.6911283,0.59327215,0.3919316,33.925625,0.75149447,0.8022847,0.88385993,0.9384886,1.0256191,1.0843586,1.1542122,1.3155793,0.31051216,52.331833,0.688162,2563.3782,229.95328,354.3677,52.331833,0.19677997,-0.3919316,0.9852038
57,baigurang,3907,373214.481968,2381727.60767,5.3089285,3.7864864,0.68298894,0.46597633,40.59621,1.5836654,1.3951985,1.8167331,1.6112651,1.813745,1.6084949,1.3970588,1.715503,0.48714384,,0.7922313,2896.687,252.17108,499.52597,,0.29020712,-0.46597633,1.1489652
58,baigurang,3909,373233.014745,2381714.71582,6.2296295,4.403763,0.72336066,0.5259696,45.197018,1.9647533,1.8172249,2.0765357,1.923445,2.203424,2.0440192,1.5146964,1.94497,0.5248179,,0.839064,,246.96895,555.0066,,0.30857813,-0.5259696,1.2493303
59,baigurang,3910,373228.437444,2381699.68613,5.543321,3.710067,0.6943448,0.48969197,41.805096,1.6201396,1.4980989,1.8265204,1.6948669,1.9710867,1.8326997,1.4295938,1.7761283,0.4460382,,0.8054044,,240.04695,512.29425,,0.2695568,-0.48969197,1.1840369
60,baigurang,3911,373250.424363,2381697.15274,6.8,4.3687153,0.74358976,0.53587246,46.89924,2.0507247,1.8120229,2.241201,1.9875954,2.4223602,2.15458,1.5757511,2.076733,0.5426559,,0.8625294,,250.86769,583.2011,,0.31709516,-0.53587246,1.2794622
61,baigurang,3914,373242.511542,2381675.18523,6.0910716,4.19464,0.7179552,0.5330337,45.24257,2.0145986,1.7824831,2.1637123,1.9201155,2.3733056,2.1135707,1.4986333,1.9118476,0.53297216,123.28501,0.8327944,,241.04092,577.8848,123.28501,0.31248584,-0.5330337,1.2509888
62,baigurang,3916,373258.783449,2381654.67998,6.1967797,4.269553,0.72209793,0.5317267,45.800594,2.283186,1.802644,2.5320797,2.0151086,2.5597346,2.0387158,1.5109433,1.9371588,0.57961965,,0.8376003,3402.353,264.61786,594.5967,,0.3343806,-0.5317267,1.2538247
63,baigurang,3917,373273.137124,2381642.70756,6.673546,4.3536067,0.7393643,0.55463284,47.284645,2.1052632,1.952895,2.2879257,2.1265948,2.4127967,2.2453387,1.5628877,2.0481253,0.56246287,70.55016,0.85762906,3521.3027,256.047,600.85297,70.55016,0.326418,-0.55463284,1.2939972
64,baigurang,3920,373284.280514,2381656.75475,7.214429,4.4788938,0.756526,0.5679442,48.43539,2.4482758,1.923387,2.8335316,2.25,2.979786,2.373992,1.6155754,2.1682658,0.54027236,,0.8775359,,246.13939,595.0655,,0.31596377,-0.5679442,1.3244703
65,baigurang,3921,373334.816032,2381638.23388,6.2602997,4.252101,0.72452927,0.5164436,45.11322,2.0051599,1.7317073,2.241486,1.946529,2.384933,2.0769231,1.5181814,1.95224,0.57931685,279.87585,0.8404193,,254.85875,587.99756,279.87585,0.33424097,-0.5164436,1.2409729
66,baigurang,3922,373342.488964,2381621.82968,6.3566036,4.1702743,0.7281354,0.53275704,45.466213,2.1949615,1.8403116,2.5235488,2.1324246,2.5651698,2.1694255,1.5289745,1.9749261,0.5343993,,0.8446024,,251.7898,589.1469,,0.31316727,-0.53275704,1.2608925
67,baigurang,3924,373359.025455,2381624.8724,6.3445544,3.9727793,0.7276894,0.5235378,44.31742,2.248027,1.8752495,2.4408116,2.0459082,2.714769,2.288423,1.5276206,1.9720993,0.51506996,,0.8440833,3120.6057,251.85065,572.7566,,0.3038749,-0.5235378,1.2512273
68,baigurang,3925,373352.940026,2381643.79015,6.55489,3.9055007,0.7352708,0.5317164,45.23559,2.1287234,1.9292829,2.237234,2.0308764,2.430851,2.2121513,1.5504524,2.0209773,0.497082,61.522118,0.8528781,3243.2417,253.05914,566.9191,61.522118,0.29510427,-0.5317164,1.2669872
69,baigurang,3926,373311.664944,2381561.10769,5.642105,3.5090673,0.6988906,0.49061415,43.00308,1.9926393,1.5896269,2.210305,1.77798,2.3585699,1.9062785,1.4427481,1.8012007,0.53413993,55.007763,0.8106789,3168.79,258.9477,572.5669,55.007763,0.31304348,-0.49061415,1.1895047
70,baigurang,3927,373274.755495,2381597.62026,6.001828,3.7825503,0.7143603,0.50665444,44.209614,2.136463,1.6725582,2.2783842,1.7934884,2.4574237,1.9460465,1.4879917,1.8902665,0.56186354,,0.82862335,,259.90527,565.05023,,0.32613796,-0.50665444,1.2210147
71,baigurang,3928,373330.882552,2381662.5756,7.1306124,4.4404764,0.75401604,0.5494457,47.59269,2.3814774,2.0187008,2.4553473,2.0846457,2.633958,2.2440944,1.6077927,2.1500187,0.56065094,209.02133,0.87462354,,243.2889,591.8173,209.02133,0.32557097,-0.5494457,1.3034618
72,baigurang,3929,373389.485231,2381563.47836,4.926677,3.256351,0.66254276,0.46068454,40.836506,1.3789097,1.2830188,1.4700626,1.3704975,1.6344951,1.5283018,1.3395709,1.612945,0.42223114,,0.76851726,,247.1498,482.96356,,0.25730112,-0.46068454,1.1232274
73,baigurang,3930,373410.228606,2381554.58834,5.336093,3.6911957,0.68434805,0.50889516,42.335655,1.6288952,1.6539562,1.8205855,1.8474737,1.9291785,1.9571021,1.4009542,1.7226133,0.47066155,,0.79381055,,241.2317,544.82434,,0.2820037,-0.50889516,1.1932431
74,baigurang,3931,373393.189406,2381535.74997,6.175373,3.7094595,0.72126883,0.49706015,44.7303,1.6997056,1.4739208,1.955839,1.7086331,2.0520117,1.7967626,1.5084614,1.9320548,0.4988264,,0.8366371,,263.84454,566.72614,,0.29596007,-0.49706015,1.218329
75,baigurang,3932,373373.504366,2381519.98077,5.4920354,3.1836734,0.69193023,0.4647156,41.90607,1.6041471,1.4365079,1.8133836,1.6322751,1.8548539,1.6710758,1.4226457,1.7630017,0.45479798,,0.802604,,268.9703,530.63947,,0.2740113,-0.4647156,1.1566458
76,baigurang,3933,373428.85531,2381537.01997,5.7220216,3.4281878,0.7024705,0.49352178,42.86797,1.9252137,1.5469767,2.2094016,1.7944186,2.3386753,1.9069767,1.4531395,1.8212855,0.4755542,,0.8148307,3111.7952,264.8467,558.4243,,0.2844495,-0.49352178,1.1959922
77,baigurang,3934,373439.015331,2381594.69926,5.6945453,3.8741634,0.7012493,0.49356222,42.55145,1.4329044,1.492467,1.5027573,1.5640302,1.6783088,1.7438794,1.4495846,1.8143998,0.49283004,,0.81341386,,245.36688,491.65936,,0.29301354,-0.49356222,1.1948116
78,baigurang,3935,373440.920334,2381622.21598,5.116585,3.5701754,0.6730201,0.4930522,41.07629,1.5498489,1.3931947,1.7915407,1.6200378,1.9315207,1.7514178,1.3688682,1.6644952,0.42945296,,0.7806698,,246.62685,462.69766,,0.26104206,-0.4930522,1.1660724
79,baigurang,3936,373452.879525,2381675.34442,5.4886956,3.8002682,0.6917716,0.49608913,42.254734,1.2758285,1.1966133,1.4756335,1.3894638,1.6335282,1.5418626,1.4221953,1.7621442,0.4702288,,0.8024207,,237.60939,441.08527,,0.28178695,-0.49608913,1.1878607
80,baigurang,3937,373474.152067,2381654.28354,5.920863,3.8869448,0.7110187,0.5018248,44.10609,1.913914,1.6657509,2.0770772,1.8150183,2.168168,1.8983517,1.4781519,1.8705149,0.5152597,,0.8247474,3219.9724,261.67258,562.8191,,0.3039668,-0.5018248,1.2128435
81,baigurang,3938,373495.42461,2381680.95359,6.521101,3.8835616,0.7340815,0.53288764,46.998417,1.8727634,1.6685134,2.1709743,1.9455217,2.1868787,1.9602954,1.5468847,2.013191,0.49864277,,0.8515013,,246.60529,569.88086,,0.29587,-0.53288764,1.2669691
82,baigurang,3939,373439.544498,2381726.03868,5.1155963,3.3305554,0.6729673,0.4562549,38.85184,1.638412,1.3621517,1.7414163,1.4543709,1.8100859,1.5158502,1.3686844,1.6642301,0.43102455,,0.7806046,2716.1794,238.4155,454.87277,,0.26185346,-0.4562549,1.1292222
83,baigurang,3940,373425.468637,2381763.50376,5.792844,3.7065694,0.7055725,0.5093229,42.37549,1.9283521,1.861,1.9447287,1.877,2.149437,2.077,1.4621731,1.8389395,0.5307755,,0.8184278,2997.7964,238.41505,537.6475,,0.31143552,-0.5093229,1.2148954
84,baigurang,3941,373449.704519,2381776.83879,6.416826,3.8936782,0.73034286,0.52997494,45.486935,2.0556161,1.7177497,2.36205,1.9903007,2.3707743,1.9980601,1.5356013,1.9890049,0.5687847,,0.8471628,3288.5422,244.17665,558.1552,,0.32936412,-0.52997494,1.2603178
85,baigurang,3943,373481.242915,2381745.40622,5.7643676,3.4958563,0.70433307,0.4804428,41.85303,1.928884,1.5350379,2.0492342,1.6392045,2.1739607,1.7471591,1.4585484,1.8318574,0.4643989,,0.8169893,2919.2324,260.24054,529.60834,,0.27885985,-0.4804428,1.1847758
86,baigurang,3944,373507.172133,2381764.56209,4.5761046,3.4791667,0.64132667,0.43901184,37.433926,1.2834008,1.0697248,1.4372469,1.2091743,1.652834,1.4045871,1.2812544,1.5144145,0.46221805,74.01476,0.743904,2766.9324,235.7726,430.93686,74.01476,0.27776158,-0.43901184,1.0803385
87,baigurang,3946,373510.66464,2381733.9762,4.6962843,3.25,0.64889395,0.45897114,38.531406,1.4685991,1.3701298,1.6850241,1.5779221,1.6763285,1.5695733,1.3018937,1.548708,0.47253385,,0.7526828,,239.87833,488.71832,,0.28294072,-0.45897114,1.1078651
88,baigurang,3949,373412.29677,2381462.70498,5.6529517,3.5691905,0.69938153,0.47456837,42.650806,1.7520492,1.3854352,1.8739754,1.491119,2.0491803,1.642984,1.4441656,1.803937,0.504622,,0.8112477,3084.9868,266.7414,535.5696,,0.2987952,-0.47456837,1.17395
89,baigurang,3950,373422.45679,2381475.56376,5.348718,3.6346414,0.68497574,0.47143194,41.7442,1.3366426,1.3033807,1.4819494,1.4466193,1.6101083,1.5729537,1.4027349,1.7259103,0.44421792,,0.79453766,3043.2778,255.58366,505.4813,,0.26862746,-0.47143194,1.1564077
90,baigurang,3952,373374.91107,2381417.22301,3.735695,2.4026504,0.57767546,0.38066465,34.05837,0.745827,0.8707317,0.91122913,1.0479674,0.9362671,1.0747968,1.1144164,1.2571173,0.39185506,,0.67007273,,242.121,439.5457,,0.24134228,-0.38066465,0.95834017
91,baigurang,3953,373404.200504,2381408.6505,4.551613,2.767834,0.63974434,0.43321484,37.53288,1.6709108,1.4435484,1.648384,1.4229391,1.6679726,1.4408603,1.2769659,1.5073568,0.4945959,,0.74206895,,247.74974,513.8643,,0.29388264,-0.43321484,1.0729592
92,baigurang,3955,373416.979904,2381409.76175,4.3769364,2.4955187,0.62804097,0.38131452,35.10294,1.434824,1.2467077,1.4643197,1.2739245,1.5566127,1.3590869,1.2454296,1.4563154,0.44149083,,0.72849023,,266.14636,494.97516,,0.26723278,-0.38131452,1.0093554
93,baigurang,3956,373427.933676,2381424.36678,5.0959597,2.8540332,0.67191386,0.47370982,40.432243,1.6301633,1.53284,1.6368876,1.5393155,1.8645533,1.7585568,1.365749,1.6589551,0.46262065,52.355507,0.7793856,2980.2322,249.20483,523.4056,52.355507,0.27796447,-0.47370982,1.1456237
94,baigurang,3957,373423.568043,2381434.12992,5.1530614,3.1524549,0.6749585,0.46270818,40.59863,1.751992,1.4824798,1.8436255,1.5651393,1.9890438,1.6963162,1.3743191,1.6742593,0.4759303,,0.78291726,2967.205,251.60652,538.14935,,0.28463712,-0.46270818,1.1376667
