,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8
6945,water,10913,371124.085844,2384928.63093,0.08479999750852585,0.09529999643564224,0.09929999709129333,0.10080000013113022,0.06589999794960022,0.08179999887943268,0.08649999648332596,0.0
6946,water,10916,371126.235588,2384932.79813,0.08879999816417694,0.10080000013113022,0.10360000282526016,0.10260000079870224,0.0820000022649765,0.06750000268220901,0.04780000075697899,0.0
6947,water,10917,371124.548866,2384932.69891,0.09189999848604202,0.10260000079870224,0.10499999672174454,0.10729999840259552,0.0908999964594841,0.026000000536441803,0.0,0.0
6948,water,10918,371124.81345,2384934.38563,0.08720000088214874,0.09440000355243683,0.10360000282526016,0.10140000283718109,0.0892999991774559,0.06069999933242798,0.025200000032782555,0.0
6949,water,10919,371122.167611,2384932.69891,0.07850000262260437,0.08240000158548355,0.09070000052452087,0.08479999750852585,0.056299999356269836,0.12710000574588776,0.16979999840259552,0.060499999672174454
6950,water,10920,371122.564487,2384936.53537,0.08560000360012054,0.10170000046491623,0.10429999977350235,0.10909999907016754,0.09969999641180038,0.0471000000834465,0.0,0.0
6951,water,10921,371120.679327,2384942.42236,0.08959999680519104,0.10170000046491623,0.10360000282526016,0.10260000079870224,0.0828000009059906,0.05770000070333481,0.039799999445676804,0.0
6952,water,10922,371120.547035,2384944.73747,0.09269999712705612,0.10260000079870224,0.10289999842643738,0.1120000034570694,0.0892999991774559,0.051600001752376556,0.02810000069439411,0.0
6953,water,10924,371116.776715,2384944.80362,0.09040000289678574,0.09160000085830688,0.09790000319480896,0.09839999675750732,0.06589999794960022,0.0892999991774559,0.1281999945640564,0.0
6954,water,10925,371118.298072,2384946.4242,0.08720000088214874,0.09889999777078629,0.09860000014305115,0.10490000247955322,0.0803999975323677,0.06289999932050705,0.034699998795986176,0.0
6955,water,10926,371118.298072,2384948.64009,0.08640000224113464,0.10350000113248825,0.10859999805688858,0.11379999667406082,0.09009999781847,0.04479999840259552,0.0,0.0
6956,water,10927,371112.411081,2384952.34426,0.08959999680519104,0.09619999676942825,0.10289999842643738,0.10080000013113022,0.0835999995470047,0.06440000236034393,0.03539999946951866,0.0
6957,water,10928,371112.278789,2384954.09713,0.08959999680519104,0.09709999710321426,0.10499999672174454,0.10369999706745148,0.0828000009059906,0.06669999659061432,0.051500000059604645,0.0
6958,water,10929,371110.691286,2384953.23723,0.08479999750852585,0.10080000013113022,0.10790000110864639,0.10849999636411667,0.0917000025510788,0.04479999840259552,0.0031999999191612005,0.0
6959,water,10930,371110.327483,2384954.29557,0.08479999750852585,0.10080000013113022,0.10790000110864639,0.10849999636411667,0.0917000025510788,0.04479999840259552,0.0031999999191612005,0.0
6960,water,10931,371102.621478,2384969.17841,0.07930000126361847,0.08609999716281891,0.0949999988079071,0.07940000295639038,0.06589999794960022,0.1111999973654747,0.11720000207424164,0.03290000185370445
6961,water,10932,371102.42304,2384971.0305,0.07930000126361847,0.08609999716281891,0.0949999988079071,0.07940000295639038,0.06589999794960022,0.1111999973654747,0.11720000207424164,0.03290000185370445
6962,water,10934,371100.802464,2384968.25236,0.09350000321865082,0.09889999777078629,0.10499999672174454,0.10849999636411667,0.093299999833107,0.049400001764297485,0.017100000753998756,0.0
6963,water,10936,371096.932925,2384974.76774,0.09430000185966492,0.10440000146627426,0.10360000282526016,0.11379999667406082,0.0892999991774559,0.03280000016093254,0.004699999932199717,0.0
6964,water,10937,371096.370684,2384976.22295,0.09350000321865082,0.10080000013113022,0.10999999940395355,0.11140000075101852,0.09809999912977219,0.05460000038146973,0.0,0.0
6965,water,10938,371098.454282,2384976.09066,0.07930000126361847,0.07689999788999557,0.07999999821186066,0.07410000264644623,0.057100001722574234,0.13539999723434448,0.19470000267028809,0.16120000183582306
6966,water,10940,371086.283425,2384992.56101,0.09430000185966492,0.10080000013113022,0.10140000283718109,0.11320000141859055,0.0917000025510788,0.02669999934732914,0.0,0.0
6967,water,10941,371086.283425,2384994.74382,0.08799999952316284,0.10080000013113022,0.1071000024676323,0.10260000079870224,0.09489999711513519,0.05090000107884407,0.0,0.0
6968,water,10943,371086.382644,2384996.46362,0.08720000088214874,0.08789999783039093,0.08569999784231186,0.07590000331401825,0.06430000066757202,0.10589999705553055,0.11209999769926071,0.05810000002384186
6969,water,10945,372756.359475,2382624.34406,0.10459999740123749,0.10540000349283218,0.11429999768733978,0.1120000034570694,0.09009999781847,0.1006999984383583,0.07050000131130219,0.04610000178217888
6970,water,10947,372760.725109,2382624.47635,0.09989999979734421,0.11640000343322754,0.12219999730587006,0.11140000075101852,0.0940999984741211,0.06669999659061432,0.041200000792741776,0.0
6971,water,10948,372760.592817,2382622.29353,0.10459999740123749,0.1136000007390976,0.12070000171661377,0.11969999969005585,0.0908999964594841,0.07349999994039536,0.0471000000834465,0.0
6972,water,10949,372758.07927,2382622.29353,0.1023000031709671,0.11180000007152557,0.11789999902248383,0.12150000035762787,0.0908999964594841,0.06599999964237213,0.03539999946951866,0.0
6973,water,10950,372756.425621,2382622.55811,0.10939999669790268,0.11729999631643295,0.12999999523162842,0.11969999969005585,0.0892999991774559,0.0681999996304512,0.03680000081658363,0.0
6974,water,10951,372754.30895,2382622.75655,0.10939999669790268,0.11819999665021896,0.125,0.11029999703168869,0.08839999884366989,0.08479999750852585,0.07850000262260437,0.01730000041425228
6975,water,10953,372752.059987,2382624.14562,0.09669999778270721,0.09989999979734421,0.10639999806880951,0.08950000256299973,0.06109999865293503,0.11500000208616257,0.179299995303154,0.042500000447034836
6976,water,10955,372764.429283,2382624.07947,0.1006999984383583,0.10809999704360962,0.11140000075101852,0.10369999706745148,0.07320000231266022,0.11500000208616257,0.12229999899864197,0.15160000324249268
6977,water,10956,372764.098553,2382622.16124,0.11020000278949738,0.1145000010728836,0.12359999865293503,0.12030000239610672,0.10130000114440918,0.06369999796152115,0.0,0.0
6978,water,10957,372761.915736,2382622.42582,0.10700000077486038,0.1136000007390976,0.12430000305175781,0.11800000071525574,0.0908999964594841,0.07429999858140945,0.023000000044703484,0.0
6979,water,10958,373103.87318,2381868.43325,0.09669999778270721,0.09889999777078629,0.10999999940395355,0.10019999742507935,0.07479999959468842,0.11729999631643295,0.164000004529953,0.0940999984741211
6980,water,10960,373107.683188,2381868.592,0.09120000153779984,0.09989999979734421,0.10289999842643738,0.08950000256299973,0.07320000231266022,0.15199999511241913,0.18080000579357147,0.15399999916553497
6981,water,10963,373107.947772,2381866.47533,0.10300000011920929,0.11270000040531158,0.11999999731779099,0.10670000314712524,0.0860000029206276,0.05920000001788139,0.04050000011920929,0.0
6982,water,10965,373103.87318,2381866.3695,0.10459999740123749,0.11729999631643295,0.12639999389648438,0.11620000004768372,0.0820000022649765,0.011599999852478504,0.0,0.0
