,CLASS_NAME,num,x,y,B2,B3,B4,B5,B6,B7,advanced1,advanced5,advanced10,higher3,higher5,higher6,higher7,higher8,simple2,simple4,simple5,simple6,simple7
13,baigurang,3852,373168.7595,2381844.826,0.082400002,0.082800001,0.065200001,0.032099999,0.214599997,0.349599987,47.981995,319.658,0.97392356,22.389261,0.000501204,2198.3289,0.000459666,1776.5614,6.7882094,0.3350129,47.92521,3896.287,185101.9
14,baigurang,3853,373145.7956,2381831.735,0.075999998,0.0836,0.061000001,0.037,0.193399996,0.344399989,48.155125,247.85942,0.9796476,19.414715,0.000472732,2308.592,0.000428385,1933.0327,7.1944366,0.3108657,50.282547,3265.126,135329.14
15,baigurang,3855,373147.7217,2381855.633,0.080600001,0.077100001,0.062799998,0.032900002,0.209999993,0.362699986,42.09141,28.271284,0.98817253,34.214287,0.000541508,1887.5447,0.0005135,1793.9838,6.7605643,0.25379673,18.742382,310.11658,8495.6455
16,baigurang,3857,373128.8821,2381863.802,0.084299996,0.080700003,0.062799998,0.036200002,0.195700005,0.319599986,45.048477,80.57509,0.9877567,22.911505,0.000480824,2182.5576,0.000461094,2087.6316,7.4923487,0.22001536,28.141273,878.50494,28692.076
17,baigurang,3858,373100.9757,2381895.725,0.0788,0.082099997,0.062199999,0.032900002,0.202500001,0.332800001,41.80194,16.88741,0.9892325,33.484848,0.000549285,1856.5728,0.000511731,1735.2789,6.7227435,0.2739792,15.969529,25.302319,1079.0955
18,baigurang,3859,373107.9078,2381911.758,0.081500001,0.0814,0.064000003,0.032099999,0.227400005,0.397799999,40.896122,15.926367,0.98855144,34.80547,0.000572377,1778.1155,0.000532656,1661.6985,6.65791,0.2593069,14.351801,56.331493,1084.0078
19,baigurang,3860,373117.8826,2381931.115,0.083400004,0.086400002,0.065200001,0.037799999,0.197999999,0.366400003,40.657894,20.914127,0.9848716,37.30721,0.000577488,1768.3354,0.000527149,1618.7756,6.311865,0.28080338,15.144044,278.1274,7556.9277
20,baigurang,3861,373215.5344,2381846.673,0.083400004,0.082800001,0.069300003,0.0337,0.146699995,0.229699999,49.32687,211.07954,0.97606426,16.797297,0.000418778,2585.5845,0.000369113,2188.0786,7.2958217,0.3247475,31.883657,1847.6865,86179.71
21,baigurang,3862,373213.0539,2381836.156,0.0779,0.076399997,0.0581,0.031300001,0.188899994,0.340799987,47.79086,183.07434,0.97282875,19.629139,0.000441782,2433.5364,0.000396739,2113.8677,7.101862,0.33510527,24.922438,2478.9697,90285.77
22,baigurang,3863,373222.9758,2381841.216,0.076899998,0.075000003,0.056899998,0.031300001,0.205500007,0.32980001,46.279778,139.7423,0.9753112,23.736841,0.000456373,2330.5427,0.000404309,2036.8085,6.919602,0.3410595,14.426593,2355.4263,73975.22
23,baigurang,3864,373221.977,2381831.169,0.075999998,0.080700003,0.062199999,0.031300001,0.1919,0.294800013,44.145428,58.394627,0.97801405,32.54902,0.000489174,2118.1995,0.000437862,1904.9559,6.3126206,0.34711844,10.180056,1128.6366,32525.62
24,baigurang,3865,373207.4196,2381828.753,0.075999998,0.069300003,0.056899998,0.0241,0.169300005,0.257499993,47.17036,158.69554,0.9765442,22.335484,0.000448551,2376.3162,0.000407305,2086.221,7.0939455,0.30762398,23.254848,2550.8699,87747.43
25,baigurang,3866,373226.5094,2381855.674,0.084299996,0.0836,0.070500001,0.0418,0.189700007,0.288199991,48.663433,192.17017,0.9764999,18.261438,0.000428647,2504.281,0.000387635,2158.1494,7.3354588,0.29173687,26.052631,2081.2607,81410.73
26,baigurang,3867,373236.956,2381866.564,0.084299996,0.073600002,0.0581,0.036200002,0.084100001,0.135499999,47.63712,164.58684,0.9810301,20.70625,0.000437991,2443.4875,0.000403328,2195.1643,7.304944,0.27137813,27.783934,2346.951,81037.23
27,baigurang,3868,373243.0745,2381876.056,0.082400002,0.082099997,0.069300003,0.035300002,0.202500001,0.305000007,48.590027,188.0756,0.9774583,19.231512,0.000425131,2533.955,0.000383485,2216.3733,7.2846136,0.29665062,26.398891,2179.9783,83825.336
28,baigurang,3870,373248.4323,2381863.058,0.0779,0.078599997,0.056299999,0.0265,0.208499998,0.361999989,43.930748,28.861704,0.9870589,32.17647,0.000491838,2087.1982,0.000450793,1932.3151,6.595749,0.29773447,15.085873,294.3884,6503.0146
29,baigurang,3871,373258.685,2381858.692,0.076899998,0.072800003,0.053300001,0.0241,0.187399998,0.337900013,43.01662,11.971194,0.9856596,39.332268,0.000514381,1967.4441,0.000459209,1762.5713,6.158254,0.3578708,9.966759,30.335245,514.1531
30,baigurang,3872,373266.9863,2381869.739,0.073299997,0.059999999,0.0438,0.020099999,0.151999995,0.309399992,44.53601,37.739964,0.9835582,31.038586,0.000482047,2124.6914,0.000429895,1920.3387,6.6297855,0.34841084,13.759003,281.6957,5759.196
31,baigurang,3873,373266.0933,2381883.2,0.085199997,0.080700003,0.062199999,0.038600001,0.189700007,0.293300003,46.163433,76.81837,0.98487216,25.292683,0.000454396,2297.4146,0.000422752,2141.8337,7.1789684,0.2882878,20.271467,994.4756,30601.107
32,baigurang,3874,373264.5058,2381897.289,0.081500001,0.078599997,0.058699999,0.0305,0.201700002,0.351700008,48.75485,163.04768,0.9814042,19.211538,0.000426961,2496.6794,0.000391906,2217.0789,7.4515467,0.27608597,32.883656,1948.1105,73375.31
33,baigurang,3876,373286.0363,2381908.699,0.074199997,0.072099999,0.057500001,0.028899999,0.186700001,0.314500004,45.6482,115.74871,0.9837162,25.978193,0.000466926,2266.3115,0.000429326,2075.741,7.0762067,0.27591342,18.947369,2282.0562,74872.08
34,baigurang,3878,373278.564,2381899.283,0.080600001,0.082800001,0.059799999,0.0297,0.216100007,0.363400012,44.6205,33.302032,0.98879796,29.801224,0.000479494,2144.2048,0.00044422,2006.5874,6.9684963,0.26832286,20.903048,212.2441,4709.1284
35,baigurang,3879,373191.9856,2381811.832,0.075999998,0.077799998,0.056899998,0.028100001,0.185100004,0.34009999,45.990303,79.614586,0.98887074,22.798164,0.000458095,2297.9785,0.000426823,2135.0503,7.58395,0.24342145,40.412743,678.2906,21512.555
36,baigurang,3881,373175.9915,2381799.323,0.082400002,0.079300001,0.060400002,0.036200002,0.192699999,0.335700005,46.426594,126.70144,0.98913074,18.808384,0.000450811,2382.7634,0.000423356,2271.2673,7.902019,0.22388572,43.218838,1192.3536,43816.86
37,baigurang,3882,373187.0114,2381784.163,0.0779,0.072099999,0.055100001,0.024900001,0.185100004,0.287499994,42.668976,51.093548,0.9867031,29.654322,0.000526883,1969.8025,0.000485277,1834.963,6.8313107,0.26031858,22.390581,771.14636,21173.879
38,baigurang,3883,373196.457,2381791.307,0.0779,0.070699997,0.055100001,0.028100001,0.163299993,0.298400015,42.853184,54.406857,0.98491204,33.56269,0.000521569,1991.7432,0.000483001,1868.2554,6.628799,0.29267114,23.434902,803.02637,21246.25
