,CLASS_NAME,num,x,y,B2,B3,B4,B5,B6,B7,B8
838,baigurang,9865,373365.592,2382024.872,0.0779,0.077799998,0.059799999,0.037799999,0.217600003,0.359100014,0.356700003
839,baigurang,9867,373369.8783,2382024.713,0.0788,0.074299999,0.054499999,0.034499999,0.172299996,0.257499993,0.293099999
840,baigurang,9870,373377.4454,2382026.83,0.075099997,0.079999998,0.058699999,0.0297,0.202500001,0.349599987,0.355500013
841,baigurang,9871,373377.8158,2382030.375,0.080600001,0.071400002,0.0557,0.0305,0.194199994,0.34740001,0.325500011
842,baigurang,9872,373375.2758,2382030.957,0.075999998,0.075000003,0.0539,0.031300001,0.171599999,0.329100013,0.278699994
843,baigurang,9873,373375.17,2382032.28,0.075099997,0.072800003,0.0581,0.031300001,0.192699999,0.356099993,0.385500014
844,baigurang,9874,373387.7642,2382040.377,0.090700001,0.088600002,0.085900001,0.059500001,0.097599998,0.120899998,0
845,baigurang,9875,373389.2458,2382036.831,0.090700001,0.078599997,0.0735,0.0482,0.096100003,0.158099994,0.0221
846,baigurang,9876,373387.9758,2382036.355,0.090700001,0.078599997,0.0735,0.0482,0.096100003,0.158099994,0.0221
847,baigurang,9878,373389.14,2382034.503,0.0788,0.072099999,0.0634,0.037,0.108199999,0.237000003,0.145600006
848,baigurang,9879,373390.8863,2382034.397,0.0779,0.072099999,0.0581,0.0297,0.206300005,0.353199989,0.423799992
849,baigurang,9880,373391.5742,2382032.545,0.084299996,0.07,0.0557,0.032900002,0.148200005,0.253800005,0.211600006
850,baigurang,9882,373387.5313,2381994.466,0.0788,0.074299999,0.060400002,0.038600001,0.1708,0.307900012,0.281100005
851,baigurang,9883,373387.6372,2381996.583,0.083400004,0.074299999,0.0616,0.038600001,0.188199997,0.289600015,0.269199997
852,baigurang,9884,373389.5422,2381996.636,0.075099997,0.073600002,0.058699999,0.034499999,0.182099998,0.307200015,0.290699989
853,baigurang,9887,373388.0605,2382000.604,0.0788,0.070699997,0.0581,0.032900002,0.201000005,0.357600003,0.383100003
854,baigurang,9889,373391.6588,2381994.572,0.0788,0.075000003,0.062199999,0.035300002,0.209999993,0.351700008,0.367500007
855,baigurang,9890,373391.7118,2381996.371,0.082400002,0.0757,0.0616,0.036200002,0.1972,0.372200012,0.351900011
856,baigurang,9892,373385.8909,2381986.581,0.080600001,0.078599997,0.059799999,0.028100001,0.199499995,0.343699992,0.345899999
857,baigurang,9893,373383.9859,2381986.634,0.084299996,0.077100001,0.064599998,0.037799999,0.201700002,0.312299997,0.32190001
858,baigurang,9894,373386.2084,2381988.381,0.081500001,0.080700003,0.062799998,0.0418,0.1972,0.345899999,0.324299991
859,baigurang,9895,373383.7742,2381988.486,0.082400002,0.073600002,0.064599998,0.035300002,0.127100006,0.185200006,0.151600003
860,baigurang,9897,373393.7755,2381978.115,0.084299996,0.079300001,0.058699999,0.035300002,0.215299994,0.388300002,0.410600007
861,baigurang,9898,373393.9872,2381979.755,0.085199997,0.074299999,0.0581,0.0265,0.203999996,0.34740001,0.361499995
862,baigurang,9899,373391.5001,2381980.284,0.0779,0.0757,0.0581,0.032900002,0.211500004,0.378800005,0.37470001
863,baigurang,9900,373391.8176,2381976.527,0.081500001,0.076399997,0.059300002,0.0394,0.187399998,0.30430001,0.324299991
864,baigurang,9901,373390.0713,2381976.527,0.081500001,0.076399997,0.059300002,0.0394,0.187399998,0.30430001,0.324299991
865,baigurang,9902,373389.9655,2381974.675,0.0779,0.0757,0.0539,0.028100001,0.205500007,0.372200012,0.372299999
866,baigurang,9903,373391.5001,2381974.411,0.0779,0.0757,0.0539,0.028100001,0.205500007,0.372200012,0.372299999
867,baigurang,9904,373393.5638,2381974.358,0.085199997,0.079999998,0.062199999,0.031300001,0.208499998,0.351700008,0.378300011
868,baigurang,9905,373332.1486,2381934.342,0.0788,0.077799998,0.062799998,0.0337,0.199499995,0.293300003,0.266799986
869,baigurang,9906,373334.0536,2381934.659,0.0779,0.078599997,0.064599998,0.034499999,0.173800007,0.264800012,0.235599995
870,baigurang,9908,373335.5882,2381936.406,0.079700001,0.0814,0.0682,0.040199999,0.182099998,0.289600015,0.251199991
871,baigurang,9910,373333.6303,2381938.628,0.090700001,0.082099997,0.078199998,0.054699998,0.123300001,0.150800005,0.118100002
872,baigurang,9913,373329.9791,2381942.491,0.091600001,0.094999999,0.084200002,0.059500001,0.108199999,0.146400005,0.122900002
873,baigurang,9914,373331.937,2381932.754,0.074199997,0.078599997,0.056299999,0.032099999,0.166999996,0.293300003,0.265599996
874,baigurang,9917,373331.6724,2381930.585,0.080600001,0.07,0.0539,0.025699999,0.182899997,0.334199995,0.283499986
875,baigurang,9918,373333.5774,2381930.797,0.080600001,0.077100001,0.0581,0.025699999,0.213100001,0.324699998,0.325500011
876,baigurang,9919,373333.6832,2381932.543,0.074199997,0.078599997,0.056299999,0.032099999,0.166999996,0.293300003,0.265599996
877,baigurang,9920,373301.531,2381942.523,0.081500001,0.080700003,0.064000003,0.0418,0.141399994,0.181500003,0.173199996
878,baigurang,9921,373303.6477,2381946.28,0.074199997,0.062799998,0.0385,0.020099999,0.094599999,0.215100005,0.121699996
879,baigurang,9922,373301.2135,2381946.65,0.075999998,0.073600002,0.067599997,0.0305,0.211500004,0.312299997,0.408300012
880,baigurang,9923,373299.5202,2381946.756,0.079700001,0.078599997,0.057500001,0.0305,0.193399996,0.353199989,0.318300009
881,baigurang,9924,373299.4672,2381948.291,0.075099997,0.072800003,0.054499999,0.028100001,0.155000001,0.272799999,0.253600001
882,baigurang,9925,373297.5622,2381948.503,0.0788,0.072800003,0.056899998,0.028899999,0.183599994,0.312999994,0.335099995
883,baigurang,9926,373297.5093,2381947.021,0.079700001,0.079999998,0.058699999,0.032099999,0.180600002,0.303499997,0.305099994
884,baigurang,9927,373299.3614,2381950.566,0.075999998,0.073600002,0.062199999,0.028899999,0.207000002,0.332800001,0.34830001
885,baigurang,9928,373301.8485,2381950.619,0.075099997,0.073600002,0.056899998,0.0273,0.1919,0.34009999,0.313499987
886,baigurang,9929,373299.2027,2381952.577,0.082400002,0.078599997,0.059799999,0.0297,0.195700005,0.336400002,0.339899987
887,baigurang,9930,373297.5622,2381952.842,0.0779,0.069300003,0.057500001,0.032900002,0.175300002,0.260399997,0.284700006
888,baigurang,9931,373301.9014,2381964.166,0.080600001,0.092100002,0.074699998,0.042599998,0.244000003,0.397000015,0.379500002
889,baigurang,9932,373301.3722,2381965.912,0.079700001,0.080700003,0.062199999,0.0305,0.194999993,0.340799987,0.312299997
890,baigurang,9933,373299.9435,2381966.335,0.079700001,0.080700003,0.062199999,0.0305,0.194999993,0.340799987,0.312299997
891,baigurang,9935,373299.3614,2381962.525,0.076899998,0.073600002,0.052700002,0.0297,0.192699999,0.321099997,0.306300014
892,baigurang,9937,373303.8593,2381962.631,0.075999998,0.080700003,0.064599998,0.035300002,0.246999994,0.386099994,0.456200004
893,baigurang,9938,373303.3831,2381960.462,0.079700001,0.078599997,0.060400002,0.035300002,0.182099998,0.321099997,0.317099988
894,baigurang,9939,373301.4252,2381960.673,0.081500001,0.078599997,0.061000001,0.032900002,0.196500003,0.325399995,0.359100014
895,baigurang,9940,373299.8377,2381960.409,0.083400004,0.079300001,0.061000001,0.0337,0.203999996,0.337099999,0.372299999
896,baigurang,9941,373305.2881,2381960.62,0.081500001,0.075000003,0.057500001,0.032900002,0.194199994,0.307900012,0.29550001
897,baigurang,9943,373305.4468,2381964.536,0.075999998,0.072099999,0.059799999,0.024900001,0.198699996,0.321099997,0.344700009
898,baigurang,9944,373305.5527,2381966.388,0.082400002,0.072800003,0.058699999,0.037,0.160300002,0.277200013,0.229599997
899,baigurang,9945,373303.3831,2381966.441,0.079700001,0.0814,0.056299999,0.0297,0.203199998,0.339300007,0.361499995
900,baigurang,9948,373205.446,2381882.418,0.0779,0.070699997,0.062199999,0.031300001,0.207800001,0.32980001,0.369899988
901,baigurang,9949,373207.7876,2381882.299,0.084299996,0.0814,0.066399999,0.0337,0.216100007,0.3759,0.363900006
902,baigurang,9950,373209.2561,2381882.577,0.073299997,0.079300001,0.056299999,0.031300001,0.220599994,0.345899999,0.354299992
903,baigurang,9951,373209.8514,2381884.482,0.086999997,0.077100001,0.064599998,0.0305,0.207000002,0.356900007,0.34709999
904,baigurang,9952,373209.6926,2381886.188,0.073299997,0.082800001,0.062799998,0.0273,0.201000005,0.32980001,0.333900005
905,baigurang,9954,373205.4064,2381886.188,0.082400002,0.0836,0.0634,0.0337,0.2183,0.377999991,0.405900002
906,baigurang,9955,373205.2079,2381884.839,0.079700001,0.0757,0.0581,0.0337,0.202500001,0.327600002,0.339899987
907,baigurang,9956,373203.4617,2381884.402,0.081500001,0.076399997,0.056899998,0.036200002,0.193399996,0.355399996,0.359100014
908,baigurang,9957,373203.5014,2381886.109,0.0788,0.077799998,0.062199999,0.032900002,0.222100005,0.357600003,0.361499995
909,baigurang,9958,373203.6204,2381880.275,0.0788,0.070699997,0.056899998,0.024900001,0.215299994,0.409500003,0.456200004
910,baigurang,9959,373169.3568,2381842.995,0.081500001,0.086400002,0.0634,0.0394,0.196500003,0.363400012,0.397500008
911,baigurang,9961,373167.6106,2381844.688,0.080600001,0.0814,0.059799999,0.0305,0.194999993,0.372900009,0.335099995
912,baigurang,9962,373167.6635,2381846.858,0.081500001,0.082800001,0.058699999,0.032099999,0.214599997,0.370700002,0.396299988
913,baigurang,9963,373169.6743,2381846.964,0.079700001,0.075000003,0.057500001,0.0305,0.216800004,0.361200005,0.386700004
914,baigurang,9964,373171.6322,2381846.911,0.083400004,0.086400002,0.067000002,0.028899999,0.224399999,0.378800005,0.432200015
915,baigurang,9965,373169.9389,2381848.551,0.084299996,0.072800003,0.0581,0.036200002,0.209999993,0.33129999,0.32190001
916,baigurang,9966,373165.6526,2381844.794,0.085199997,0.075000003,0.055100001,0.0233,0.211500004,0.350300014,0.439399987
917,baigurang,9968,373165.6526,2381848.339,0.082400002,0.0836,0.064000003,0.036200002,0.231199995,0.377299994,0.42019999
918,baigurang,9969,373215.8759,2381840.132,0.084299996,0.077100001,0.064000003,0.035300002,0.151199996,0.198300004,0.172000006
919,baigurang,9970,373215.8098,2381842.447,0.085199997,0.078599997,0.0634,0.0394,0.137600005,0.196099997,0.158800006
920,baigurang,9971,373215.8098,2381844.167,0.081500001,0.0757,0.057500001,0.032099999,0.198699996,0.335700005,0.327899992
921,baigurang,9972,373217.9265,2381844.498,0.080600001,0.077799998,0.059799999,0.0297,0.198699996,0.32980001,0.29429999
922,baigurang,9973,373219.3817,2381844.498,0.080600001,0.077799998,0.059799999,0.0297,0.198699996,0.32980001,0.29429999
923,baigurang,9975,373217.7942,2381846.482,0.079700001,0.077100001,0.0616,0.037799999,0.175300002,0.277200013,0.204400003
924,baigurang,9976,373219.9108,2381842.513,0.081500001,0.079300001,0.059300002,0.031300001,0.209999993,0.340799987,0.359100014
925,baigurang,9977,373219.9108,2381840.529,0.075099997,0.073600002,0.057500001,0.0241,0.1972,0.32249999,0.32190001
926,baigurang,9980,373147.8638,2381830.626,0.082400002,0.0757,0.0581,0.032900002,0.158700004,0.249500006,0.257200003
927,baigurang,9983,373148.0622,2381828.601,0.087899998,0.086400002,0.069899999,0.045000002,0.1919,0.288899988,0.272799999
928,baigurang,9984,373143.4981,2381832.332,0.083400004,0.071400002,0.055100001,0.025699999,0.158700004,0.280099988,0.282299995
929,baigurang,9985,373143.6966,2381834.555,0.080600001,0.077799998,0.059799999,0.032900002,0.207000002,0.353899986,0.323100001
930,baigurang,9987,373141.2359,2381832.451,0.081500001,0.07,0.056299999,0.034499999,0.087800004,0.1611,0.131300002
931,baigurang,9988,373141.3947,2381830.546,0.082400002,0.087099999,0.069300003,0.040199999,0.219099998,0.345899999,0.32069999
932,baigurang,9989,373143.5775,2381830.665,0.086999997,0.082800001,0.060400002,0.037,0.1919,0.3116,0.29550001
933,baigurang,9990,373505.904,2381764.249,0.081500001,0.082800001,0.064599998,0.040199999,0.179900005,0.291099995,0.341100007
934,baigurang,9991,373505.8246,2381766.075,0.072400004,0.058600001,0.0462,0.025699999,0.171599999,0.232700005,0.325500011
935,baigurang,9992,373507.928,2381766.393,0.082400002,0.071400002,0.052099999,0.028100001,0.1919,0.372200012,0.393900007
936,baigurang,9996,373505.4674,2381770.242,0.0669,0.0535,0.061000001,0.0185,0.130099997,0.193900004,0.136099994
937,baigurang,9998,373503.4433,2381768.694,0.1109,0.106399998,0.089500003,0.0691,0.031300001,0.0339,0
938,baigurang,9999,373507.6899,2381762.344,0.085199997,0.07,0.062799998,0.036200002,0.141399994,0.223199993,0.178000003
939,baigurang,10000,373505.7849,2381762.225,0.091600001,0.090700001,0.072899997,0.052999999,0.173099995,0.225299999,0.272799999
940,baigurang,10001,373505.7055,2381760.439,0.095299996,0.093599997,0.081200004,0.076399997,0.096900001,0.0515,0.0713
941,baigurang,10002,373507.9677,2381760.32,0.080600001,0.077100001,0.059300002,0.028100001,0.210800007,0.36559999,0.416599989
942,baigurang,10003,373510.0315,2381760.36,0.079700001,0.0757,0.061000001,0.0297,0.228100002,0.391200006,0.422600001
943,baigurang,10004,373510.0315,2381762.424,0.080600001,0.079999998,0.067599997,0.024900001,0.235699996,0.425500005,0.47299999
944,baigurang,10005,373510.1505,2381764.527,0.073299997,0.069300003,0.054499999,0.0305,0.212300003,0.362699986,0.434599996
945,baigurang,10006,373507.7296,2381748.414,0.075999998,0.069300003,0.0581,0.0273,0.215299994,0.350300014,0.408300012
946,baigurang,10007,373505.3086,2381748.255,0.0788,0.077100001,0.0581,0.0337,0.197999999,0.34740001,0.291900009
947,baigurang,10008,373505.7452,2381750.597,0.076899998,0.072099999,0.062199999,0.036200002,0.151199996,0.1998,0.234400004
948,baigurang,10009,373505.7452,2381752.542,0.096199997,0.085699998,0.077600002,0.064300001,0.044799998,0.060199998,0
949,baigurang,10010,373507.9677,2381752.661,0.074199997,0.077799998,0.052099999,0.028899999,0.208499998,0.364199996,0.415399998
950,baigurang,10011,373510.0315,2381752.661,0.075099997,0.075000003,0.061000001,0.031300001,0.215299994,0.343699992,0.362699986
951,baigurang,10012,373510.0315,2381750.914,0.076899998,0.076399997,0.062799998,0.0305,0.219099998,0.367799997,0.419
952,baigurang,10013,373510.0711,2381748.533,0.0779,0.0757,0.058699999,0.0297,0.209999993,0.371499985,0.391499996
953,baigurang,10014,373511.9365,2381750.954,0.082400002,0.078599997,0.059799999,0.032099999,0.204799995,0.364199996,0.357899994
954,baigurang,10015,373511.9365,2381752.7,0.083400004,0.074299999,0.058699999,0.0305,0.187399998,0.355399996,0.343499988
955,baigurang,10016,373511.1824,2381754.169,0.080600001,0.070699997,0.0557,0.0305,0.1919,0.34009999,0.289499998
956,baigurang,10017,373509.714,2381754.566,0.0779,0.069300003,0.057500001,0.036200002,0.108199999,0.173500001,0.0089
957,baigurang,10019,373505.7055,2381754.645,0.1127,0.115000002,0.117399998,0.0933,0.055399999,0.0091,0
958,baigurang,10020,373507.928,2381756.352,0.085199997,0.072099999,0.0616,0.0337,0.172299996,0.262600005,0.355500013
959,baigurang,10021,373509.1583,2381756.391,0.085199997,0.072099999,0.0616,0.0337,0.172299996,0.262600005,0.355500013
960,baigurang,10023,373505.3483,2381738.492,0.0889,0.093599997,0.071099997,0.048999999,0.216100007,0.349599987,0.369899988
961,baigurang,10024,373507.928,2381738.532,0.080600001,0.0814,0.0616,0.0337,0.207800001,0.346599996,0.359100014
962,baigurang,10026,373506.023,2381740.397,0.074199997,0.0814,0.069899999,0.032099999,0.238700002,0.406500012,0.444200009
963,baigurang,10029,373447.5235,2381734.484,0.087899998,0.087899998,0.064599998,0.041000001,0.2183,0.354699999,0.325500011
964,baigurang,10030,373447.9204,2381736.19,0.0779,0.064300001,0.045000002,0.0233,0.155000001,0.270599991,0.254799992
965,baigurang,10031,373445.6979,2381736.667,0.084299996,0.072800003,0.061000001,0.0337,0.198699996,0.318100005,0.384299994
966,baigurang,10032,373445.4598,2381734.484,0.083400004,0.087099999,0.065800004,0.040199999,0.222100005,0.356099993,0.3495
967,baigurang,10035,373449.4682,2381738.254,0.087899998,0.079999998,0.062799998,0.040199999,0.176100001,0.296200007,0.25
968,baigurang,10036,373449.5476,2381736.786,0.0779,0.064300001,0.045000002,0.0233,0.155000001,0.270599991,0.254799992
969,baigurang,10040,373439.6257,2381746.469,0.104400001,0.1043,0.087099999,0.0748,0.065200001,0.036800001,0
970,baigurang,10041,373441.4116,2381746.588,0.083400004,0.068599999,0.056899998,0.020099999,0.101400003,0.171299994,0.070100002
971,baigurang,10042,373441.5307,2381744.445,0.082400002,0.079999998,0.0557,0.037799999,0.188199997,0.337099999,0.254799992
972,baigurang,10043,373557.7139,2381768.456,0.0889,0.084299996,0.076499999,0.0539,0.121799998,0.064599998,0.054499999
973,baigurang,10044,373559.3808,2381768.403,0.072400004,0.069300003,0.059799999,0.031300001,0.193399996,0.339300007,0.264400005
974,baigurang,10046,373560.2274,2381772.61,0.075999998,0.073600002,0.0634,0.035300002,0.209999993,0.33860001,0.3759
975,baigurang,10048,373557.317,2381770.811,0.086099997,0.086400002,0.069899999,0.052999999,0.123300001,0.112800002,0.161200002
976,baigurang,10049,373557.6345,2381774.277,0.097999997,0.0964,0.086499996,0.082000002,0.056899998,0.017899999,0
977,baigurang,10050,373559.3808,2381774.568,0.070500001,0.062100001,0.058699999,0.019300001,0.148200005,0.244299993,0.200800002
978,baigurang,10051,373561.7356,2381774.145,0.076899998,0.076399997,0.059300002,0.0297,0.194999993,0.308600008,0.318300009
979,baigurang,10054,373563.6935,2381775.785,0.076899998,0.07,0.061000001,0.0185,0.2183,0.342200011,0.395099998
980,baigurang,10055,373561.6826,2381776.076,0.075999998,0.0678,0.049800001,0.0305,0.176100001,0.303499997,0.291900009
981,baigurang,10057,373566.0112,2381788.201,0.0788,0.080700003,0.0581,0.031300001,0.193399996,0.29550001,0.326700002
982,baigurang,10058,373566.0112,2381790.265,0.085199997,0.0814,0.062199999,0.041000001,0.130799994,0.261900008,0.163599998
983,baigurang,10059,373567.9956,2381790.503,0.074199997,0.064300001,0.069300003,0.0394,0.122500002,0.131099999,0.179199994
984,baigurang,10062,373576.039,2381800.452,0.0779,0.069300003,0.058699999,0.0337,0.194999993,0.348800004,0.299100012
985,baigurang,10063,373577.5603,2381800.584,0.0779,0.069300003,0.058699999,0.0337,0.194999993,0.348800004,0.299100012
986,baigurang,10064,373577.6926,2381798.599,0.0779,0.080700003,0.0616,0.0337,0.194999993,0.342999995,0.357899994
987,baigurang,10065,373579.4124,2381804.486,0.075999998,0.077100001,0.0539,0.037799999,0.180600002,0.342999995,0.218799993
988,baigurang,10066,373607.8287,2381828.643,0.073299997,0.062100001,0.047400001,0.0265,0.091600001,0.149399996,0.0341
989,baigurang,10067,373609.8925,2381828.643,0.0678,0.064300001,0.049199998,0.0297,0.187399998,0.339300007,0.266799986
990,baigurang,10069,373607.67,2381826.42,0.075099997,0.070699997,0.054499999,0.032099999,0.185900003,0.330599993,0.341100007
991,baigurang,10070,373609.8528,2381826.341,0.0779,0.077799998,0.0634,0.038600001,0.209999993,0.337900013,0.387899995
992,baigurang,10071,373605.6459,2381824.158,0.081500001,0.070699997,0.071699999,0.049800001,0.183599994,0.26699999,0.264400005
993,baigurang,10072,373605.7253,2381826.46,0.075099997,0.071400002,0.042100001,0.019300001,0.143700004,0.269899994,0.191200003
994,baigurang,10073,373603.7409,2381826.42,0.082400002,0.077100001,0.0836,0.059500001,0.118000001,0.131799996,0.0449
995,baigurang,10074,373603.5821,2381824.396,0.081500001,0.077100001,0.064000003,0.041000001,0.1919,0.323300004,0.276300013
996,baigurang,10075,373605.4078,2381828.564,0.086999997,0.074299999,0.110299997,0.076399997,0.070500001,0.025900001,0
997,baigurang,10076,373603.979,2381828.405,0.086999997,0.074299999,0.110299997,0.076399997,0.070500001,0.025900001,0
998,baigurang,10078,373579.9797,2381806.063,0.087899998,0.068599999,0.066399999,0.034499999,0.124799997,0.1523,0.103699997
999,baigurang,10079,373581.9906,2381806.19,0.075999998,0.062799998,0.059799999,0.0337,0.082599998,0.154499993,0.0305
1000,baigurang,10080,373577.9054,2381806.444,0.075099997,0.064300001,0.053300001,0.0305,0.118000001,0.1998,0.218799993
1001,baigurang,10081,373577.3762,2381804.603,0.073299997,0.063600004,0.045000002,0.0185,0.153500006,0.242200002,0.192399994
1002,baigurang,10082,373577.5032,2381802.676,0.075999998,0.077799998,0.049199998,0.0241,0.203999996,0.3583,0.422600001
1003,baigurang,10083,373576.1485,2381802.465,0.075999998,0.077799998,0.049199998,0.0241,0.203999996,0.3583,0.422600001
1004,baigurang,10084,373575.7464,2381804.391,0.087899998,0.073600002,0.077600002,0.057100002,0.076499999,0.070500001,0
1005,baigurang,10085,373575.7252,2381806.254,0.108099997,0.108599998,0.125699997,0.100500003,0.068999998,0.0361,0
1006,baigurang,10086,373573.8625,2381806.296,0.107199997,0.118600003,0.1215,0.111000001,0.080300003,0.0427,0
1007,baigurang,10087,373573.7355,2381804.857,0.1127,0.126399994,0.132200003,0.127900004,0.0614,0.030300001,0
1008,baigurang,10088,373573.5027,2381802.825,0.108999997,0.105700001,0.1061,0.094899997,0.026699999,0.004,0
1009,baigurang,10089,373995.5166,2381534.473,0.069600001,0.057100002,0.049800001,0.022500001,0.093099996,0.120899998,0.029300001
1010,baigurang,10090,373995.7944,2381536.934,0.076899998,0.069300003,0.062199999,0.0418,0.134599999,0.115800001,0.086900003
1011,baigurang,10091,373997.5804,2381537.013,0.065899998,0.063600004,0.048,0.0185,0.155699998,0.294,0.248799995
1012,baigurang,10092,373997.8582,2381539.077,0.071400002,0.066399999,0.048,0.024900001,0.161799997,0.280099988,0.189999998
1013,baigurang,10093,373995.596,2381538.799,0.082400002,0.079999998,0.0616,0.0458,0.075800002,0.089500003,0
1014,baigurang,10094,374005.7163,2381542.887,0.063199997,0.057100002,0.048599999,0.016000001,0.120999999,0.176400006,0.095299996
1015,baigurang,10095,374005.6766,2381541.101,0.072400004,0.066399999,0.055100001,0.020099999,0.137600005,0.226799995,0.150399998
1016,baigurang,10097,374007.8198,2381545.189,0.074199997,0.068599999,0.0581,0.034499999,0.159500003,0.271400005,0.208000004
1017,baigurang,10098,374007.5419,2381546.776,0.074199997,0.068599999,0.0581,0.034499999,0.159500003,0.271400005,0.208000004
1018,baigurang,10099,374005.5576,2381546.975,0.074199997,0.073600002,0.061000001,0.028899999,0.204799995,0.275000006,0.333900005
1019,baigurang,10100,374005.3591,2381544.99,0.071400002,0.060699999,0.054499999,0.024900001,0.089299999,0.164000005,0.0425
1020,baigurang,10101,374009.3279,2381544.673,0.072400004,0.063600004,0.0515,0.0217,0.176100001,0.301299989,0.308699995
1021,baigurang,10102,374009.4073,2381543.046,0.069600001,0.071400002,0.056299999,0.031300001,0.1919,0.305000007,0.289499998
1022,baigurang,10103,374011.4313,2381544.554,0.070500001,0.0678,0.0515,0.022500001,0.195700005,0.321799994,0.309899986
1023,baigurang,10104,374011.471,2381542.768,0.072400004,0.064999998,0.0539,0.0217,0.184400007,0.297699988,0.293099999
1024,baigurang,10105,373971.4659,2381514.709,0.0669,0.065700002,0.046799999,0.025699999,0.169300005,0.27579999,0.253600001
1025,baigurang,10106,373971.7834,2381516.733,0.0669,0.065700002,0.048,0.016000001,0.176799998,0.250200003,0.259600013
1026,baigurang,10108,373969.7991,2381518.201,0.075099997,0.064999998,0.065200001,0.031300001,0.075800002,0.1479,0
1027,baigurang,10109,373969.2037,2381516.733,0.0669,0.073600002,0.050999999,0.028899999,0.1708,0.286000013,0.228400007
1028,baigurang,10110,373965.1159,2381510.541,0.074199997,0.074299999,0.048599999,0.0233,0.184400007,0.315899998,0.269199997
1029,baigurang,10111,373971.6247,2381508.557,0.069600001,0.070699997,0.056899998,0.0217,0.220599994,0.342999995,0.360300004
1030,baigurang,10112,373969.7594,2381506.731,0.069600001,0.058600001,0.048,0.022500001,0.201700002,0.342999995,0.369899988
1031,baigurang,10114,373951.4237,2381506.811,0.071400002,0.072099999,0.050999999,0.0241,0.148200005,0.263300002,0.251199991
1032,baigurang,10115,373951.6221,2381508.478,0.070500001,0.0614,0.0515,0.0241,0.174600005,0.264099985,0.175600007
1033,baigurang,10117,373949.9553,2381510.859,0.070500001,0.0678,0.048,0.0152,0.1655,0.299100012,0.302700013
1034,baigurang,10118,373949.479,2381508.914,0.080600001,0.07,0.071699999,0.0394,0.066699997,0.0515,0
1035,baigurang,10119,373944.9679,2381508.7,0.097999997,0.108599998,0.099600002,0.0691,0.031300001,0,0
1036,baigurang,10120,373944.8488,2381510.922,0.091600001,0.110699996,0.093099996,0.073200002,0.0297,0,0
1037,baigurang,10121,373944.8885,2381506.477,0.1017,0.112099998,0.101999998,0.077200003,0.032000002,0.0091,0
1038,baigurang,10122,373944.8885,2381505.049,0.1017,0.105700001,0.102600001,0.073200002,0.0049,0,0
1039,baigurang,10123,373943.1025,2381506.835,0.103500001,0.109300002,0.095399998,0.070699997,0.0252,0,0
1040,baigurang,10124,373903.6273,2381492.294,0.076899998,0.079999998,0.062199999,0.0297,0.213100001,0.341500014,0.353100002
1041,baigurang,10125,373903.495,2381494.775,0.071400002,0.082099997,0.0539,0.028100001,0.194199994,0.341500014,0.275099993
1042,baigurang,10126,373905.744,2381494.775,0.074199997,0.077100001,0.0634,0.028100001,0.209299996,0.34009999,0.357899994
1043,baigurang,10127,373905.8432,2381496.131,0.075099997,0.069300003,0.049800001,0.0265,0.167799994,0.261099994,0.263200015
1044,baigurang,10128,373903.7265,2381496.495,0.072400004,0.062799998,0.053300001,0.0265,0.1655,0.237800002,0.241600007
1045,baigurang,10130,373905.5455,2381498.711,0.076899998,0.077100001,0.065800004,0.045000002,0.169300005,0.234099999,0.271600008
1046,baigurang,10131,373907.6622,2381498.413,0.070500001,0.058600001,0.055100001,0.024900001,0.108999997,0.152999997,0.1241
1047,baigurang,10132,373907.7614,2381496.197,0.071400002,0.0678,0.045000002,0.022500001,0.123999998,0.273600012,0.146799996
1048,baigurang,10133,373909.5804,2381498.644,0.072400004,0.070699997,0.0515,0.016799999,0.194999993,0.305700004,0.297899991
1049,baigurang,10135,373907.5961,2381500.596,0.071400002,0.07,0.056299999,0.025699999,0.222100005,0.3583,0.37349999
1050,baigurang,10136,373905.4794,2381500.43,0.074199997,0.0757,0.048599999,0.028899999,0.201000005,0.375099987,0.335099995
1051,baigurang,10137,373907.4307,2381502.316,0.070500001,0.070699997,0.052700002,0.0233,0.207800001,0.34740001,0.378300011
1052,baigurang,10138,373909.6466,2381502.15,0.069600001,0.07,0.052099999,0.0241,0.193399996,0.320300013,0.344700009
1053,baigurang,10141,373889.7984,2381476.774,0.086099997,0.090000004,0.072300002,0.043400001,0.164000005,0.299100012,0.261999995
1054,baigurang,10142,373889.9571,2381474.499,0.081500001,0.072099999,0.059300002,0.037,0.096900001,0.076300003,0.050900001
1055,baigurang,10145,373894.6535,2381472.485,0.073299997,0.065700002,0.048599999,0.0217,0.189700007,0.298400015,0.327899992
1056,baigurang,10147,373891.915,2381470.319,0.0788,0.072800003,0.055100001,0.032900002,0.174600005,0.270599991,0.244000003
1057,baigurang,10148,373891.8621,2381468.996,0.075099997,0.074299999,0.057500001,0.028100001,0.169300005,0.28670001,0.218799993
1058,baigurang,10149,373887.523,2381468.255,0.069600001,0.068599999,0.054499999,0.0265,0.191200003,0.273600012,0.275099993
1059,baigurang,10150,373887.5759,2381466.191,0.074199997,0.064999998,0.052099999,0.028899999,0.142100006,0.237000003,0.209199995
1060,baigurang,10151,373887.6288,2381464.286,0.071400002,0.07,0.052099999,0.028899999,0.179100007,0.309399992,0.263200015
