,CLASS_NAME,num,x,y,WV2_B2,WV2_B3,WV2_B4,WV2_B5,WV2_B6,RVI,GNDVI,MTVI2,MCARI,NDWI,advanced6,advanced7,advanced8,advanced9,higher3,higher5,higher7,higher8,simple2,simple3,simple4,simple5,simple7,OHS_B1,OHS_B13,OHS_B16,OHS_B32,dif_B2,dif_B3,dif_B9,dif_B16,dif_B22,dif_B29,OHS_MSR2
5071,tonghuashu,5136,371515.6781,2385549.813,0.0678,0.062100001,0.046799999,0.0209,0.153500006,10.712919,0.5657342,0.45128736,0.83962303,-0.5657342,3.9679575,2.0413923,3.6226108,-0.7873831,35.220184,0.000438855,0.000405935,2137.9421,6.455353,0.030797143,0.31481218,10.429363,761.3,1089,627,1033,4270,-138,-127.5,25.5,430.5,93.5,356.5,0.6303317
5072,tonghuashu,5137,371504.764,2385553.12,0.063199997,0.057799999,0.046799999,0.0144,0.160999998,20.319445,0.67009133,0.6322506,1.4083027,-0.67009133,4.5625515,2.2277448,6.5431533,-0.59391737,26.10543,0.000403411,0.000365911,2256.404,6.872868,0.022920813,0.30033308,18.063711,48179.13,1197,652,985,4366,-155.5,-160.5,49.5,392.5,153.5,473.5,0.5429818
5073,tonghuashu,5138,371517.1333,2385540.09,0.072400004,0.058600001,0.047400001,0.016799999,0.158000007,13.589287,0.5914953,0.48722363,1.1409857,-0.5914953,3.9200857,2.0886884,4.118003,-0.7878013,35.241486,0.000446384,0.00041152,2093.7854,6.5511966,0.016446574,0.2941906,11.958448,627.904,1090,635,1019,4310,-94.5,-172.5,-0.5,441,5.5,356.5,0.598148
5074,tonghuashu,5140,371545.1329,2385534.04,0.075099997,0.059999999,0.0515,0.016799999,0.153500006,14.934525,0.6140238,0.53354037,1.0781549,-0.6140238,3.675092,2.1518016,4.9640675,-0.79053545,36.20257,0.000480651,0.000433402,1892.3069,6.3055425,-0.018090611,0.29986608,14.085873,684.2108,1062,568,1030,4788,-143,-145.5,-3,448,129,563.5,0.6830918
5075,tonghuashu,5143,371532.1286,2385512.37,0.069600001,0.056400001,0.046799999,0.0176,0.118000001,12.221591,0.5845304,0.44995657,0.5905364,-0.5845304,4.417631,2.0000563,3.0581045,-0.67642933,27.577778,0.000436009,0.000390982,2090.975,6.80358,0.054617815,0.32952115,8.894737,2776.4277,1157,634,999,5011,-191.5,-151.5,0.5,412,32.5,538.5,0.5725558
5076,tonghuashu,5145,371557.661,2385513.164,0.073299997,0.065700002,0.0462,0.0233,0.172299996,12.652361,0.6355063,0.56540555,0.94417435,-0.6355063,3.947475,2.1378458,4.7634015,-0.79702103,35.23125,0.000480184,0.000436532,1921.4392,6.551232,0.017849898,0.2987723,13.526316,2293.5618,903,593,1014,4379,-98,-195.5,-0.5,457.5,8.5,483.5,0.5895251
5077,tonghuashu,5148,371575.8092,2385483.844,0.075099997,0.059300002,0.049800001,0.0209,0.181400001,15.08134,0.68331105,0.60771334,1.1810964,-0.68331105,4.2439375,2.024192,3.4233546,-0.7007835,30.152866,0.000448141,0.000404611,2051.8054,6.6169643,0.046824057,0.33130327,9.750692,24096.178,1150,610,1051,5061,-186,-130,13.5,412,94,730,0.55756307
5078,tonghuashu,5149,371593.5893,2385480.669,0.070500001,0.0557,0.042100001,0.0136,0.146699995,17.42647,0.61940557,0.53029174,1.2393991,-0.61940557,3.952941,2.0899768,4.740911,-0.8212018,37.00627,0.000469211,0.000432353,1995.2393,6.3923435,0.020809095,0.30720997,13.144044,2152.8325,1222,595,1013,5084,-221.5,-114,3,464.5,-19,807.5,0.5612209
5079,tonghuashu,5151,371612.5335,2385456.433,0.075999998,0.058600001,0.047400001,0.0241,0.151999995,10.228216,0.6158637,0.46157432,0.6888563,-0.6158637,3.8324063,2.015216,4.5302773,-0.7567963,39.559006,0.000435834,0.000401445,2128.6133,6.1871023,0.040220935,0.34535864,12.024931,17001.82,950,639,994,4336,-124.5,-104,9,396.5,37.5,713,0.48471344
5080,tonghuashu,5152,371627.7735,2385464.159,0.072400004,0.0614,0.0438,0.0136,0.148900002,20.330881,0.63657886,0.61953807,1.2897367,-0.63657886,4.168776,2.2116537,7.141704,-0.8224592,33.544342,0.000457367,0.000425082,2080.9666,6.7604547,0.011838997,0.29499078,19.252077,3453.844,976,624,998,4887,-159,-132.5,-10.5,452.5,26,793,0.54958034
5081,tonghuashu,5153,371644.0278,2385514.65,0.068700001,0.066399999,0.056299999,0.0185,0.185100004,16.8,0.6479322,0.6373664,1.4293722,-0.6479322,4.0502577,1.934916,4.2877126,-0.7235901,33.309353,0.000516825,0.000434188,1632.8573,5.9645114,0.04356758,0.45783266,10.65374,2881.7068,1031,585,1089,5817,-111.5,-193.5,-30.5,503.5,158.5,986,0.63503855
5082,tonghuashu,5154,371657.4422,2385506.316,0.071400002,0.063600004,0.0515,0.020099999,0.188899994,14.8109455,0.64793795,0.5940958,1.35087,-0.64793795,3.7924447,1.7466364,1.8394502,-0.6697295,38.9278,0.000493111,0.000407942,1690.0922,5.6086917,0.10391991,0.49913546,4.781163,1283.0656,1011,615,1006,5255,-82.5,-195,-5,475.5,129,855.5,0.65356
5083,tonghuashu,5156,371677.6828,2385517.19,0.069600001,0.065700002,0.052700002,0.0233,0.189700007,13.935622,0.66342217,0.61437875,1.152855,-0.66342217,3.9786317,1.9129902,3.8504155,-0.6996919,34.472527,0.000496955,0.000404401,1658.7554,5.9694686,0.048862148,0.47520038,9.495845,2121.465,1039,663,1108,5217,-98.5,-86,23,426.5,139,944,0.55519795
5084,tonghuashu,5157,371677.4447,2385493.378,0.071400002,0.064300001,0.0557,0.025699999,0.181400001,11.840467,0.6511123,0.5593048,0.9336806,-0.6511123,3.6914382,1.847763,3.0253546,-0.7647272,39.753624,0.000499967,0.000421722,1703.6432,5.5755534,0.043275665,0.487645,7.520776,614.166,1197,626,1036,4882,-162,-143.5,18.5,491,174,786,0.5879238
5085,tonghuashu,5159,371688.716,2385461.707,0.073299997,0.074299999,0.0581,0.024900001,0.204799995,14.301205,0.6547398,0.6651135,1.2649895,-0.6547398,3.7346587,1.6973118,1.7215568,-0.73776317,39.82784,0.000518749,0.000424532,1590.1356,5.4321947,0.11312247,0.5066854,4.409972,737.9882,1169,601,1007,4475,-211,-170,-8,460.5,89.5,171,0.53140986
5086,tonghuashu,5160,371687.2078,2385451.15,0.068700001,0.0678,0.0515,0.0209,0.188899994,14.593302,0.6362661,0.60742575,1.2995235,-0.6362661,3.9188526,1.8600419,2.7294986,-0.7591752,34.852398,0.000522582,0.000426694,1578.4535,5.882977,0.070177235,0.47346827,6.9529085,1719.2483,1073,571,941,3823,-156,-130.5,-20,390.5,-31,-150,0.524322
5087,tonghuashu,5163,371722.8473,2385431.227,0.074199997,0.0678,0.055100001,0.0209,0.201000005,15.712918,0.6577485,0.6457859,1.4758595,-0.6577485,4.49976,1.9734508,3.5108156,-0.6394342,27.006516,0.000516948,0.00046056,1781.4231,6.710142,0.05094089,0.40174672,9.296399,6210.9053,1118,722,1094,4482,-155,-73,-27,391,168,831,0.47515956
5088,tonghuashu,5164,371732.4252,2385469.549,0.068700001,0.062100001,0.044399999,0.016799999,0.153500006,15.630953,0.6174931,0.55988765,1.0819924,-0.6174931,3.4853077,1.8990113,2.2668583,-0.8065988,46.234726,0.000483329,0.000428612,1849.9247,5.6966333,0.03603956,0.40777767,6.3130193,280.5742,946,581,1052,5710,-127.5,1.5,20.5,479,122,732.5,0.58783066
5089,tonghuashu,5167,371739.2989,2385498.377,0.075099997,0.062100001,0.0539,0.0265,0.179900005,11.094339,0.6512216,0.53217554,0.8814422,-0.6512216,4.054918,2.075791,5.066998,-0.78351223,35.228012,0.000508973,0.000456428,1812.0858,6.235552,0.037775926,0.37616727,13.166205,9234.486,1082,620,1024,5161,-174.5,-115.5,-28,493.5,51.5,983,0.56053793
5090,tonghuashu,5170,371501.1117,2385601.029,0.075999998,0.056400001,0.044399999,0.0185,0.145899996,14.113513,0.64472437,0.5292908,0.8635702,-0.64472437,4.5249753,2.2356489,13.983686,-0.49976012,18.962826,0.000405127,0.000352259,2119.769,6.4802175,0.012671574,0.40186125,33.529087,65798.06,1118,647,1022,5600,-90.5,-155.5,23.5,407.5,176.5,1069,0.54472506
5091,tonghuashu,5173,371503.8237,2385634.168,0.071400002,0.059300002,0.0462,0.0217,0.136099994,10.990783,0.6017461,0.46658513,0.6211679,-0.6017461,5.02147,2.1576517,5.4615374,-0.47844705,17.50519,0.000421823,0.000381848,2168.4424,7.009076,0.015300935,0.38262832,14.592798,104101.03,1015,654,992,5923,-77.5,-147,29,392,191.5,1072.5,0.5876934
5092,tonghuashu,5174,371494.7617,2385672.665,0.075099997,0.062100001,0.0539,0.0233,0.166999996,11.081545,0.6122385,0.49515238,0.8795811,-0.6122385,4.7786307,2.2034092,6.8455505,-0.5308755,20.51155,0.000422296,0.000390252,2205.6755,6.9719067,0.018018797,0.32280743,18.216066,78760,1101,650,987,4894,-92.5,-182.5,9.5,410,144.5,929.5,0.48413098
5093,tonghuashu,5178,371473.8353,2385736.276,0.071400002,0.057100002,0.043200001,0.0217,0.084799998,6.746544,0.43882066,0.28925768,0.2249349,-0.43882066,4.54086,2.3350594,12.549635,-0.5327881,19.029305,0.000400678,0.000361871,2207.8135,6.5562453,0.012520926,0.38052386,31.523546,67368.22,1045,697,1012,5058,-71.5,-116.5,21.5,343.5,192.5,748.5,0.4893345
5094,tonghuashu,5179,371475.0259,2385750.894,0.074199997,0.068599999,0.054499999,0.0265,0.142100006,7.8679247,0.5048719,0.3959135,0.5410525,-0.5048719,4.347542,2.1231635,9.719625,-0.50787044,17.041153,0.000412735,0.000367011,2089.2747,5.921735,0.011847827,0.46822497,23.565098,99894.88,1214,737,1067,5023,-121,-76,-5.5,366.5,136.5,773,0.47194874
5095,tonghuashu,5180,371507.7073,2385748.251,0.076899998,0.062799998,0.0581,0.031300001,0.168500006,7.99361,0.5987221,0.427579,0.62479585,-0.5987221,4.14573,1.9828156,4.529694,-0.4266233,19.497925,0.00042822,0.000374905,1978.8646,5.8014574,0.013255044,0.49549952,11.304709,107227.26,1595,849,1201,5925,-128,-88.5,98.5,479,153.5,1223.5,0.56443405
5096,tonghuashu,5182,371529.8017,2385744.667,0.070500001,0.065700002,0.057500001,0.0305,0.180600002,8.704918,0.60326093,0.46369308,0.75271714,-0.60326093,4.193913,2.010117,7.4054065,-0.42520326,19.41739,0.00043504,0.000362468,1879.2878,5.7139773,0.01138023,0.50134015,17.556787,122749.33,1758,1000,1274,6253,-120,-41,147.5,431.5,172.5,1318,0.5837972
5097,tonghuashu,5183,371542.2586,2385737.316,0.0779,0.07,0.056299999,0.032900002,0.159500003,7.626139,0.5637271,0.43207863,0.5269802,-0.5637271,4.7814236,2.3392448,15.347674,-0.51920754,18.191011,0.000461114,0.000403564,1906.012,6.7081904,0.009906957,0.38463598,37.69806,152727.89,1686,809,1188,6233,-169,-91,65.5,505.5,190,1456.5,0.6103736
5098,tonghuashu,5185,371615.6775,2385723.071,0.076899998,0.062100001,0.0438,0.022500001,0.133100003,11.088889,0.6014121,0.48581973,0.5702596,-0.6014121,4.664399,2.2799575,9.357443,-0.559771,21.477194,0.000462092,0.000401761,1913.5902,6.8077207,0.014200956,0.374061,23.886427,123280.83,1712,813,1144,5826,-178,-116.5,48.5,483.5,118.5,1250,0.61954004
5099,tonghuashu,5187,371635.8851,2385722.376,0.072400004,0.062799998,0.0539,0.0233,0.174600005,13.686695,0.6709458,0.5995274,0.9662201,-0.6709458,4.47292,2.282215,14.262981,-0.55082875,21.715868,0.000454276,0.000404423,1935.7548,6.4245987,0.011070355,0.4198882,34.520775,133494.55,1570,940,1245,5978,-76.5,-27,112.5,469.5,165.5,1238.5,0.56233305
5100,tonghuashu,5188,371620.0829,2385711.8,0.075099997,0.066399999,0.053300001,0.0217,0.188199997,15.400921,0.66849726,0.6448769,1.2327533,-0.66849726,3.8881922,2.1609726,5.8478622,-0.85383236,34.469257,0.00048988,0.000434403,1865.8181,6.3606944,0.018483056,0.32610792,15.742382,4067.0945,1318,632,1126,5952,-235,-135,6,491,170,1208.5,0.6594547
5101,tonghuashu,5189,371634.4498,2385707.315,0.072400004,0.065700002,0.0515,0.0209,0.163299993,13.507177,0.6224138,0.5644042,0.9601102,-0.6224138,3.7603767,2.1168385,5.5358152,-0.8136141,40.044872,0.000493358,0.00044528,1867.0774,6.153766,0.00825914,0.344132,14.592798,2265.5728,1293,658,1099,5996,-202.5,-161.5,27,490.5,164.5,1177.5,0.64876354
5102,tonghuashu,5190,371646.237,2385713.07,0.074199997,0.0614,0.052700002,0.0209,0.169300005,12.84689,0.627766,0.53155404,1.0273029,-0.627766,4.463905,2.2667754,9.07827,-0.7856262,29.526316,0.000479186,0.000442565,2028.4744,6.883857,0.020196464,0.3049559,23.764544,18059.562,1608,762,1143,5937,-222.5,-104,44,497,171,1245,0.61498344
5103,tonghuashu,5191,371642.3079,2385699.814,0.071400002,0.059999999,0.052700002,0.0209,0.179100007,14.349282,0.66657406,0.5834843,1.1515532,-0.66657406,3.7444482,2.083851,4.4031067,-0.82135236,40.70418,0.000500984,0.00045503,1839.0743,6.146104,0.015168136,0.3400576,12.074792,1414.3136,1151,617,1067,6185,-158,-189,1,513.5,150,1308.5,0.64478093
5104,tonghuashu,5193,371775.2514,2385721.863,0.076899998,0.068599999,0.056899998,0.031300001,0.207800001,12.172524,0.6948399,0.6401512,0.98695034,-0.6948399,4.4681735,2.2657871,11.586952,-0.53964615,20.201492,0.000434715,0.000397122,2049.3198,6.3579087,0.011452485,0.41039276,28.950138,111156.85,1651,756,1116,5492,-128.5,-60.5,73,452,149,1003,0.55863255
5105,tonghuashu,5194,371794.4469,2385723.199,0.075099997,0.0614,0.049199998,0.0273,0.172299996,10.663003,0.65163124,0.52020365,0.7751606,-0.65163124,4.3436995,2.2123594,13.220941,-0.42531696,16.338842,0.000428041,0.000385296,2035.957,6.090554,0.010699354,0.45219016,31.847645,104072.086,1727,1133,1307,5422,-32,34.5,215,339,179,1024,0.51363367
5106,tonghuashu,5195,371788.4276,2385708.581,0.070500001,0.068599999,0.052700002,0.0233,0.201700002,14.751073,0.6672326,0.6495423,1.3139068,-0.6672326,4.309172,2.1726358,6.236096,-0.75056154,28.878048,0.000463697,0.000431902,2055.5361,7.0075912,0.019080415,0.27011454,17.432133,2460.2969,1429,707,1101,5743,-225.5,-108.5,11.5,472.5,153.5,928,0.5605887
5107,tonghuashu,5196,371739.3473,2385693.883,0.074199997,0.0614,0.048599999,0.0265,0.166999996,10.075472,0.6260658,0.48540488,0.7523192,-0.6260658,3.9628437,2.1658468,5.636214,-0.83428746,33.8038,0.000490638,0.000445031,1886.4198,6.491921,0.021655863,0.3212969,15.2797785,5059.6934,1271,594,1119,5531,-173,-91,4.5,485.5,139.5,1134,0.64329755
5108,tonghuashu,5197,371790.2665,2385694.611,0.075099997,0.065700002,0.053300001,0.024900001,0.175300002,11.66265,0.63100255,0.5451908,0.90451986,-0.63100255,3.9928215,2.078845,4.9591317,-0.8064942,33.351852,0.000458698,0.000424618,2048.0208,6.5764356,0.013171238,0.29973894,13.739613,1028.203,1152,646,1092,5824,-186,-108,-2.5,498,146.5,871,0.56251967
5109,tonghuashu,5198,371811.7639,2385694.479,0.080600001,0.073600002,0.056899998,0.0337,0.148200005,6.5786347,0.50152385,0.38460392,0.43791562,-0.50152385,4.029397,2.1562068,6.150561,-0.81259596,32.41325,0.000452512,0.000411622,2050.3342,6.619003,0.009742349,0.31004825,16.506926,2160.9236,1097,661,1059,5707,-109.5,-120,-0.5,488,152.5,1122,0.5743591
5110,tonghuashu,5199,371799.1301,2385679.53,0.076899998,0.066399999,0.0539,0.0273,0.152700007,9.593407,0.595492,0.48044008,0.60487103,-0.595492,3.7199905,2.0119324,3.3240325,-0.79422903,37.768253,0.000443767,0.000398672,2051.88,6.1836643,0.015990417,0.33870432,9.426593,474.63748,1248,622,1030,5587,-215,-198,-21.5,506,118,958,0.58466035
5111,tonghuashu,5200,371806.1283,2385711.849,0.079700001,0.063600004,0.054499999,0.0273,0.145199999,8.3626375,0.5642343,0.41663748,0.54027164,-0.5642343,4.7681394,2.3326497,9.720605,-0.67235315,23.851065,0.000434237,0.000404924,2235.579,7.3680983,0.018502321,0.2609859,26.454294,21017.605,1409,736,1124,5745,-186,-114,32,472.5,173,1037,0.56657606
5112,tonghuashu,5201,371826.7658,2385719.257,0.0788,0.077100001,0.062199999,0.032900002,0.179900005,8.537993,0.5692737,0.49434036,0.6913847,-0.5692737,4.709606,2.4256165,22.570713,-0.5749122,22.418919,0.00042633,0.000384605,2116.3367,7.0167456,0.009131415,0.3277462,54.526318,74297.58,1800,909,1157,5427,-211.5,-50.5,79,468.5,162,1050,0.51828974
5113,tonghuashu,5202,371844.0961,2385726.599,0.082400002,0.072099999,0.061000001,0.0305,0.172299996,9.44918,0.59977794,0.5128898,0.68784416,-0.59977794,4.5296183,2.2877908,13.052089,-0.47310752,17.715385,0.000417669,0.000371203,2106.176,6.4649434,0.011844521,0.4078752,32.263157,88046.27,1772,1146,1282,5016,-39.5,61.5,184,461,111.5,932.5,0.4196048
5114,tonghuashu,5203,371852.1659,2385714.098,0.0779,0.065700002,0.054499999,0.0265,0.166299999,10.626415,0.6216528,0.5183038,0.75104845,-0.6216528,4.2278967,2.1881998,6.625005,-0.75787663,29.941177,0.000441728,0.000404765,2143.4329,6.74198,0.021517243,0.30015942,18.00277,6074.3115,1769,831,1195,5393,-199.5,-13,70,465.5,166.5,1004.5,0.5555859
5115,tonghuashu,5205,371882.7915,2385715.487,0.071400002,0.07,0.0557,0.0273,0.167799994,9.164835,0.5627733,0.46703207,0.74336004,-0.5627733,4.2257514,2.2198062,7.4521623,-0.7692964,30.561129,0.000469478,0.000427051,2011.6215,6.6937494,0.016917968,0.30896443,19.864265,4961.9326,1564,775,1218,5546,-200,-96.5,22,534,120,878.5,0.50087756
5116,tonghuashu,5206,371872.3404,2385711.518,0.074199997,0.073600002,0.0634,0.0337,0.197999999,8.376854,0.5864007,0.48520103,0.81914425,-0.5864007,3.8749645,2.041334,3.8061576,-0.76999813,37.645367,0.000471057,0.000420593,1932.2642,6.182139,0.039040342,0.3634761,10.351801,1888.9032,1260,723,1148,5472,-198,-132.5,27,512.5,180,978.5,0.54710275
5117,tonghuashu,5207,371871.4805,2385702.059,0.075999998,0.075000003,0.054499999,0.0297,0.194999993,11.228956,0.63280284,0.5950072,0.92772716,-0.63280284,3.5410516,1.9340098,2.7222877,-0.83301646,43.719242,0.000476386,0.000431785,1924.8419,5.81408,0.03556401,0.36871505,7.631579,888.9525,1260,723,1148,5472,-198,-132.5,27,512.5,180,978.5,0.54710275
5118,tonghuashu,5208,371874.9201,2385686.978,0.075999998,0.066399999,0.0539,0.0265,0.166999996,11.124529,0.63233674,0.54159445,0.75862104,-0.63233674,3.4832492,1.8741715,2.0257363,-0.8397515,45.664536,0.000474206,0.000423156,1894.506,5.721176,0.037202932,0.38254502,5.878116,167.82428,991,648,1122,5407,-91.5,-131.5,8,516.5,140,1025.5,0.5560085
5119,tonghuashu,5210,371851.9675,2385703.448,0.079700001,0.068599999,0.050999999,0.025699999,0.179900005,11.18677,0.614715,0.5396784,0.9235801,-0.614715,3.9690576,2.0477908,3.9452908,-0.7734792,35.5,0.000460588,0.00042074,2012.0662,6.3537736,0.032831147,0.33553174,10.950138,1517.311,1467,692,1156,5896,-243.5,-68.5,33,437,214,1033.5,0.60914993
5120,tonghuashu,5211,371884.1144,2385705.168,0.0779,0.07,0.059799999,0.0265,0.1919,11.48302,0.6259685,0.56390125,1.0211977,-0.6259685,3.6265876,2.030541,4.8330526,-0.81471723,40.696774,0.000484991,0.000430823,1856.2095,5.9848666,-0.012376818,0.3699305,12.523545,751.44824,1190,704,1143,5516,-152,-133.5,22,543.5,162.5,904.5,0.5213215
5121,tonghuashu,5212,371893.6394,2385700.009,0.071400002,0.07,0.0539,0.025699999,0.186700001,12.377433,0.6392683,0.59229356,1.0000436,-0.6392683,3.69235,2.0457304,4.5211825,-0.80591995,40.88679,0.000490567,0.000448435,1891.5767,6.062597,0.011175152,0.3542923,12,1475.6805,1048,648,1151,5472,-139,-138.5,10.5,489.5,211.5,1024,0.5672892
5122,tonghuashu,5213,371884.842,2385692.336,0.075999998,0.067100003,0.059300002,0.032099999,0.192699999,9.750779,0.646935,0.53243506,0.81330204,-0.646935,3.5210397,1.9170539,2.6147666,-0.826404,46.158226,0.000478774,0.00043132,1895.7378,5.763373,0.026661566,0.37805116,7.2853184,583.48535,1059,674,1128,5600,-127.5,-142.5,12,517.5,188.5,978.5,0.55808264
5123,tonghuashu,5214,371865.5208,2385689.505,0.074199997,0.0678,0.0515,0.025699999,0.173800007,11.953308,0.6384,0.5706385,0.8581798,-0.6384,3.522199,1.9048092,2.23384,-0.82241595,43.13376,0.000470964,0.00042042,1912.8171,5.817946,0.034231935,0.38267338,6.4072022,183.95726,1008,629,1132,5625,-106,-108.5,9.5,482.5,99.5,937.5,0.5724614
5124,tonghuashu,5215,371886.6875,2385676.937,0.0788,0.068599999,0.049800001,0.0265,0.173099995,10.792454,0.6130852,0.5311441,0.8210819,-0.6130852,3.536702,1.9085345,2.3988843,-0.8188618,44.711597,0.000473642,0.000433893,1954.578,5.8370605,0.024774173,0.3774464,6.808864,210.36191,1146,607,1097,5496,-168,-87.5,-11.5,479,150,1031,0.5944312
5125,tonghuashu,5216,371894.2281,2385684.676,0.072400004,0.064999998,0.056299999,0.028100001,0.179900005,11.035586,0.65342575,0.55193204,0.82472306,-0.65342575,3.466762,1.9449568,2.7005317,-0.81074727,47.29358,0.000477075,0.000445702,1972.627,5.8285832,0.002362903,0.36649308,7.628809,198.9584,1067,641,1142,5408,-155.5,-154.5,-1,496.5,164.5,920,0.56251425
5126,tonghuashu,5221,371906.7959,2385699.36,0.075999998,0.065700002,0.050999999,0.022500001,0.166999996,12.582222,0.62327987,0.55211157,0.9221367,-0.62327987,3.8126938,2.0755749,5.000307,-0.8082235,40.22086,0.000488401,0.000454621,1936.6691,6.2614217,0.010579473,0.3185215,13.551247,1725.0038,1114,637,1093,5418,-181,-172,13.5,566.5,191.5,882,0.53287035
5127,tonghuashu,5223,371913.2588,2385730.806,0.080600001,0.069300003,0.060400002,0.025699999,0.175300002,8.766538,0.52953154,0.43276858,0.87581795,-0.52953154,4.7451806,2.4207888,13.355109,-0.5971646,21.871973,0.000424509,0.000387033,2141.1394,7.0211864,0.01257333,0.32626835,34.9446,87216.9,1785,794,1208,5381,-194,-15.5,79.5,481,138.5,1137.5,0.5300505
5128,tonghuashu,5226,371946.8874,2385734.094,0.075099997,0.066399999,0.054499999,0.025699999,0.155699998,10.190662,0.595492,0.49186802,0.6793851,-0.595492,4.725605,2.4167612,16.047846,-0.6905958,23.249222,0.000440868,0.000406149,2180.244,7.337523,0.0081943,0.26961192,41.34903,21578.412,1709,946,1256,5403,-91.5,-91.5,68,435,125,955,0.5378081
5129,tonghuashu,5227,371701.7972,2385415.187,0.076899998,0.0678,0.053300001,0.0273,0.186700001,11.600733,0.64733416,0.57356197,0.9274818,-0.64733416,4.7107825,1.9801602,5.4512243,-0.38335305,19.676363,0.000483683,0.00043487,1886.893,6.409784,0.012667839,0.47720587,13.130194,176679.81,1067,654,1018,3877,-142,-129.5,-9.5,336,204.5,463.5,0.39987937
5130,tonghuashu,5228,371700.7018,2385359.101,0.069600001,0.063600004,0.053300001,0.0233,0.176100001,13.5579405,0.6648221,0.59621525,0.98479956,-0.6648221,3.9162247,1.8365612,12.667122,-0.39640218,14.152709,0.000438691,0.000368622,1802.5155,5.066336,0.008896108,0.5775609,28.238228,197217.61,1359,747,966,2225,-145,-89.5,-43.5,171.5,41,-363.5,0.22122791
5131,tonghuashu,5229,371704.8293,2385374.553,0.069600001,0.0535,0.049199998,0.0152,0.125499994,13.092105,0.5762376,0.43306807,0.7918058,-0.5762376,4.5284944,2.1355138,6.326603,-0.42112562,19.980238,0.000391123,0.000334596,2134.4197,6.2121053,0.014066825,0.4296798,16.152355,78930.64,1193,869,973,2643,-84,-75,39,258.5,-8.5,-426.5,0.43715912
5132,tonghuashu,5230,371715.6244,2385382.649,0.073299997,0.057799999,0.044399999,0.019300001,0.131600007,14.062176,0.64884573,0.5436094,0.66509145,-0.64884573,4.7854314,2.256231,8.283693,-0.5930792,23.830564,0.000393914,0.000342258,2275.0513,6.81428,0.018166417,0.34610882,21.614958,43983.598,1097,723,986,2945,-97,-70.5,23.5,375,101.5,-618.5,0.5436201
5133,tonghuashu,5231,371721.6569,2385389.528,0.069600001,0.051399998,0.0308,0.0128,0.129299998,19.320312,0.65584195,0.5506941,1.0194497,-0.65584195,4.6453786,2.3034945,11.414954,-0.6785074,25.14,0.000417744,0.000365223,2143.7268,6.7879224,0.016230255,0.35074,28.911358,38728.844,1114,656,973,3092,-114,-84,0.5,390.5,41.5,-595.5,0.61585766
5134,tonghuashu,5233,371723.1915,2385370.637,0.073299997,0.0614,0.0462,0.0233,0.122500002,8.948498,0.5450167,0.4036176,0.4572983,-0.5450167,4.221313,2.0132387,3.3823347,-0.75804716,31.440895,0.000471177,0.000420464,1925.37,6.5615697,0.05254529,0.34090048,9.504155,3944.7937,1141,612,990,3308,-172.5,-171,-9.5,348,-117,-377.5,0.45246518
5135,tonghuashu,5235,371731.9227,2385354.656,0.075099997,0.064300001,0.048599999,0.0233,0.182099998,15.377683,0.6956933,0.66329837,1.0569615,-0.6956933,4.3287582,1.9987649,17.847492,-0.42251405,19.212927,0.000495467,0.000435794,1712.5962,6.018008,0.008635236,0.48043197,40.02216,206511.52,999,648,971,3116,-92,-203.5,-17.5,336.5,-22.5,-269.5,0.2755885
5136,tonghuashu,5237,371749.5969,2385365.715,0.075099997,0.057799999,0.0427,0.0185,0.166299999,15.854054,0.6707491,0.5899872,1.1335368,-0.6707491,4.174774,2.0514402,3.860838,-0.7429561,31.274143,0.000487263,0.000443196,1910.9829,6.675901,0.044877097,0.32078618,10.905817,3253.0305,1119,621,994,3578,-161,-138,33,375,-126.5,-408.5,0.5442465
5137,tonghuashu,5238,371744.0407,2385380.85,0.073299997,0.058600001,0.0462,0.0176,0.168500006,16.414772,0.66273373,0.5926837,1.2342626,-0.66273373,3.8238187,2.0594769,3.8851068,-0.8387196,35.980892,0.000467666,0.000418108,1959.0177,6.26089,0.036865097,0.32840082,10.947369,5831.6465,1135,614,976,3367,-157,-120,23,432,-73,-527,0.583032
5138,tonghuashu,5239,371757.5874,2385386.565,0.068700001,0.055,0.049800001,0.022500001,0.155699998,11.671111,0.65365237,0.49539775,0.7823751,-0.65365237,4.4074206,2.2051187,8.144737,-0.76089025,28.383177,0.000461095,0.00042159,2075.805,6.921792,0.023295978,0.28959283,21.443213,31149.467,1069,588,1022,3351,-120.5,-133,15.5,446,58,-678,0.63208807
5139,tonghuashu,5240,371744.3582,2385393.02,0.073299997,0.057799999,0.0462,0.022500001,0.186700001,14.333332,0.6960295,0.6025338,1.1485783,-0.6960295,4.687526,2.2929265,10.093624,-0.6773365,24.618422,0.000439372,0.000391379,2070.7043,6.967605,0.016756639,0.31776357,26.268698,50783.465,1310,622,994,3721,-231,-95.5,27,440,88,-388,0.5971147
5140,tonghuashu,5241,371769.4936,2385383.019,0.071400002,0.059300002,0.045600001,0.0185,0.159500003,14.67027,0.6413668,0.553974,1.0428715,-0.6413668,4.2259617,2.2782912,12.191151,-0.7639411,27.745342,0.000460666,0.000423606,2083.4824,6.8344607,0.011635535,0.2766489,31.04709,18671.652,992,655,982,3572,-113.5,-79,4.5,488,81.5,-510.5,0.55449617
