,CLASS_NAME,num,x,y,HH,HV,HH+HV,Entropy,Alpha,Anisotropy,HA,H(1-A)
1378,honghailan,658,375208.2632,2381668.593,-16.01092,-23.908728,-19.959824,0.6694692,18.791756,0.64959455,12.580502,-11.911032
1379,honghailan,660,375210.0095,2381666.9,-16.01092,-23.908728,-19.959824,0.6694692,18.791756,0.64959455,12.580502,-11.911032
1380,honghailan,661,375212.1526,2381666.82,-14.924163,-21.78008,-18.352121,0.6506292,17.253273,0.6661437,11.225484,-10.574855
1381,honghailan,662,375212.0467,2381668.514,-14.924163,-21.78008,-18.352121,0.6506292,17.253273,0.6661437,11.225484,-10.574855
1382,honghailan,663,375214.2428,2381666.635,-14.924163,-21.78008,-18.352121,0.6506292,17.253273,0.6661437,11.225484,-10.574855
1383,honghailan,664,375215.8568,2381666.556,-14.924163,-21.78008,-18.352121,0.6506292,17.253273,0.6661437,11.225484,-10.574855
1384,honghailan,665,375216.2007,2381668.619,-14.924163,-21.78008,-18.352121,0.6506292,17.253273,0.6661437,11.225484,-10.574855
1385,honghailan,666,375216.1743,2381676.504,-15.6554,-22.396523,-19.02596,0.6547386,17.411716,0.6625858,11.400123,-10.745384
1386,honghailan,667,375214.2163,2381676.504,-15.6554,-22.396523,-19.02596,0.6547386,17.411716,0.6625858,11.400123,-10.745384
1387,honghailan,668,375214.0576,2381678.303,-15.660803,-22.166761,-18.913782,0.66621226,18.163174,0.65249956,12.100529,-11.434317
1388,honghailan,669,375212.3907,2381678.568,-15.660803,-22.166761,-18.913782,0.66621226,18.163174,0.65249956,12.100529,-11.434317
1389,honghailan,671,375218.2645,2381678.33,-15.369612,-22.515219,-18.942415,0.63837165,16.870283,0.67659104,10.76951,-10.131139
1390,honghailan,672,375218.1057,2381676.795,-15.125997,-22.33253,-18.729263,0.6307998,16.058712,0.68292457,10.129832,-9.499032
1391,honghailan,673,375216.0155,2381674.493,-15.6554,-22.396523,-19.02596,0.6547386,17.411716,0.6625858,11.400123,-10.745384
1392,honghailan,674,375213.8724,2381674.546,-15.6554,-22.396523,-19.02596,0.6547386,17.411716,0.6625858,11.400123,-10.745384
1393,honghailan,675,375212.232,2381674.705,-15.6554,-22.396523,-19.02596,0.6547386,17.411716,0.6625858,11.400123,-10.745384
1394,honghailan,676,375204.4109,2381656.65,-15.151562,-23.067122,-19.10934,0.6678114,19.33012,0.6510755,12.9088745,-12.241063
1395,honghailan,677,375204.0404,2381654.533,-13.057955,-22.451658,-17.754807,0.6475854,20.371284,0.6687609,13.192146,-12.54456
1396,honghailan,678,375206.3688,2381654.48,-13.990994,-21.982517,-17.986755,0.6364632,18.938189,0.67819583,12.05346,-11.416997
1397,honghailan,679,375208.0621,2381654.48,-13.990994,-21.982517,-17.986755,0.6364632,18.938189,0.67819583,12.05346,-11.416997
1398,honghailan,680,375208.168,2381656.703,-15.151562,-23.067122,-19.10934,0.6678114,19.33012,0.6510755,12.9088745,-12.241063
1399,honghailan,682,375207.7446,2381660.513,-15.151562,-23.067122,-19.10934,0.6678114,19.33012,0.6510755,12.9088745,-12.241063
1400,honghailan,683,375206.1571,2381660.777,-15.151562,-23.067122,-19.10934,0.6678114,19.33012,0.6510755,12.9088745,-12.241063
1401,honghailan,686,375196.3675,2381650.511,-13.535744,-21.353552,-17.444649,0.6644031,21.281153,0.6541051,14.139263,-13.47486
1402,honghailan,687,375194.145,2381650.564,-13.535744,-21.353552,-17.444649,0.6644031,21.281153,0.6541051,14.139263,-13.47486
1403,honghailan,688,375194.3567,2381646.86,-13.2625675,-21.595663,-17.429115,0.6559507,20.835033,0.6615309,13.666756,-13.010804
1404,honghailan,689,375195.9442,2381646.754,-13.2625675,-21.595663,-17.429115,0.6559507,20.835033,0.6615309,13.666756,-13.010804
1405,honghailan,690,375210.0002,2381672.359,-16.427452,-23.222422,-19.824936,0.6758153,18.903908,0.6438794,12.77555,-12.099734
1406,honghailan,692,375207.9166,2381670.408,-16.427452,-23.222422,-19.824936,0.6758153,18.903908,0.6438794,12.77555,-12.099734
1407,honghailan,693,375208.1812,2381672.359,-16.427452,-23.222422,-19.824936,0.6758153,18.903908,0.6438794,12.77555,-12.099734
1408,honghailan,694,375188.2845,2381602.749,-12.600584,-19.903399,-16.251991,0.6126853,14.78596,0.6977204,9.059141,-8.446455
1409,honghailan,696,375190.2953,2381604.813,-12.600584,-19.903399,-16.251991,0.6126853,14.78596,0.6977204,9.059141,-8.446455
1410,honghailan,697,375202.0428,2381602.697,-11.78031,-19.978409,-15.879359,0.6140437,14.338824,0.69662786,8.804665,-8.190621
1411,honghailan,699,375204.3183,2381602.326,-11.697084,-21.617512,-16.657299,0.63268065,14.993444,0.6813597,9.486062,-8.853381
1412,honghailan,700,375202.2016,2381582.535,-12.74042,-17.225538,-14.982979,0.7084452,20.361448,0.6132824,14.42497,-13.716525
1413,honghailan,702,375200.032,2381580.048,-12.376246,-17.22696,-14.801603,0.72302294,20.760359,0.5989038,15.010216,-14.287192
1414,honghailan,705,375186.0091,2381592.007,-13.390639,-20.343182,-16.86691,0.617033,14.093109,0.694214,8.695913,-8.07888
1415,honghailan,706,375185.9032,2381594.442,-13.390639,-20.343182,-16.86691,0.617033,14.093109,0.694214,8.695913,-8.07888
1416,honghailan,707,375192.0416,2381570.73,-12.077201,-19.684717,-15.880959,0.6902071,18.936958,0.6306416,13.070423,-12.380217
1417,honghailan,708,375192.0416,2381568.242,-12.077201,-19.684717,-15.880959,0.6902071,18.936958,0.6306416,13.070423,-12.380217
1418,honghailan,6029,371123.6534,2385562.917,-12.7676935,-23.621653,-18.194674,0.59869003,15.811429,0.7088226,9.466145,-8.867455
1419,honghailan,6030,371141.212,2385549.437,-13.820597,-22.788694,-18.304646,0.713642,20.560795,0.6082097,14.673047,-13.959405
1420,honghailan,6031,371145.7761,2385554.046,-12.462138,-22.068117,-17.265127,0.63596463,17.319014,0.67861414,11.01428,-10.378316
1421,honghailan,6032,371156.2033,2385516.861,-14.252824,-21.86227,-18.057547,0.7324502,21.668354,0.58935094,15.87099,-15.138539
1422,honghailan,6033,371151.7385,2385500.451,-14.993548,-21.634733,-18.31414,0.80345815,26.530233,0.5097518,21.315933,-20.512474
1423,honghailan,6034,371153.707,2385507.404,-14.069918,-22.48084,-18.27538,0.77833307,25.088875,0.5396307,19.5275,-18.749168
1424,honghailan,6037,371153.8454,2385490.435,-15.691169,-21.303223,-18.497196,0.8265294,26.894485,0.4802875,22.229082,-21.402554
1425,honghailan,6038,371157.6818,2385483.953,-18.334562,-22.136467,-20.235516,0.8346301,26.307251,0.46941254,21.956823,-21.122192
1426,honghailan,6039,371170.1675,2385483.075,-17.512886,-20.786036,-19.14946,0.84099233,26.246157,0.46065772,22.072817,-21.231825
1427,honghailan,6040,371175.2211,2385480.555,-16.997164,-20.066038,-18.5316,0.8408335,28.303015,0.46087873,23.798122,-22.957289
1428,honghailan,6041,371190.7257,2385498.97,-13.585573,-19.589657,-16.587616,0.75766444,20.477985,0.562733,15.515441,-14.757777
1429,honghailan,6042,371196.4672,2385497.25,-13.770182,-19.130493,-16.450336,0.73606837,20.143665,0.585629,14.827115,-14.091046
1430,honghailan,6043,371185.3414,2385507.622,-13.978756,-20.509998,-17.244377,0.7253657,19.576294,0.59654903,14.199972,-13.4746065
1431,honghailan,6044,371187.7094,2385518.92,-14.43099,-20.222387,-17.326689,0.7057409,18.464882,0.6158994,13.031423,-12.325682
1432,honghailan,6048,371203.1003,2385498.931,-13.674056,-19.39883,-16.536444,0.73097193,21.293858,0.5908626,15.565212,-14.83424
1433,honghailan,6049,371208.728,2385530.972,-12.916268,-19.34102,-16.128645,0.72124046,19.753246,0.6006871,14.2468405,-13.5256
1434,honghailan,6050,372438.8828,2383402,-15.215832,-24.947199,-20.081516,0.5725942,15.727024,0.7288033,9.005203,-8.432609
1435,honghailan,6051,372428.5641,2383394.737,-17.329853,-21.026184,-19.178019,0.77867436,23.338963,0.5392386,18.173452,-17.394777
1436,honghailan,6052,372460.4729,2383380.409,-17.802057,-27.484295,-22.643177,0.5399894,14.166883,0.75253934,7.649967,-7.1099777
1437,honghailan,6053,372442.2166,2383379.973,-16.52899,-22.695286,-19.612137,0.7087751,21.927385,0.612962,15.541585,-14.832809
1438,honghailan,6055,372482.5392,2383358.224,-19.511406,-27.57494,-23.543173,0.47275022,11.7211,0.797624,5.5411525,-5.0684023
1439,honghailan,6056,372483.6901,2383322.545,-15.983667,-22.363932,-19.1738,0.7258306,18.88716,0.5960802,13.7088785,-12.9830475
1440,honghailan,6059,372426.8641,2383352.813,-16.494871,-23.446323,-19.970596,0.7715397,23.13617,0.5473614,17.850473,-17.078934
1441,honghailan,6060,372434.6826,2383345.273,-16.80722,-23.839952,-20.323586,0.7865084,24.745321,0.53013825,19.462402,-18.675894
1442,honghailan,6061,372443.136,2383353.925,-17.69626,-21.54362,-19.61994,0.82720447,26.736633,0.47939238,22.116663,-21.289457
1443,honghailan,6062,372445.0013,2383345.868,-17.84606,-22.692274,-20.269167,0.79596996,25.314583,0.51888037,20.149647,-19.353678
1444,honghailan,6063,372438.4529,2383335.192,-15.921052,-22.922443,-19.421747,0.8083363,25.170368,0.50369555,20.346123,-19.537786
1445,honghailan,6064,372446.6682,2383333.366,-16.218466,-24.03712,-20.127792,0.79742485,23.904745,0.5171223,19.062239,-18.264812
1446,honghailan,6065,372470.7321,2383284.754,-15.740847,-21.072699,-18.406773,0.78579706,27.43213,0.53097266,21.556087,-20.77029
1447,honghailan,6068,372518.7572,2383285.808,-15.604199,-25.16127,-20.382734,0.50980216,12.288589,0.77339196,6.264749,-5.7549467
1448,honghailan,6070,372461.1229,2383213.767,-15.513495,-22.481325,-18.99741,0.725392,23.16837,0.5965225,16.806149,-16.080757
1449,honghailan,6071,372490.2059,2383214.889,-15.464606,-19.973413,-17.71901,0.69082856,22.396532,0.6300611,15.472164,-14.781336
1450,honghailan,6072,372502.1704,2383191.793,-14.812875,-22.34961,-18.581242,0.66821414,20.01341,0.6507162,13.373244,-12.7050295
1451,honghailan,6073,372487.25,2383100.228,-15.172271,-23.21221,-19.19224,0.72240543,19.910118,0.5995224,14.383178,-13.660772
1452,honghailan,6074,372471.5866,2383075.833,-15.895005,-22.415966,-19.155485,0.7851411,24.88973,0.5317406,19.54195,-18.75681
1453,honghailan,6075,373619.3483,2381796.655,-11.267176,-18.755684,-15.01143,0.7532118,21.086193,0.56755275,15.882369,-15.129158
1454,honghailan,6076,373626.8532,2381797.128,-14.894697,-18.217342,-16.556019,0.84751135,27.338612,0.45147985,23.169785,-22.322273
1455,honghailan,6077,373617.9936,2381786.119,-12.14491,-19.210297,-15.677603,0.80399716,23.808767,0.5090869,19.142181,-18.338184
1456,honghailan,6078,373631.1381,2381790.183,-15.187425,-18.814909,-17.001167,0.8795621,29.026527,0.4028174,25.530632,-24.651072
1457,honghailan,6079,373635.8419,2381804.639,-14.966007,-18.228287,-16.597147,0.8399386,28.365652,0.46212125,23.825405,-22.985468
1458,honghailan,6080,373635.1372,2381781.407,-16.923885,-17.915594,-17.419739,0.9059371,31.724596,0.35712638,28.740488,-27.83455
1459,honghailan,6081,373643.6303,2381789.238,-15.917118,-17.263857,-16.590488,0.91039103,32.873367,0.34875536,29.927618,-29.017227
1460,honghailan,6082,373653.9756,2381788.683,-14.02761,-18.076456,-16.052032,0.85307455,28.49758,0.44347206,24.31056,-23.457485
1461,honghailan,6083,373663.2096,2381791.196,-12.802186,-18.89942,-15.850803,0.83270353,26.745201,0.4720258,22.270823,-21.43812
1462,honghailan,6084,373660.4023,2381800.155,-14.712765,-17.36238,-16.03757,0.8114398,26.949133,0.4997959,21.8676,-21.05616
1463,honghailan,6085,373664.8367,2381814.162,-14.185553,-19.886791,-17.036171,0.7601175,25.729254,0.5600548,19.557255,-18.797138
1464,honghailan,6086,373672.2583,2381813.686,-14.298497,-20.23663,-17.267563,0.77687037,25.784988,0.541307,20.031593,-19.254723
1465,honghailan,6087,373677.3436,2381819.686,-14.492511,-21.349592,-17.921051,0.7629721,24.30774,0.55691713,18.546127,-17.783155
1466,honghailan,6088,373690.3585,2381830.14,-17.733444,-22.049847,-19.891645,0.7709525,24.919935,0.54802305,19.212088,-18.441133
1467,honghailan,6089,373675.609,2381793.581,-12.985912,-21.585413,-17.285664,0.75518054,21.648813,0.56542826,16.348763,-15.593582
1468,honghailan,6095,373859.1948,2381748.356,-14.392851,-20.590427,-17.491638,0.6339726,15.89045,0.68028164,10.074109,-9.440137
1469,honghailan,6097,373860.0361,2381734.781,-16.807964,-21.701336,-19.25465,0.69105667,20.528883,0.62984776,14.186622,-13.495564
1470,honghailan,6099,373855.3504,2381724.686,-16.245436,-23.523178,-19.884308,0.69331807,21.597052,0.62772787,14.973626,-14.280308
1471,honghailan,6101,373888.037,2381645.629,-11.807005,-19.831188,-15.819097,0.68432677,18.81753,0.6360978,12.877339,-12.193012
1472,honghailan,6102,373891.6423,2381652.642,-11.768921,-20.617643,-16.193283,0.6267859,16.361631,0.68624586,10.2552395,-9.628453
1473,honghailan,6103,373898.3059,2381644.677,-12.322176,-20.504961,-16.413568,0.64737475,19.23534,0.66894144,12.452474,-11.805099
1474,honghailan,6104,373892.3038,2381636.106,-12.246621,-19.399866,-15.823244,0.7154855,20.230932,0.60639626,14.474939,-13.759454
1475,honghailan,6106,373908.6749,2381650.063,-13.096035,-22.67812,-17.887077,0.49751124,15.808269,0.78159136,7.8647914,-7.36728
1476,honghailan,6107,373907.1205,2381643.349,-13.355493,-21.100872,-17.228182,0.5235076,18.196743,0.764053,9.526134,-9.002625
1477,honghailan,6108,373905.6322,2381636.47,-12.025919,-20.607178,-16.316547,0.6020946,19.366995,0.70614743,11.660763,-11.058668
1478,honghailan,6109,373915.6533,2381648.078,-14.652073,-20.918642,-17.785358,0.5185406,18.832712,0.7674617,9.765526,-9.246985
1479,honghailan,6111,373908.0002,2381662.829,-14.527134,-23.147528,-18.83733,0.5094496,14.770856,0.7736294,7.525007,-7.015557
1480,honghailan,6112,373878.9351,2381650.273,-11.49334,-19.048962,-15.271151,0.69493127,18.942255,0.62620944,13.163566,-12.468634
1481,honghailan,6113,373882.9568,2381655.829,-11.885414,-19.8752,-15.880307,0.6717326,17.027689,0.6475645,11.438054,-10.766321
1482,honghailan,6114,374196.9345,2381590.653,-13.544927,-18.528513,-16.03672,0.6579038,18.22676,0.659826,11.991455,-11.333551
1483,honghailan,6115,374210.3092,2381591.086,-14.344384,-19.34148,-16.842932,0.66101885,15.953637,0.65709317,10.545655,-9.884636
1484,honghailan,6116,374200.0103,2381597.962,-14.565223,-18.873446,-16.719334,0.6463536,17.479916,0.6698157,11.298206,-10.651853
1485,honghailan,6117,374181.7981,2381548.142,-14.902071,-20.768272,-17.83517,0.6936495,16.982658,0.6274163,11.780012,-11.086363
1486,honghailan,6118,374180.8192,2381554.627,-15.812527,-20.728273,-18.270401,0.7095284,18.763828,0.6122298,13.313469,-12.60394
1487,honghailan,6119,374192.8246,2381557.161,-15.626681,-21.488873,-18.557777,0.70156676,18.856993,0.61990887,13.229439,-12.527872
1488,honghailan,6120,374193.5986,2381547.206,-14.678859,-22.733557,-18.706207,0.68108684,16.70194,0.6390759,11.375472,-10.694385
1489,honghailan,6121,374318.707,2381596.004,-13.3921585,-18.384026,-15.888092,0.68688345,17.740759,0.6337337,12.185834,-11.49895
1490,honghailan,6122,374318.7599,2381590.712,-12.93281,-18.499296,-15.716053,0.70257014,18.263947,0.61894834,12.831703,-12.129133
1491,honghailan,6123,374315.6379,2381583.463,-12.66497,-18.711254,-15.688112,0.68001777,17.80314,0.64005417,12.106452,-11.4264345
1492,honghailan,6124,374321.3555,2381580.129,-12.403937,-21.24597,-16.824953,0.6313343,17.2924,0.6824804,10.917286,-10.285952
1493,honghailan,6125,374315.4791,2381578.012,-12.326383,-20.065018,-16.1957,0.6601991,17.390085,0.6578139,11.480919,-10.82072
1494,honghailan,6126,374318.3366,2381573.25,-12.893488,-21.27344,-17.083464,0.6206266,16.658468,0.6912946,10.338689,-9.718062
1495,honghailan,6127,374312.8571,2381570.641,-12.218322,-20.225492,-16.221907,0.65358305,17.012854,0.6635892,11.119312,-10.46573
1496,honghailan,6128,374305.8456,2381579.597,-12.138237,-19.511639,-15.824938,0.683078,17.439129,0.637248,11.912285,-11.229207
1497,honghailan,6129,374302.2975,2381573.726,-11.28114,-19.123686,-15.202414,0.7023242,17.363976,0.619184,12.195141,-11.492816
1498,honghailan,6130,374296.6407,2381573.091,-11.28114,-19.123686,-15.202414,0.7023242,17.363976,0.619184,12.195141,-11.492816
1499,honghailan,6131,374304.102,2381568.434,-11.673309,-19.833307,-15.753308,0.6836895,17.42348,0.6366852,11.91225,-11.2285595
1500,honghailan,6132,374296.6407,2381566.9,-11.58456,-21.503353,-16.543957,0.7077648,17.747065,0.61394227,12.560748,-11.8529825
1501,honghailan,6133,374309.8699,2381562.19,-12.039269,-21.971172,-17.00522,0.65877026,18.048203,0.6590675,11.889619,-11.230849
1502,honghailan,6134,374314.2091,2381558.803,-12.407149,-21.644087,-17.025618,0.66453683,18.160395,0.6539866,12.068252,-11.403714
1503,honghailan,6135,374310.452,2381552.453,-12.634594,-21.352043,-16.993319,0.69896305,18.860922,0.62239176,13.183087,-12.484124
1504,honghailan,6136,374316.167,2381548.908,-13.851151,-22.349878,-18.100515,0.6712851,18.424377,0.6479666,12.36801,-11.696725
1505,honghailan,6141,374313.4154,2381527.212,-15.906697,-21.044712,-18.475704,0.7578534,20.069815,0.5625273,15.209977,-14.452124
1506,honghailan,6142,374295.6353,2381530.916,-14.594789,-21.7138,-18.154295,0.7557441,21.330872,0.56481814,16.12068,-15.364936
1507,honghailan,6144,374278.8766,2381541.632,-13.197236,-19.712137,-16.454687,0.7447447,20.163948,0.5765736,15.0169935,-14.272249
1508,honghailan,6145,374287.4332,2381550.548,-12.98151,-21.145298,-17.063404,0.7395803,20.27735,0.58198607,14.996728,-14.257148
1509,honghailan,6146,374299.2866,2381555.046,-12.772903,-21.010685,-16.891794,0.71753675,18.136087,0.60436976,13.0133095,-12.295773
1510,honghailan,6147,374288.3183,2381561.181,-13.462535,-19.705349,-16.583942,0.7518782,20.607021,0.56898594,15.49397,-14.742092
1511,honghailan,6149,374275.6328,2381548.961,-13.644591,-20.919264,-17.281927,0.7471112,20.299026,0.574071,15.16563,-14.418519
1512,honghailan,6150,374269.8649,2381559.158,-14.02648,-19.378815,-16.702648,0.7781584,21.678486,0.53983116,16.869297,-16.091139
1513,honghailan,6151,374259.8636,2381559.121,-11.680597,-19.536667,-15.608632,0.7577671,21.800274,0.56262124,16.51953,-15.761763
1514,honghailan,6153,374252.8362,2381555.66,-11.411435,-17.962864,-14.687149,0.7376934,20.837008,0.58394706,15.371324,-14.63363
1515,honghailan,6154,374262.0861,2381552.93,-14.132819,-20.867464,-17.500141,0.75182056,20.73606,0.56904775,15.589796,-14.8379755
1516,honghailan,6155,374243.8192,2381550.654,-12.333798,-18.992165,-15.662981,0.7166994,20.243832,0.60519814,14.508742,-13.792043
1517,honghailan,6156,374244.0944,2381545.257,-12.086373,-19.907907,-15.997141,0.7229743,21.648415,0.5989526,15.651247,-14.928273
1518,honghailan,6158,374260.8372,2381546.103,-11.539129,-21.100534,-16.319832,0.74464667,22.165483,0.576677,16.505453,-15.760807
1519,honghailan,6159,374266.3723,2381543.246,-12.88741,-20.583632,-16.735521,0.74684256,21.033234,0.57435584,15.708514,-14.961672
1520,honghailan,6162,374279.718,2381575.038,-12.919833,-17.626621,-15.273228,0.7595292,20.939137,0.5606986,15.903885,-15.144356
1521,honghailan,6163,374283.2634,2381567.577,-13.462535,-19.705349,-16.583942,0.7518782,20.607021,0.56898594,15.49397,-14.742092
1522,honghailan,6164,374289.0313,2381582.182,-12.182094,-16.568037,-14.375065,0.71903276,18.984137,0.60288596,13.650216,-12.931184
1523,honghailan,6165,374287.2321,2381596.575,-10.703209,-18.041245,-14.372227,0.71250534,19.579742,0.60932416,13.950671,-13.238166
1524,honghailan,6167,374285.7505,2381606.524,-12.000478,-19.271866,-15.636171,0.7077804,20.191584,0.6139271,14.291207,-13.583427
1525,honghailan,6169,374304.6947,2381591.813,-11.507234,-17.684303,-14.595768,0.7028167,17.609148,0.61871195,12.376003,-11.673187
1526,honghailan,6170,374260.3107,2381618.866,-15.184538,-23.45598,-19.32026,0.7305711,21.881838,0.5912716,15.9862385,-15.255667
1527,honghailan,6171,374258.8608,2381607.161,-14.098082,-20.259369,-17.178726,0.73885286,23.684479,0.58274317,17.499346,-16.760492
1528,honghailan,6172,374303.0576,2381482.196,-14.058287,-20.439312,-17.248798,0.7030149,17.9681,0.6185219,12.631842,-11.928827
1529,honghailan,6173,374308.1376,2381492.038,-13.040693,-20.235518,-16.638105,0.71280587,18.06996,0.60902977,12.880373,-12.167567
1530,honghailan,6174,374298.8771,2381493.255,-14.427372,-20.913424,-17.670399,0.7413214,21.924637,0.5801688,16.253202,-15.511881
1531,honghailan,6175,374289.3098,2381482.185,-16.431763,-20.511793,-18.471779,0.7114133,23.658937,0.6103922,16.831284,-16.11987
1532,honghailan,6178,374307.2909,2381460.764,-16.158432,-23.746183,-19.952309,0.6423006,17.320452,0.67326885,11.124937,-10.482636
1533,honghailan,6179,374305.3859,2381453.991,-16.972198,-24.918541,-20.94537,0.6074037,16.454231,0.7019431,9.994361,-9.386957
1534,honghailan,6180,374299.2475,2381447.324,-17.15266,-24.503908,-20.828285,0.6317295,20.002625,0.6821518,12.636248,-12.0045185
1535,honghailan,6181,374296.443,2381437.428,-17.369528,-23.329912,-20.34972,0.70463353,23.084717,0.6169666,16.266266,-15.561632
1536,honghailan,6183,374471.5512,2381372.651,-12.063175,-20.217842,-16.140509,0.62689006,16.434275,0.68615997,10.302484,-9.675593
1537,honghailan,6184,374469.7388,2381354.607,-11.297036,-19.453266,-15.375151,0.6131051,15.233253,0.697383,9.339585,-8.72648
1538,honghailan,6185,374453.4007,2381360.487,-10.858,-17.538307,-14.1981535,0.6302193,17.17859,0.6834064,10.826279,-10.19606
1539,honghailan,6186,374542.8036,2381392.092,-12.492283,-20.9708,-16.73154,0.61881065,20.061348,0.6927722,12.414176,-11.795365
1540,honghailan,6187,374535.2828,2381380.569,-13.060327,-20.046223,-16.553274,0.6433846,17.434994,0.67234796,11.217406,-10.574021
1541,honghailan,6190,374536.3411,2381325.999,-12.578256,-15.862844,-14.220551,0.77969444,25.401138,0.5380646,19.805126,-19.025433
1542,honghailan,6191,374547.9828,2381325.681,-12.949203,-16.32022,-14.634712,0.7713376,25.725231,0.5475892,19.842838,-19.0715
1543,honghailan,6193,374549.6762,2381316.738,-13.918636,-16.63759,-15.278113,0.7848255,25.528538,0.5321096,20.035448,-19.250622
1544,honghailan,6196,374515.3332,2381300.493,-12.874757,-16.238054,-14.556406,0.8226564,23.433708,0.4853846,19.27789,-18.455233
1545,honghailan,6197,374514.4865,2381292.555,-12.7499,-16.231861,-14.490881,0.8266354,24.115019,0.480147,19.934328,-19.107693
1546,honghailan,6198,374512.0524,2381283.559,-13.385282,-16.044588,-14.714935,0.85164404,25.523932,0.44554713,21.737305,-20.88566
1547,honghailan,6199,374532.637,2381281.707,-13.258379,-17.355677,-15.307028,0.7727716,22.355536,0.5459698,17.275723,-16.50295
1548,honghailan,6201,374501.813,2381381.402,-10.888499,-18.761015,-14.824757,0.6028145,16.491413,0.7055797,9.941263,-9.338449
1549,honghailan,6202,374575.8171,2381401.736,-14.817539,-23.382235,-19.099888,0.6245448,15.575486,0.6880895,9.727589,-9.1030445
1550,honghailan,6203,374564.5458,2381411.054,-16.470007,-21.904696,-19.187351,0.65674233,19.82488,0.6608407,13.019838,-12.363096
1551,honghailan,6204,374734.5541,2381393.407,-12.556898,-20.739653,-16.648275,0.6573716,17.657675,0.6602912,11.607654,-10.950282
1552,honghailan,6205,374745.6667,2381395.867,-12.840991,-22.199448,-17.52022,0.66134614,18.296831,0.65680504,12.100538,-11.439193
1553,honghailan,6206,374741.0629,2381385.39,-12.549483,-21.69106,-17.120272,0.6616225,18.156937,0.6565616,12.013039,-11.351416
1554,honghailan,6207,374750.5086,2381378.167,-14.803695,-22.942427,-18.87306,0.69917065,19.293234,0.6221943,13.489263,-12.790092
1555,honghailan,6209,374761.9386,2381397.058,-12.478192,-21.887293,-17.182743,0.6258969,15.417982,0.68697816,9.650066,-9.02417
1556,honghailan,6210,374763.0498,2381406.504,-13.870443,-21.873682,-17.872063,0.6368693,15.995119,0.67785484,10.186801,-9.549932
1557,honghailan,6212,374749.5561,2381406.9,-14.994525,-22.897038,-18.945782,0.67864674,17.608328,0.6413057,11.949835,-11.271188
1558,honghailan,6213,374744.8729,2381415.076,-15.837364,-22.742306,-19.289835,0.6931781,17.673134,0.62785935,12.250629,-11.557451
1559,honghailan,6217,374769.003,2381387.612,-12.147007,-20.882027,-16.514517,0.67418945,16.138649,0.6453505,10.8805065,-10.206317
1560,honghailan,6218,374778.6867,2381388.962,-11.544108,-19.078783,-15.311445,0.6544379,16.24345,0.6628471,10.630329,-9.975891
1561,honghailan,6219,374772.4161,2381378.087,-13.519888,-21.58352,-17.551704,0.69871455,17.966948,0.62262803,12.553768,-11.855053
1562,honghailan,6220,374760.2717,2381375.865,-15.791461,-21.472672,-18.632067,0.7381708,21.17352,0.5834518,15.629674,-14.891502
1563,honghailan,6222,374772.813,2381339.749,-11.540675,-19.765299,-15.652987,0.70901674,20.547142,0.61272734,14.568268,-13.859251
1564,honghailan,6223,374764.0023,2381343.638,-13.551927,-19.915224,-16.733576,0.7099927,22.199104,0.6117779,15.761202,-15.051209
1565,honghailan,6224,374756.7792,2381328.954,-12.4750805,-19.098083,-15.786582,0.70179373,19.395708,0.6196918,13.611786,-12.909992
1566,honghailan,6225,374785.0368,2381346.258,-11.615882,-17.927038,-14.77146,0.7124874,21.361607,0.60934174,15.219875,-14.507388
1567,honghailan,6226,374788.4499,2381338.32,-11.707677,-17.834835,-14.7712555,0.7285139,20.756413,0.5933648,15.121335,-14.392821
1568,honghailan,6228,374800.118,2381340.543,-12.589794,-18.448229,-15.5190115,0.75031555,22.174746,0.57065934,16.638056,-15.887741
1569,honghailan,6229,374809.4049,2381331.494,-14.411339,-18.49779,-16.454563,0.7746899,24.88942,0.5437938,19.281582,-18.506893
1570,honghailan,6231,374787.418,2381317.762,-11.581871,-18.742704,-15.162288,0.72743356,20.239162,0.59446007,14.722646,-13.995213
1571,honghailan,6232,374774.8767,2381322.207,-12.340741,-19.931408,-16.136074,0.7071448,18.295818,0.6145427,12.937793,-12.230648
1572,honghailan,6233,374768.6061,2381312.206,-12.103914,-17.884565,-14.99424,0.68489075,18.893082,0.6355774,12.939697,-12.2548065
1573,honghailan,6234,374781.6236,2381307.443,-12.8395405,-18.304228,-15.571884,0.7070804,19.481747,0.614605,13.775162,-13.068081
1574,honghailan,6236,374887.3381,2381412.311,-11.738675,-16.604261,-14.171469,0.68931526,19.524757,0.6314734,13.458714,-12.769398
1575,honghailan,6237,374889.8252,2381430.62,-9.916131,-16.389029,-13.15258,0.7089974,22.633482,0.61274606,16.047081,-15.338083
1576,honghailan,6238,374899.1385,2381421.413,-9.926087,-17.142376,-13.534231,0.65327704,17.353966,0.6638545,11.336947,-10.68367
1577,honghailan,6239,374913.3202,2381411.359,-11.169442,-18.645836,-14.907639,0.52891964,12.231569,0.7603069,6.469517,-5.9405975
1578,honghailan,6240,374923.8904,2381422.67,-10.723846,-19.562546,-15.143196,0.50800383,12.71246,0.7746019,6.4579782,-5.9499745
1579,honghailan,6241,374895.4344,2381400.987,-9.946496,-16.941456,-13.443975,0.65057266,15.847147,0.6661925,10.309721,-9.659148
