,CLASS_NAME,num,x,y,RVI,GNDVI,RDVI,CIg2,MSR2,MSAVI,MCARI1,MCARI2,CMRI
881,baigurang,9924,373299.4672,2381948.291,5.425662,0.4557377,38.686554,1.5702811,0.42942482,2633.804,471.61942,67.38556,1.1444857
882,baigurang,9925,373297.5622,2381948.503,5.425662,0.4557377,38.686554,1.5702811,0.42942482,2633.804,471.61942,67.38556,1.1444857
883,baigurang,9926,373297.5093,2381947.021,5.425662,0.4557377,38.686554,1.5702811,0.42942482,2633.804,471.61942,67.38556,1.1444857
884,baigurang,9927,373299.3614,2381950.566,5.425662,0.4557377,38.686554,1.5702811,0.42942482,2633.804,471.61942,67.38556,1.1444857
885,baigurang,9928,373301.8485,2381950.619,5.425662,0.4557377,38.686554,1.5702811,0.42942482,2633.804,471.61942,67.38556,1.1444857
886,baigurang,9929,373299.2027,2381952.577,5.425662,0.4557377,38.686554,1.5702811,0.42942482,2633.804,471.61942,67.38556,1.1444857
887,baigurang,9930,373297.5622,2381952.842,5.425662,0.4557377,38.686554,1.5702811,0.42942482,2633.804,471.61942,67.38556,1.1444857
888,baigurang,9931,373301.9014,2381964.166,6.1530814,0.5060827,43.212006,1.7034483,0.54524827,,549.7579,,1.226483
889,baigurang,9932,373301.3722,2381965.912,6.1530814,0.5060827,43.212006,1.7034483,0.54524827,,549.7579,,1.226483
890,baigurang,9933,373299.9435,2381966.335,6.1530814,0.5060827,43.212006,1.7034483,0.54524827,,549.7579,,1.226483
891,baigurang,9935,373299.3614,2381962.525,5.5906434,0.48102248,40.50124,1.681592,0.45859003,,504.83328,,1.177562
892,baigurang,9937,373303.8593,2381962.631,5.269006,0.46345425,38.617672,1.554995,0.43674245,,474.32513,,1.1444244
893,baigurang,9938,373303.3831,2381960.462,5.269006,0.46345425,38.617672,1.554995,0.43674245,,474.32513,,1.1444244
894,baigurang,9939,373301.4252,2381960.673,5.5906434,0.48102248,40.50124,1.681592,0.45859003,,504.83328,,1.177562
895,baigurang,9940,373299.8377,2381960.409,5.5906434,0.48102248,40.50124,1.681592,0.45859003,,504.83328,,1.177562
896,baigurang,9941,373305.2881,2381960.62,5.269006,0.46345425,38.617672,1.554995,0.43674245,,474.32513,,1.1444244
897,baigurang,9943,373305.4468,2381964.536,5.5299807,0.48249936,40.307484,1.6182364,0.5032449,,515.1661,,1.1762197
898,baigurang,9944,373305.5527,2381966.388,5.5299807,0.48249936,40.307484,1.6182364,0.5032449,,515.1661,,1.1762197
899,baigurang,9945,373303.3831,2381966.441,5.5299807,0.48249936,40.307484,1.6182364,0.5032449,,515.1661,,1.1762197
900,baigurang,9948,373205.446,2381882.418,5.546618,0.5019802,41.55982,1.552684,0.4617689,,517.55896,,1.196479
901,baigurang,9949,373207.7876,2381882.299,5.546618,0.5019802,41.55982,1.552684,0.4617689,,517.55896,,1.196479
902,baigurang,9950,373209.2561,2381882.577,5.546618,0.5019802,41.55982,1.552684,0.4617689,,517.55896,,1.196479
903,baigurang,9951,373209.8514,2381884.482,5.8156424,0.5130814,42.745262,1.602985,0.5450662,3072.5073,540.761,49.86347,1.2196388
904,baigurang,9952,373209.6926,2381886.188,5.8156424,0.5130814,42.745262,1.602985,0.5450662,3072.5073,540.761,49.86347,1.2196388
905,baigurang,9954,373205.4064,2381886.188,5.8156424,0.5130814,42.745262,1.602985,0.5450662,3072.5073,540.761,49.86347,1.2196388
906,baigurang,9955,373205.2079,2381884.839,5.8156424,0.5130814,42.745262,1.602985,0.5450662,3072.5073,540.761,49.86347,1.2196388
907,baigurang,9956,373203.4617,2381884.402,5.8156424,0.5130814,42.745262,1.602985,0.5450662,3072.5073,540.761,49.86347,1.2196388
908,baigurang,9957,373203.5014,2381886.109,5.8156424,0.5130814,42.745262,1.602985,0.5450662,3072.5073,540.761,49.86347,1.2196388
909,baigurang,9958,373203.6204,2381880.275,5.546618,0.5019802,41.55982,1.552684,0.4617689,,517.55896,,1.196479
910,baigurang,9959,373169.3568,2381842.995,4.6322465,0.4181919,35.958702,1.4861773,0.5460165,,521.62024,,1.0630938
911,baigurang,9961,373167.6106,2381844.688,5.55916,0.47381735,40.749886,1.6692308,0.5508043,,568.3499,,1.1689003
912,baigurang,9962,373167.6635,2381846.858,5.55916,0.47381735,40.749886,1.6692308,0.5508043,,568.3499,,1.1689003
913,baigurang,9963,373169.6743,2381846.964,5.55916,0.47381735,40.749886,1.6692308,0.5508043,,568.3499,,1.1689003
914,baigurang,9964,373171.6322,2381846.911,5.55916,0.47381735,40.749886,1.6692308,0.5508043,,568.3499,,1.1689003
915,baigurang,9965,373169.9389,2381848.551,5.55916,0.47381735,40.749886,1.6692308,0.5508043,,568.3499,,1.1689003
916,baigurang,9966,373165.6526,2381844.794,5.55916,0.47381735,40.749886,1.6692308,0.5508043,,568.3499,,1.1689003
917,baigurang,9968,373165.6526,2381848.339,5.55916,0.47381735,40.749886,1.6692308,0.5508043,,568.3499,,1.1689003
918,baigurang,9969,373215.8759,2381840.132,5.020478,0.45463535,39.66532,1.2601994,0.49808708,2889.1873,470.18253,46.603443,1.1224358
919,baigurang,9970,373215.8098,2381842.447,5.020478,0.45463535,39.66532,1.2601994,0.49808708,2889.1873,470.18253,46.603443,1.1224358
920,baigurang,9971,373215.8098,2381844.167,5.0846562,0.45753285,39.430202,1.2124883,0.46490782,2826.4714,444.101,43.02595,1.1288372
921,baigurang,9972,373217.9265,2381844.498,5.0846562,0.45753285,39.430202,1.2124883,0.46490782,2826.4714,444.101,43.02595,1.1288372
922,baigurang,9973,373219.3817,2381844.498,5.0846562,0.45753285,39.430202,1.2124883,0.46490782,2826.4714,444.101,43.02595,1.1288372
923,baigurang,9975,373217.7942,2381846.482,5.0846562,0.45753285,39.430202,1.2124883,0.46490782,2826.4714,444.101,43.02595,1.1288372
924,baigurang,9976,373219.9108,2381842.513,5.020478,0.45463535,39.66532,1.2601994,0.49808708,2889.1873,470.18253,46.603443,1.1224358
925,baigurang,9977,373219.9108,2381840.529,5.020478,0.45463535,39.66532,1.2601994,0.49808708,2889.1873,470.18253,46.603443,1.1224358
926,baigurang,9980,373147.8638,2381830.626,4.425532,0.41096663,34.925804,1.3531669,0.46654442,2444.2673,492.3656,41.10058,1.0423392
927,baigurang,9983,373148.0622,2381828.601,4.425532,0.41096663,34.925804,1.3531669,0.46654442,2444.2673,492.3656,41.10058,1.0423392
928,baigurang,9984,373143.4981,2381832.332,4.425532,0.41096663,34.925804,1.3531669,0.46654442,2444.2673,492.3656,41.10058,1.0423392
929,baigurang,9985,373143.6966,2381834.555,5.134892,0.46937725,39.3639,1.5645005,0.5547503,2775.2861,552.4848,,1.1433731
930,baigurang,9987,373141.2359,2381832.451,4.336824,0.39960575,34.575554,1.238274,0.43800336,,470.8786,,1.024851
931,baigurang,9988,373141.3947,2381830.546,4.336824,0.39960575,34.575554,1.238274,0.43800336,,470.8786,,1.024851
932,baigurang,9989,373143.5775,2381830.665,4.425532,0.41096663,34.925804,1.3531669,0.46654442,2444.2673,492.3656,41.10058,1.0423392
933,baigurang,9990,373505.904,2381764.249,4.5761046,0.43901184,37.433926,1.0697248,0.46221805,2766.9324,430.93686,74.01476,1.0803385
934,baigurang,9991,373505.8246,2381766.075,4.5761046,0.43901184,37.433926,1.0697248,0.46221805,2766.9324,430.93686,74.01476,1.0803385
935,baigurang,9992,373507.928,2381766.393,4.5761046,0.43901184,37.433926,1.0697248,0.46221805,2766.9324,430.93686,74.01476,1.0803385
936,baigurang,9996,373505.4674,2381770.242,4.5761046,0.43901184,37.433926,1.0697248,0.46221805,2766.9324,430.93686,74.01476,1.0803385
937,baigurang,9998,373503.4433,2381768.694,4.5761046,0.43901184,37.433926,1.0697248,0.46221805,2766.9324,430.93686,74.01476,1.0803385
938,baigurang,9999,373507.6899,2381762.344,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
939,baigurang,10000,373505.7849,2381762.225,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
940,baigurang,10001,373505.7055,2381760.439,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
941,baigurang,10002,373507.9677,2381760.32,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
942,baigurang,10003,373510.0315,2381760.36,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
943,baigurang,10004,373510.0315,2381762.424,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
944,baigurang,10005,373510.1505,2381764.527,4.5761046,0.43901184,37.433926,1.0697248,0.46221805,2766.9324,430.93686,74.01476,1.0803385
945,baigurang,10006,373507.7296,2381748.414,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
946,baigurang,10007,373505.3086,2381748.255,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
947,baigurang,10008,373505.7452,2381750.597,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
948,baigurang,10009,373505.7452,2381752.542,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
949,baigurang,10010,373507.9677,2381752.661,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
950,baigurang,10011,373510.0315,2381752.661,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
951,baigurang,10012,373510.0315,2381750.914,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
952,baigurang,10013,373510.0711,2381748.533,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
953,baigurang,10014,373511.9365,2381750.954,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
954,baigurang,10015,373511.9365,2381752.7,4.6805778,0.46202055,38.54462,1.2879776,0.46453068,,468.64047,,1.1099437
955,baigurang,10016,373511.1824,2381754.169,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
956,baigurang,10017,373509.714,2381754.566,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
957,baigurang,10019,373505.7055,2381754.645,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
958,baigurang,10020,373507.928,2381756.352,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
959,baigurang,10021,373509.1583,2381756.391,4.682334,0.45651627,38.370934,1.1512059,0.45439994,2817.3179,440.56824,,1.1045482
960,baigurang,10023,373505.3483,2381738.492,4.6962843,0.45897114,38.531406,1.3701298,0.47253385,,488.71832,,1.1078651
961,baigurang,10024,373507.928,2381738.532,4.6962843,0.45897114,38.531406,1.3701298,0.47253385,,488.71832,,1.1078651
962,baigurang,10026,373506.023,2381740.397,4.6962843,0.45897114,38.531406,1.3701298,0.47253385,,488.71832,,1.1078651
963,baigurang,10029,373447.5235,2381734.484,5.207957,0.46192893,39.71545,1.3,0.49194747,2832.3103,479.86783,49.952236,1.1397617
964,baigurang,10030,373447.9204,2381736.19,5.207957,0.46192893,39.71545,1.3,0.49194747,2832.3103,479.86783,49.952236,1.1397617
965,baigurang,10031,373445.6979,2381736.667,5.207957,0.46192893,39.71545,1.3,0.49194747,2832.3103,479.86783,49.952236,1.1397617
966,baigurang,10032,373445.4598,2381734.484,5.207957,0.46192893,39.71545,1.3,0.49194747,2832.3103,479.86783,49.952236,1.1397617
967,baigurang,10035,373449.4682,2381738.254,5.207957,0.46192893,39.71545,1.3,0.49194747,2832.3103,479.86783,49.952236,1.1397617
968,baigurang,10036,373449.5476,2381736.786,5.207957,0.46192893,39.71545,1.3,0.49194747,2832.3103,479.86783,49.952236,1.1397617
969,baigurang,10040,373439.6257,2381746.469,5.630058,0.4742684,40.964855,1.4731286,0.46347356,2910.8274,475.95505,110.254524,1.172612
970,baigurang,10041,373441.4116,2381746.588,5.630058,0.4742684,40.964855,1.4731286,0.46347356,2910.8274,475.95505,110.254524,1.172612
971,baigurang,10042,373441.5307,2381744.445,5.630058,0.4742684,40.964855,1.4731286,0.46347356,2910.8274,475.95505,110.254524,1.172612
972,baigurang,10043,373557.7139,2381768.456,4.2534776,0.41709578,36.105762,1.0547704,0.41509733,2701.136,421.08337,45.128315,1.0363955
973,baigurang,10044,373559.3808,2381768.403,4.2534776,0.41709578,36.105762,1.0547704,0.41509733,2701.136,421.08337,45.128315,1.0363955
974,baigurang,10046,373560.2274,2381772.61,4.2534776,0.41709578,36.105762,1.0547704,0.41509733,2701.136,421.08337,45.128315,1.0363955
975,baigurang,10048,373557.317,2381770.811,4.2534776,0.41709578,36.105762,1.0547704,0.41509733,2701.136,421.08337,45.128315,1.0363955
976,baigurang,10049,373557.6345,2381774.277,3.8219972,0.3885384,33.781746,0.83233017,0.38106003,,380.1104,,0.97377247
977,baigurang,10050,373559.3808,2381774.568,3.8219972,0.3885384,33.781746,0.83233017,0.38106003,,380.1104,,0.97377247
978,baigurang,10051,373561.7356,2381774.145,3.8219972,0.3885384,33.781746,0.83233017,0.38106003,,380.1104,,0.97377247
979,baigurang,10054,373563.6935,2381775.785,3.9531915,0.40332326,35.232513,0.86835444,0.38760275,,397.93808,,0.9995432
980,baigurang,10055,373561.6826,2381776.076,3.8219972,0.3885384,33.781746,0.83233017,0.38106003,,380.1104,,0.97377247
981,baigurang,10057,373566.0112,2381788.201,3.4075031,0.3556356,31.883083,0.5583067,0.34038717,2554.2737,335.49713,,0.901864
982,baigurang,10058,373566.0112,2381790.265,3.4075031,0.3556356,31.883083,0.5583067,0.34038717,2554.2737,335.49713,,0.901864
983,baigurang,10059,373567.9956,2381790.503,3.4075031,0.3556356,31.883083,0.5583067,0.34038717,2554.2737,335.49713,,0.901864
984,baigurang,10062,373576.039,2381800.452,3.1116505,0.3185909,29.893555,0.3781132,0.25848725,2507.9646,281.61624,38.376225,0.8321682
985,baigurang,10063,373577.5603,2381800.584,3.1116505,0.3185909,29.893555,0.3781132,0.25848725,2507.9646,281.61624,38.376225,0.8321682
986,baigurang,10064,373577.6926,2381798.599,3.1116505,0.3185909,29.893555,0.3781132,0.25848725,2507.9646,281.61624,38.376225,0.8321682
987,baigurang,10065,373579.4124,2381804.486,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
988,baigurang,10066,373607.8287,2381828.643,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
989,baigurang,10067,373609.8925,2381828.643,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
990,baigurang,10069,373607.67,2381826.42,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
991,baigurang,10070,373609.8528,2381826.341,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
992,baigurang,10071,373605.6459,2381824.158,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
993,baigurang,10072,373605.7253,2381826.46,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
994,baigurang,10073,373603.7409,2381826.42,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
995,baigurang,10074,373603.5821,2381824.396,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
996,baigurang,10075,373605.4078,2381828.564,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
997,baigurang,10076,373603.979,2381828.405,3.2305796,0.3336727,30.883621,0.46906036,0.2605422,,302.00217,,0.86092424
998,baigurang,10078,373579.9797,2381806.063,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
999,baigurang,10079,373581.9906,2381806.19,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
1000,baigurang,10080,373577.9054,2381806.444,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
1001,baigurang,10081,373577.3762,2381804.603,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
1002,baigurang,10082,373577.5032,2381802.676,3.1116505,0.3185909,29.893555,0.3781132,0.25848725,2507.9646,281.61624,38.376225,0.8321682
1003,baigurang,10083,373576.1485,2381802.465,3.1116505,0.3185909,29.893555,0.3781132,0.25848725,2507.9646,281.61624,38.376225,0.8321682
1004,baigurang,10084,373575.7464,2381804.391,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
1005,baigurang,10085,373575.7252,2381806.254,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
1006,baigurang,10086,373573.8625,2381806.296,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
1007,baigurang,10087,373573.7355,2381804.857,2.4614525,0.22388889,23.499956,0.1130995,0.13220005,2147.5334,159.87936,33.46025,0.64609677
1008,baigurang,10088,373573.5027,2381802.825,3.1116505,0.3185909,29.893555,0.3781132,0.25848725,2507.9646,281.61624,38.376225,0.8321682
1009,baigurang,10089,373995.5166,2381534.473,3.7592318,0.3537234,32.908955,0.7004115,0.42545822,2481.0466,349.86002,34.42642,0.93348753
1010,baigurang,10090,373995.7944,2381536.934,3.7592318,0.3537234,32.908955,0.7004115,0.42545822,2481.0466,349.86002,34.42642,0.93348753
1011,baigurang,10091,373997.5804,2381537.013,3.7592318,0.3537234,32.908955,0.7004115,0.42545822,2481.0466,349.86002,34.42642,0.93348753
1012,baigurang,10092,373997.8582,2381539.077,3.7592318,0.3537234,32.908955,0.7004115,0.42545822,2481.0466,349.86002,34.42642,0.93348753
1013,baigurang,10093,373995.596,2381538.799,3.7592318,0.3537234,32.908955,0.7004115,0.42545822,2481.0466,349.86002,34.42642,0.93348753
1014,baigurang,10094,374005.7163,2381542.887,4.265041,0.38343883,35.287857,0.9007699,0.4565432,,388.11932,,1.0035747
1015,baigurang,10095,374005.6766,2381541.101,4.265041,0.38343883,35.287857,0.9007699,0.4565432,,388.11932,,1.0035747
1016,baigurang,10097,374007.8198,2381545.189,4.1223493,0.3778626,34.156796,0.7475898,0.37280482,,329.23715,,0.98741674
1017,baigurang,10098,374007.5419,2381546.776,4.1223493,0.3778626,34.156796,0.7475898,0.37280482,,329.23715,,0.98741674
1018,baigurang,10099,374005.5576,2381546.975,4.1223493,0.3778626,34.156796,0.7475898,0.37280482,,329.23715,,0.98741674
1019,baigurang,10100,374005.3591,2381544.99,4.1223493,0.3778626,34.156796,0.7475898,0.37280482,,329.23715,,0.98741674
1020,baigurang,10101,374009.3279,2381544.673,4.1223493,0.3778626,34.156796,0.7475898,0.37280482,,329.23715,,0.98741674
1021,baigurang,10102,374009.4073,2381543.046,4.265041,0.38343883,35.287857,0.9007699,0.4565432,,388.11932,,1.0035747
1022,baigurang,10103,374011.4313,2381544.554,4.1223493,0.3778626,34.156796,0.7475898,0.37280482,,329.23715,,0.98741674
1023,baigurang,10104,374011.471,2381542.768,4.265041,0.38343883,35.287857,0.9007699,0.4565432,,388.11932,,1.0035747
1024,baigurang,10105,373971.4659,2381514.709,3.5936599,0.37524125,31.879635,0.7740512,0.39575976,,337.33832,,0.93985856
1025,baigurang,10106,373971.7834,2381516.733,3.5936599,0.37524125,31.879635,0.7740512,0.39575976,,337.33832,,0.93985856
1026,baigurang,10108,373969.7991,2381518.201,3.5936599,0.37524125,31.879635,0.7740512,0.39575976,,337.33832,,0.93985856
1027,baigurang,10109,373969.2037,2381516.733,3.5936599,0.37524125,31.879635,0.7740512,0.39575976,,337.33832,,0.93985856
1028,baigurang,10110,373965.1159,2381510.541,3.6454413,0.3738751,32.264404,0.8780488,0.4140906,2459.3647,364.80887,35.207596,0.9433455
1029,baigurang,10111,373971.6247,2381508.557,3.6454413,0.3738751,32.264404,0.8780488,0.4140906,2459.3647,364.80887,35.207596,0.9433455
1030,baigurang,10112,373969.7594,2381506.731,3.6454413,0.3738751,32.264404,0.8780488,0.4140906,2459.3647,364.80887,35.207596,0.9433455
1031,baigurang,10114,373951.4237,2381506.811,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1032,baigurang,10115,373951.6221,2381508.478,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1033,baigurang,10117,373949.9553,2381510.859,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1034,baigurang,10118,373949.479,2381508.914,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1035,baigurang,10119,373944.9679,2381508.7,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1036,baigurang,10120,373944.8488,2381510.922,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1037,baigurang,10121,373944.8885,2381506.477,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1038,baigurang,10122,373944.8885,2381505.049,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1039,baigurang,10123,373943.1025,2381506.835,3.3739836,0.30094042,28.14989,0.54798204,0.29324117,,264.1234,,0.84369135
1040,baigurang,10124,373903.6273,2381492.294,3.2325976,0.28,26.336897,0.7068161,0.37987185,1844.2816,334.53214,28.230253,0.80747694
1041,baigurang,10125,373903.495,2381494.775,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1042,baigurang,10126,373905.744,2381494.775,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1043,baigurang,10127,373905.8432,2381496.131,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1044,baigurang,10128,373903.7265,2381496.495,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1045,baigurang,10130,373905.5455,2381498.711,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1046,baigurang,10131,373907.6622,2381498.413,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1047,baigurang,10132,373907.7614,2381496.197,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1048,baigurang,10133,373909.5804,2381498.644,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1049,baigurang,10135,373907.5961,2381500.596,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1050,baigurang,10136,373905.4794,2381500.43,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1051,baigurang,10137,373907.4307,2381502.316,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1052,baigurang,10138,373909.6466,2381502.15,3.706927,0.32929936,29.604794,1.0151947,0.41486555,,392.12814,,0.9043937
1053,baigurang,10141,373889.7984,2381476.774,4.4203153,0.40105468,35.105236,1.1760889,0.493115,,438.15964,,1.0320724
1054,baigurang,10142,373889.9571,2381474.499,4.4203153,0.40105468,35.105236,1.1760889,0.493115,,438.15964,,1.0320724
1055,baigurang,10145,373894.6535,2381472.485,3.524138,0.30941704,28.579798,0.80797774,0.2911249,,318.07404,,0.86734384
1056,baigurang,10147,373891.915,2381470.319,4.091388,0.37548006,32.680717,1.1466415,0.44323725,,435.3869,,0.9826599
1057,baigurang,10148,373891.8621,2381468.996,4.091388,0.37548006,32.680717,1.1466415,0.44323725,,435.3869,,0.9826599
1058,baigurang,10149,373887.523,2381468.255,4.091388,0.37548006,32.680717,1.1466415,0.44323725,,435.3869,,0.9826599
1059,baigurang,10150,373887.5759,2381466.191,4.091388,0.37548006,32.680717,1.1466415,0.44323725,,435.3869,,0.9826599
1060,baigurang,10151,373887.6288,2381464.286,4.091388,0.37548006,32.680717,1.1466415,0.44323725,,435.3869,,0.9826599
1061,baigurang,10152,373885.7767,2381456.401,3.8468158,0.3467912,31.168736,0.9105166,0.41976967,,407.99658,,0.93414915
1062,baigurang,10153,373883.7659,2381456.56,3.8468158,0.3467912,31.168736,0.9105166,0.41976967,,407.99658,,0.93414915
1063,baigurang,10155,373883.7129,2381460.635,3.8468158,0.3467912,31.168736,0.9105166,0.41976967,,407.99658,,0.93414915
1064,baigurang,10157,373881.3317,2381454.126,4.012411,0.363253,31.954386,1.1324503,0.42921335,,437.03018,,0.9642435
1065,baigurang,10158,373879.9029,2381452.115,3.217608,0.29565218,26.494144,0.8879392,0.31773058,,354.5756,,0.82144976
1066,baigurang,10160,373861.6414,2381406.601,3.0403023,0.3278328,28.602095,0.5744681,0.28308073,,293.9537,,0.8328203
1067,baigurang,10162,373865.716,2381406.707,3.18375,0.34087917,30.197086,0.6525559,0.3440902,,333.03134,,0.86283916
1068,baigurang,10163,373865.2397,2381404.326,3.18375,0.34087917,30.197086,0.6525559,0.3440902,,333.03134,,0.86283916
1069,baigurang,10164,373865.716,2381402.633,4.1020093,0.3465246,34.932095,0.80124223,0.40950558,,409.82278,,0.9545222
1070,baigurang,10165,373863.758,2381402.58,4.1020093,0.3465246,34.932095,0.80124223,0.40950558,,409.82278,,0.9545222
1071,baigurang,10166,373847.5655,2381398.664,3.3885088,0.32743838,30.826702,0.57689244,0.3514498,2394.4443,340.45697,,0.87170273
1072,baigurang,10168,373845.3959,2381398.611,3.3885088,0.32743838,30.826702,0.57689244,0.3514498,2394.4443,340.45697,,0.87170273
1073,baigurang,10169,373847.4597,2381403.215,3.3885088,0.32743838,30.826702,0.57689244,0.3514498,2394.4443,340.45697,,0.87170273
1074,baigurang,10170,373845.7663,2381402.95,3.3885088,0.32743838,30.826702,0.57689244,0.3514498,2394.4443,340.45697,,0.87170273
1075,baigurang,10171,373848.0418,2381405.014,2.9456663,0.31239194,27.233152,0.49119866,0.26338726,2195.9265,274.84702,,0.8055067
1076,baigurang,10172,373847.7243,2381407.236,2.9456663,0.31239194,27.233152,0.49119866,0.26338726,2195.9265,274.84702,,0.8055067
1077,baigurang,10174,373851.7988,2381406.813,2.9456663,0.31239194,27.233152,0.49119866,0.26338726,2195.9265,274.84702,,0.8055067
1078,baigurang,10175,373851.7459,2381405.49,2.9456663,0.31239194,27.233152,0.49119866,0.26338726,2195.9265,274.84702,,0.8055067
1079,baigurang,10176,373853.9155,2381405.12,3.0403023,0.3278328,28.602095,0.5744681,0.28308073,,293.9537,,0.8328203
1080,baigurang,10177,373781.7919,2381376.474,4.3741937,0.42812008,36.241753,1.3922652,0.4285727,,470.65753,,1.0559711
1081,baigurang,10178,373782.0896,2381378.558,4.3741937,0.42812008,36.241753,1.3922652,0.4285727,,470.65753,,1.0559711
1082,baigurang,10179,373780.1383,2381376.606,4.3741937,0.42812008,36.241753,1.3922652,0.4285727,,470.65753,,1.0559711
1083,baigurang,10180,373783.7432,2381378.491,4.0639343,0.38879552,33.627945,1.2098992,0.39625943,2466,426.6656,141.07375,0.9938457
1084,baigurang,10181,373783.7102,2381376.276,4.0639343,0.38879552,33.627945,1.2098992,0.39625943,2466,426.6656,141.07375,0.9938457
1085,baigurang,10182,373779.6753,2381378.392,4.3741937,0.42812008,36.241753,1.3922652,0.4285727,,470.65753,,1.0559711
1086,baigurang,10184,373773.8875,2381356.465,4.350427,0.40841174,35.03353,1.2703462,0.43733805,2482.49,446.59467,34.906727,1.0346098
1087,baigurang,10185,373777.757,2381356.366,4.350427,0.40841174,35.03353,1.2703462,0.43733805,2482.49,446.59467,34.906727,1.0346098
