,CLASS_NAME,num,x,y,RVI,DVI,GNDVI,EVI2,MTVI2,MCARI,NDVIRE,NDWI,CMRI,advanced1,advanced2,advanced5,advanced6,advanced7,advanced10,higher3,higher5,higher6,higher7,higher8,higher9,simple2,simple4,simple6,simple7
1064,baigurang,10157,373881.3317,2381454.126,12.093333,0.2496,0.60436314,0.4705527,0.535727,0.7435776,0.739734,-0.60436314,1.4516137,52.51662,88.10291,318.07645,4.180593,2.1366088,0.9478852,20.661291,0.000436801,2492.0122,0.00038143,1854.492,0.001725971,5.702973,0.49511617,486.00897,125915.74
1065,baigurang,10158,373879.9029,2381452.115,11.241993,0.28779998,0.6162701,0.52011794,0.57967705,0.80749154,0.72571987,-0.6162701,1.452898,53.20637,88.07514,319.06787,4.089472,2.0889795,0.9392675,19.354431,0.000431942,2532,0.000374634,1852.6064,0.002011802,5.5224905,0.5139693,-349.72775,125618.05
1066,baigurang,10160,373861.6414,2381406.601,7.575667,0.22159998,0.5164835,0.41461477,0.4551481,0.5705521,0.663,-0.5164835,1.2832655,53.534626,59.53966,221.00629,4.8094153,2.1823397,0.94352466,14.719845,0.000375804,2853.6692,0.000330737,2317.4644,0.001626622,6.6573205,0.405984,-7.386679,69097.83
1067,baigurang,10162,373865.716,2381406.707,15.323651,0.3452,0.6813112,0.6047059,0.68303835,1.3556824,0.79277724,-0.6813112,1.5587895,52.724377,58.872784,217.31662,4.937582,2.2019296,0.95123976,15.233083,0.000383246,2796.9775,0.00033741,2293.2158,0.001388959,6.8189898,0.3946907,486.8795,69051.28
1068,baigurang,10163,373865.2397,2381404.326,9.136498,0.27420002,0.5673199,0.49359873,0.54615057,0.7475504,0.69625956,-0.5673199,1.3700132,51.80748,57.23579,210.14261,5.0484176,2.2285511,0.9599662,15.65704,0.000390237,2745.0217,0.000344929,2284.495,0.001159406,7.0297112,0.36218664,966.21906,70284.21
1069,baigurang,10164,373865.716,2381402.633,7.020202,0.1788,0.5048719,0.34927878,0.37602592,0.5344436,0.6716418,-0.5048719,1.2555016,50.91828,54.05842,196.26968,5.0934405,2.2513406,0.96773183,16.333334,0.00039924,2680.6667,0.000358826,2284.586,0.000949665,7.22348,0.3405642,1383.1975,69397.16
1070,baigurang,10165,373863.758,2381402.58,6.8289857,0.20109999,0.49302918,0.3813334,0.41498876,0.53573334,0.6523929,-0.49302918,1.2375681,51.297783,55.400246,201.52618,5.07261,2.2549198,0.96501756,15.768167,0.000394705,2716.052,0.000355677,2313.6125,0.000992168,7.1922927,0.34472945,1214.5106,69275.54
1071,baigurang,10166,373847.5655,2381398.664,5.507905,0.2281,0.53258175,0.4072807,0.40690365,0.55778646,0.6116653,-0.53258175,1.2252632,53.42521,58.99233,203.99979,4.9672213,2.3748999,0.9652241,15.419929,0.000377071,2856.4236,0.000344111,2403.2751,0.001111849,6.988389,0.3410806,188.28026,64394.12
1072,baigurang,10168,373845.3959,2381398.611,6.560847,0.2102,0.49262714,0.39253914,0.42427462,0.50295603,0.6322957,-0.49262714,1.2281065,53.844875,60.521645,208.19183,4.8690667,2.3624167,0.95611954,14.7703705,0.000376145,2867.8481,0.000339826,2364.6038,0.001286712,6.7771397,0.36216286,-87.226494,66914
1073,baigurang,10169,373847.4597,2381403.215,1.7412453,0.038100004,0.021689525,0.078533396,0.11110336,0.04683647,0.21943814,-0.021689525,0.2920941,55.33241,60.216373,217.10371,4.4095907,2.1419642,0.9257471,13.969957,0.000366218,2942.3733,0.000321497,2312.4778,0.002253029,5.999556,0.45550153,-1034.2625,72530.375
1074,baigurang,10170,373845.7663,2381402.95,11.865285,0.2097,0.577135,0.4110733,0.4723929,0.5561226,0.72349566,-0.577135,1.421678,54.99723,61.775616,218.09415,4.493856,2.2145352,0.9267422,13.728033,0.000370786,2911.1465,0.000326961,2295.739,0.002055268,6.1323295,0.436015,-839.9209,72792.76
1075,baigurang,10171,373848.0418,2381405.014,7.959707,0.19,0.5163992,0.37027797,0.40782008,0.53993964,0.6820035,-0.5163992,1.2931776,54.9446,59.905518,217.74396,4.4824157,2.1540124,0.93312454,14.427386,0.000367268,2928.4482,0.000324412,2342.6028,0.002015749,6.1309495,0.43939415,-697.05884,68144.445
1076,baigurang,10172,373847.7243,2381407.236,0.14518519,-0.0577,-0.8382838,-0.12310121,-0.013683395,-0.009355732,-0.45631066,0.8382838,-1.5847261,56.82133,54.135666,198.34045,3.968842,1.9593042,0.89914846,14.268292,0.000352476,3037.156,0.000303099,2291.1284,0.003585402,5.303124,0.52435464,-1816.8331,72193.125
1077,baigurang,10174,373851.7988,2381406.813,8.080321,0.17629999,0.48377576,0.34953526,0.3957981,0.32877153,0.6258452,-0.48377576,1.2635192,55.300552,59.071716,218.64975,4.3523417,2.0767796,0.9200761,14.448276,0.000365772,2931.375,0.00032234,2326.452,0.002427516,5.9079814,0.46909514,-947.20886,69550.64
1078,baigurang,10175,373851.7459,2381405.49,8.080321,0.17629999,0.48377576,0.34953526,0.3957981,0.32877153,0.6258452,-0.48377576,1.2635192,55.300552,59.071716,218.64975,4.3523417,2.0767796,0.9200761,14.448276,0.000365772,2931.375,0.00032234,2326.452,0.002427516,5.9079814,0.46909514,-947.20886,69550.64
1079,baigurang,10176,373853.9155,2381405.12,13.965665,0.3021,0.6253747,0.5467596,0.6333094,1.6041523,0.8095628,-0.6253747,1.4917355,53.688366,59.87103,222.4121,4.7223206,2.1585834,0.9347729,14.803922,0.000374872,2859.4,0.000327783,2307.955,0.001589803,6.5024943,0.41157517,22.328436,69273.93
1080,baigurang,10177,373781.7919,2381376.474,11.696498,0.2749,0.6381472,0.5044851,0.5572243,0.7148331,0.7224622,-0.6381472,1.4806235,49.28393,75.33074,273.73016,4.1104493,2.137592,0.9621812,29.091953,0.000468075,2251.7434,0.000400968,1759.3917,0.001553737,5.7826433,0.45659757,3804.5952,145621.75
1081,baigurang,10178,373782.0896,2381378.558,4.5704226,0.1521,0.5034749,0.29319012,0.27785197,0.3429648,0.5688259,-0.5034749,1.1444356,49.82964,78.72028,287.43793,4.12156,2.1091,0.9566953,27.734375,0.000462296,2298.8086,0.000393886,1794.5897,0.001686983,5.7097216,0.4715442,3392.3486,140575
1082,baigurang,10179,373780.1383,2381376.606,11.696498,0.2749,0.6381472,0.5044851,0.5572243,0.7148331,0.7224622,-0.6381472,1.4806235,49.28393,75.33074,273.73016,4.1104493,2.137592,0.9621812,29.091953,0.000468075,2251.7434,0.000400968,1759.3917,0.001553737,5.7826433,0.45659757,3804.5952,145621.75
1083,baigurang,10180,373783.7432,2381378.491,4.5704226,0.1521,0.5034749,0.29319012,0.27785197,0.3429648,0.5688259,-0.5034749,1.1444356,49.82964,78.72028,287.43793,4.12156,2.1091,0.9566953,27.734375,0.000462296,2298.8086,0.000393886,1794.5897,0.001686983,5.7097216,0.4715442,3392.3486,140575
1084,baigurang,10181,373783.7102,2381376.276,17.485294,0.2242,0.6008078,0.4411857,0.53958285,1.4612069,0.8421357,-0.6008078,1.4926137,50.25485,80.66635,295.29144,4.132503,2.1040537,0.9532471,27.421875,0.000459452,2319.4492,0.000397359,1828.9958,0.001741855,5.6918125,0.477053,3027.8706,136146.02
1085,baigurang,10182,373779.6753,2381378.392,19.248703,0.35219997,0.6994511,0.62102383,0.72311366,1.4311048,0.815311,-0.6994511,1.6006793,47.955677,64.13931,231.46028,4.0290837,2.1484027,0.96685135,31.722628,0.000473944,2208.3687,0.000403943,1744.5624,0.001231333,5.860412,0.4345779,4361.7354,152621.36
1086,baigurang,10184,373773.8875,2381356.465,27.522728,0.2334,0.64986384,0.46187827,0.59330976,1.3848069,0.8659558,-0.64986384,1.5797443,49.79363,70.47957,251.96538,4.2080207,2.1750183,0.9635255,24.23194,0.000452309,2328.0913,0.000383919,1806.5724,0.001409941,6.0497236,0.44840315,3314.8225,128216.63
1087,baigurang,10185,373777.757,2381356.366,17.720238,0.2809,0.6814459,0.5248427,0.6119328,1.3092535,0.8194519,-0.6814459,1.5746098,50.80471,75.52557,272.4707,4.138938,2.132972,0.9549573,22.79283,0.000447137,2364.1833,0.000379197,1814.7073,0.001713709,5.8638525,0.4733242,2669.1567,120507.305
1088,baigurang,10186,373777.4263,2381353.852,21.416668,0.34300002,0.6797386,0.61244756,0.73851347,1.6379652,0.8354554,-0.6797386,1.5905193,51.054016,76.08434,276.0853,4.1155915,2.1304653,0.9524551,22.389559,0.000445751,2372.952,0.000380367,1829.0668,0.001793099,5.8192854,0.4732609,2498.9546,118183.875
1089,baigurang,10188,373777.5255,2381352.628,16.09189,0.2792,0.6748242,0.52008045,0.5976564,1.051048,0.7930649,-0.6748242,1.5578096,51.265926,76.52208,277.35147,4.070392,2.142918,0.9510413,22.14516,0.000443704,2385.2297,0.00038224,1855.3164,0.001873908,5.7917128,0.4716237,2357.0728,115275.73
1090,baigurang,10189,373777.1286,2381350.611,7.6868687,0.19860001,0.53789157,0.38204652,0.41064402,0.5405468,0.67308754,-0.53789157,1.3076589,51.46399,76.81103,278.8314,4.100957,2.1260183,0.94920355,21.620409,0.000442004,2396.7388,0.000379769,1860.0237,0.001951504,5.7674966,0.4825149,2168.7341,113249.68
1091,baigurang,10190,373776.0703,2381350.346,7.6868687,0.19860001,0.53789157,0.38204652,0.41064402,0.5405468,0.67308754,-0.53789157,1.3076589,51.46399,76.81103,278.8314,4.100957,2.1260183,0.94920355,21.620409,0.000442004,2396.7388,0.000379769,1860.0237,0.001951504,5.7674966,0.4825149,2168.7341,113249.68
1092,baigurang,10191,373777.6909,2381348.726,9.007117,0.22500001,0.5700993,0.42596212,0.46525764,0.61127484,0.6942329,-0.5700993,1.3702415,51.62327,76.991035,280.96136,4.1059985,2.1038568,0.9479388,21.600822,0.000439526,2409.4404,0.000378344,1873.9419,0.002040506,5.746663,0.49011552,2019.9749,112302.17
1093,baigurang,10192,373779.7414,2381348.66,14.423963,0.2913,0.6374575,0.53348523,0.616414,1.3737733,0.8024579,-0.6374575,1.5077891,52.479225,78.28835,286.83206,4.1874905,2.0962467,0.9481373,20.319149,0.000432665,2461.366,0.000376329,1921.9845,0.00237619,5.770614,0.49091583,1114.5165,104609.89
1094,baigurang,10193,373775.6404,2381348.23,7.093922,0.2206,0.5414166,0.41043994,0.4337718,0.3350646,0.5817446,-0.5414166,1.2943177,50.65374,73.49783,266.42346,4.165669,2.1471734,0.9550466,22.521568,0.000444666,2373.1294,0.000382436,1861.3461,0.001693087,5.9111824,0.46863416,2791.9487,120653.61
1095,baigurang,10194,373775.8719,2381346.311,9.10989,0.2214,0.55729496,0.42116237,0.46574375,0.73025805,0.7179752,-0.55729496,1.3594689,51.721607,78.059616,283.60965,4.1055384,2.1173208,0.947998,21.157024,0.000440034,2409.1199,0.000379702,1879.5961,0.002100692,5.7444363,0.4868981,1892.0719,112539.234
1096,baigurang,10195,373773.5956,2381334.657,12.10989,0.3033,0.63582385,0.54311234,0.6060326,1.015673,0.75349885,-0.63582385,1.4832673,51.73546,72.91478,260.2824,4.3948464,2.21206,0.9553398,18.6,0.000424153,2513.3154,0.000370002,2020.4729,0.001584155,6.1813784,0.44956774,1638.9647,103109.29
1097,baigurang,10198,373772.0239,2381337.959,13.339055,0.2875,0.63837636,0.5258941,0.59752643,1.2541243,0.7886622,-0.63837636,1.4988972,51.090027,71.68303,254.93434,4.3875527,2.2239332,0.95909667,19.942966,0.000433864,2448.6008,0.000376287,1965.1615,0.001496065,6.2322564,0.44225198,2183.869,108017.49
1098,baigurang,10199,373771.8493,2381336.737,13.214593,0.28460002,0.62351704,0.5216964,0.59816384,1.2893009,0.79084384,-0.62351704,1.4828166,50.65928,67.0695,236.206,4.56732,2.2816052,0.96339977,19.774193,0.000427553,2489.1829,0.000376226,2049.8325,0.001131125,6.5165205,0.41199282,2287.4856,102722.195
1099,baigurang,10200,373769.9919,2381336.451,13.214593,0.28460002,0.62351704,0.5216964,0.59816384,1.2893009,0.79084384,-0.62351704,1.4828166,50.65928,67.0695,236.206,4.56732,2.2816052,0.96339977,19.774193,0.000427553,2489.1829,0.000376226,2049.8325,0.001131125,6.5165205,0.41199282,2287.4856,102722.195
1100,baigurang,10201,373771.7541,2381340.308,13.214593,0.28460002,0.6390738,0.5216964,0.5912355,0.98183054,0.76535755,-0.6390738,1.4983733,49.81302,64.769745,227.7078,4.4910383,2.2877762,0.96869135,21.914894,0.000439694,2403.8228,0.000385451,1969.4563,0.001058988,6.4949064,0.4017413,2869.2285,112074.16
1101,baigurang,10202,373773.5956,2381340.324,13.162265,0.32230002,0.6460595,0.57048285,0.642444,1.2316318,0.7752332,-0.6460595,1.5048392,50.702217,71.43349,255.2104,4.3538127,2.2248971,0.959864,20.84091,0.000438841,2413.3333,0.000379664,1928.6372,0.001461947,6.2205067,0.43985257,2522.2603,113830.5
1102,baigurang,10203,373659.8086,2381062.98,5.3333335,0.1742,0.44962808,0.3322196,0.35125342,0.34466675,0.57142866,-0.44962808,1.1338387,50.786705,86.97666,323.87897,4.6463604,2.2078724,0.94414335,18.289576,0.000434459,2550.004,0.000385759,2023.9989,0.001655535,6.3534636,0.42705607,1681.2246,140261.78
1103,baigurang,10204,373659.597,2381064.621,1.3748032,0.0238,0.001146808,0.04799548,0.0699047,0.026015742,0.13073234,-0.001146808,0.15897174,51.869804,88.96643,332.1261,4.527765,2.1661952,0.9306915,17.276423,0.000425195,2613.4836,0.000375532,2039.0403,0.002008518,6.1092763,0.45315352,529.3516,137314.47
1104,baigurang,10205,373661.5549,2381064.938,17.281248,0.26049998,0.59274197,0.4952848,0.61172724,1.3387939,0.82300884,-0.59274197,1.4833403,51.13435,88.263115,329.05524,4.5794,2.1940327,0.93699455,18.162056,0.000430783,2574.7273,0.000381351,2031.5153,0.001824429,6.2284555,0.43822867,1315.0109,139406.23
1105,baigurang,10206,373661.7136,2381063.245,17.281248,0.26049998,0.59274197,0.4952848,0.61172724,1.3387939,0.82300884,-0.59274197,1.4833403,51.13435,88.263115,329.05524,4.5794,2.1940327,0.93699455,18.162056,0.000430783,2574.7273,0.000381351,2031.5153,0.001824429,6.2284555,0.43822867,1315.0109,139406.23
1106,baigurang,10207,373663.7774,2381063.033,16.47303,0.3729,0.6747521,0.64079213,0.73431504,1.579117,0.8054097,-0.6747521,1.56029,49.29363,82.32929,305.4834,4.677139,2.2505255,0.95442986,20.083637,0.00044806,2458.171,0.000404411,2021.2336,0.001365591,6.551962,0.39701292,3034.536,149065.14
1107,baigurang,10211,373657.3612,2381067.079,0.049719326,-0.1185,-0.9195328,-0.22692804,-0.11195549,-0.021000676,-0.48452386,0.9195328,-1.8248041,53.646816,87.94035,328.82236,4.249098,2.0732515,0.90846944,15.789238,0.000413047,2695.8655,0.000365967,2036.9214,0.002946609,5.639028,0.49971908,-1389.3314,138863.83
1108,baigurang,10212,373665.5766,2381066.473,14.724999,0.21959999,0.5675316,0.4309262,0.5222527,1.3027256,0.82152814,-0.5675316,1.4403455,50.740997,89.26117,334.33832,4.5423174,2.2070324,0.9371468,18.746155,0.000440559,2516.1462,0.000399928,2016.7616,0.001732199,6.2332387,0.4297658,1682.9556,145990.56
1109,baigurang,10213,373665.1003,2381065.097,15.728888,0.33139998,0.6896634,0.58846503,0.6651852,1.3613405,0.7992863,-0.6896634,1.5701097,49.64266,85.00527,317.19006,4.6342673,2.2296693,0.94653684,19.727942,0.000448509,2463.3345,0.000406764,2018.5131,0.001425515,6.426878,0.4097648,2734.213,149964.39
1110,baigurang,10216,373669.2278,2381067.267,18.74375,0.2839,0.66657406,0.530337,0.63177115,1.2557999,0.81920904,-0.66657406,1.5652761,50.409973,90.03137,338.4468,4.5013366,2.1945238,0.9338999,19.398468,0.000446711,2486.3447,0.000403355,1989.6276,0.00168458,6.156147,0.42813912,2003.1863,151967.88
1111,baigurang,10219,373668.1695,2381062.769,14.538152,0.3371,0.67051226,0.59275126,0.6682975,1.2023257,0.77876496,-0.67051226,1.5417969,47.277008,70.795845,262.4576,4.579074,2.2092845,0.960246,24.619047,0.000472322,2307.9966,0.000431291,1950.5027,0.001053163,6.5380845,0.38551968,4263.712,161215.64
1112,baigurang,10220,373665.8411,2381062.716,13.598393,0.31370002,0.6428918,0.56083554,0.63756835,1.1971601,0.7780748,-0.6428918,1.5058905,48.585873,78.918526,292.91232,4.6730747,2.239273,0.9560015,21.234043,0.000458035,2396.993,0.000416357,1985.7991,0.001251498,6.5693927,0.39344034,3546.2783,154138.69
1113,baigurang,10222,373665.6824,2381060.705,13.026415,0.31870002,0.6321513,0.5655523,0.64228654,1.1191572,0.7654867,-0.6321513,1.4895632,47.573406,71.46068,263.21667,4.6786666,2.2463913,0.96327406,23.068027,0.000466364,2341.238,0.00042921,1993.993,0.001110065,6.656193,0.37475723,4060.3447,156336.4
1114,baigurang,10225,373671.5032,2381060.758,17.462688,0.3309,0.68184,0.5912138,0.686016,1.6839702,0.82529336,-0.68184,1.5735135,45.83241,57.00377,208.3835,4.4806933,2.1927028,0.96806145,27.695082,0.000484903,2228.849,0.000442964,1932.1718,0.000938254,6.5460963,0.3642334,4267.8164,151387.89
1115,baigurang,10226,373671.3974,2381062.716,13.414938,0.2992,0.6353061,0.54158163,0.6176018,1.3593161,0.79277724,-0.6353061,1.496561,46.707756,65.83288,243.0074,4.5232553,2.2078698,0.9632781,25.771812,0.000477638,2275.7314,0.000434673,1935.2391,0.000986742,6.5512624,0.37336615,4357.5146,159027.45
1116,baigurang,10229,373683.7601,2381074.92,21.460527,0.31100002,0.64664316,0.5705669,0.7067904,1.9230399,0.853211,-0.64664316,1.5575981,48.24515,83.04655,311.6405,4.403628,2.1979167,0.94495755,22.875912,0.000464331,2378.4963,0.000411376,1959.315,0.001408222,6.206548,0.39994037,4022.048,172162.58
1117,baigurang,10230,373685.546,2381074.92,15.838709,0.322,0.64449763,0.5767385,0.67489845,1.5039936,0.80964917,-0.64449763,1.5257237,47.52493,77.67597,290.32993,4.392265,2.1960742,0.9512225,23.815603,0.000470893,2337.117,0.000418585,1956.8259,0.00125697,6.2621083,0.39230138,4455.4907,175200.17
1118,baigurang,10231,373685.8106,2381076.64,11.259516,0.2965,0.6310777,0.53145343,0.5859459,0.85079235,0.7290202,-0.6310777,1.4679391,48.455677,84.78266,318.51846,4.404833,2.1951396,0.9442483,22.160583,0.000464069,2386.0767,0.000411819,1961.689,0.001388679,6.218042,0.40523413,3863.4185,171895.45
1119,baigurang,10233,373683.7601,2381078.657,15.160715,0.1586,0.49209142,0.33133337,0.41949502,0.973191,0.82458884,-0.49209142,1.3683345,50.242382,94.06452,354.44366,4.407042,2.1773827,0.9338059,19.768627,0.000446389,2508.804,0.00039033,2002.179,0.001820434,6.0536666,0.43266505,2045.8585,162889.73
1120,baigurang,10234,373695.6994,2381072.935,22.074999,0.3372,0.6747274,0.60577744,0.7377117,2.1129525,0.85650223,-0.6747274,1.5880535,44.724377,43.471123,157.68228,4.380798,2.165374,0.97223455,30.225807,0.000494739,2159.6516,0.000444955,1905.5466,0.000882441,6.50254,0.33173606,3530.6643,121201.73
1121,baigurang,10236,373699.569,2381074.821,16.409327,0.2974,0.61129487,0.5454799,0.65917027,1.5595788,0.8211307,-0.61129487,1.4964138,44.872578,40.989304,146.755,4.528631,2.1701663,0.9750976,28.588608,0.000485923,2210.2183,0.000439672,2001.825,0.00080908,6.6879234,0.31183267,2972.433,98598.71
1122,baigurang,10239,373962.1235,2381635.98,7.6852794,0.2634,0.5849254,0.47124577,0.4929429,0.6011069,0.6525573,-0.5849254,1.3546507,48.278393,52.569313,198.50162,4.320639,2.054287,0.9573594,27.44128,0.000443529,2389.8362,0.000381156,1946.8077,0.001086686,6.2557435,0.4095701,3560.3884,117838.984
1123,baigurang,10240,373961.7795,2381638.309,12.145329,0.3221,0.68466526,0.56693375,0.61000806,0.9228263,0.7391697,-0.68466526,1.53252,48.940445,59.053238,223.36255,4.3442774,2.0646975,0.951937,25.902527,0.0004406,2411.9783,0.000385252,1982.5708,0.00124654,6.2273126,0.4272411,3533.2227,120909.664
1124,baigurang,10241,373963.3141,2381638.388,14.502147,0.31460002,0.6715311,0.5642766,0.6364359,1.2113745,0.78574705,-0.6715311,1.5425167,49.279778,61.48405,234.3351,4.296656,2.0375295,0.9476152,25,0.000438329,2427.7808,0.000376783,1954.406,0.001370154,6.131969,0.4340609,3484.9907,121483.13
1125,baigurang,10242,373964.1079,2381636.404,9.777778,0.2607,0.5925419,0.47863665,0.5260077,0.8237776,0.7225596,-0.5925419,1.4069748,48.635735,55.09307,208.97894,4.2921395,2.0423508,0.9543854,27.514286,0.000441157,2404.1465,0.000382553,1970.9467,0.001136959,6.17247,0.415147,3550.2576,118326.12
1126,baigurang,10243,373963.8168,2381634.472,12.425702,0.2845,0.62201834,0.51947916,0.5887119,1.0320809,0.7637571,-0.62201834,1.4730504,47.32133,42.101734,156.19641,4.3142195,2.0768979,0.9681105,29.255173,0.000448478,2351.693,0.000385342,1950.4635,0.000967379,6.3659906,0.37605426,3202.6191,104033.15
1127,baigurang,10244,373963.8697,2381632.038,8.715654,0.24149999,0.5948553,0.44791237,0.47723255,0.6504587,0.6902523,-0.5948553,1.3890018,46.803326,34.717552,127.39098,4.2679825,2.0565116,0.9718737,31.684385,0.000450912,2327.3123,0.000396139,2020.6003,0.000885702,6.352607,0.35583988,2739.453,87992.805
1128,baigurang,10245,373961.6472,2381632.223,12.277108,0.2808,0.6243359,0.5141125,0.5800309,1.1097662,0.7711397,-0.6243359,1.4737008,46.177284,28.874388,103.27594,4.212481,2.0683458,0.9756207,33.091206,0.000457201,2287.961,0.000404758,2014.3325,0.000829811,6.3908057,0.34844506,2311.479,74415.375
1129,baigurang,10246,373959.4247,2381632.409,11.197803,0.2784,0.6369478,0.5075772,0.55600137,1.0569675,0.75840706,-0.6369478,1.4729838,45.88781,26.174395,92.711426,4.1887765,2.0508165,0.9766234,33.39482,0.000461129,2265.7993,0.000409881,2005.942,0.000819017,6.3712335,0.34377736,2093.0193,67389.26
1130,baigurang,10247,373967.4152,2381625.979,13.078838,0.2911,0.63655245,0.5300283,0.6006446,1.0968701,0.77296275,-0.63655245,1.4944953,45.50554,15.920329,50.625916,4.068822,2.0893762,0.98241526,35.95238,0.000465267,2208.8286,0.000418671,2010.0012,0.000800822,6.4035487,0.31238317,900.88776,25408.111
1131,baigurang,10248,373965.4837,2381626.403,11.19917,0.24579999,0.61859065,0.4628165,0.5123935,0.8629158,0.74974036,-0.61859065,1.454645,45.229916,12.562097,38.61958,3.97879,2.0676842,0.98220605,36.75873,0.000469497,2181.0857,0.000422726,1982.8799,0.000805747,6.294173,0.318503,636.0564,17593.42
1132,baigurang,10249,373967.6004,2381624.445,15.032258,0.3045,0.65583766,0.5523188,0.63490057,1.2351818,0.79323494,-0.65583766,1.5310892,45.355957,14.115678,42.997337,3.9801922,2.084323,0.98231256,36.865814,0.000468104,2184.3228,0.000419929,1977.2041,0.000827913,6.341338,0.31388488,701.05206,18434.154
1133,baigurang,10250,373967.521,2381622.54,10.587549,0.2464,0.58751464,0.46184525,0.517601,0.854858,0.74144864,-0.58751464,1.4149156,45.30748,15.096592,46.607975,3.9072666,2.081759,0.9815553,38.284344,0.000470331,2171.869,0.000422261,1964.3192,0.000829719,6.2762127,0.3177603,892.2137,26038.201
1134,baigurang,10251,373966.0393,2381622.381,10.587549,0.2464,0.58751464,0.46184525,0.517601,0.854858,0.74144864,-0.58751464,1.4149156,45.30748,15.096592,46.607975,3.9072666,2.081759,0.9815553,38.284344,0.000470331,2171.869,0.000422261,1964.3192,0.000829719,6.2762127,0.3177603,892.2137,26038.201
1135,baigurang,10252,373963.6316,2381622.354,8.747775,0.26110002,0.6131328,0.47449267,0.49993908,0.72490984,0.6951605,-0.6131328,1.4079578,44.759003,9.473776,27.37987,3.749575,2.022802,0.9825978,40.619354,0.000478553,2123.755,0.000425675,1902.84,0.000858793,6.112488,0.32885662,461.4646,13338.311
1136,baigurang,10254,373965.5895,2381620.449,9.55516,0.2404,0.56651115,0.4498705,0.5008711,0.8582677,0.7326356,-0.56651115,1.3770304,45.084488,13.539953,42.201363,3.7920637,2.0528054,0.9807792,40.33121,0.00047662,2138.4937,0.000429657,1937.2823,0.000831046,6.138456,0.3176609,882.0787,27180.508
1137,baigurang,10256,373969.4789,2381620.529,14.559999,0.3051,0.6507937,0.5520773,0.6328635,1.3802401,0.8000001,-0.6507937,1.522259,45.736843,23.235456,76.216064,4.032421,2.1197855,0.9793586,36.42492,0.000467751,2201.4792,0.000420722,1984.6538,0.000822978,6.3332114,0.32398584,1697.6781,54377.34
1138,baigurang,10258,373971.8337,2381614.47,12.5214,0.2961,0.64267486,0.53506374,0.5981533,1.1745689,0.77396655,-0.64267486,1.4947612,47.16482,47.492226,167.14618,4.06846,2.1744258,0.9697137,34.613113,0.00046598,2236.4753,0.000418038,1923.0676,0.000798272,6.145505,0.35922536,3608.7837,120676.805
1139,baigurang,10259,373971.5162,2381616.084,12.483516,0.3135,0.64478767,0.5573056,0.6215526,1.134727,0.76475656,-0.64478767,1.4964584,46.757618,40.926014,141.3855,4.090122,2.1807585,0.9738981,35.142395,0.000464116,2243.0972,0.000416075,1970.827,0.000771921,6.224658,0.34694663,3168.1814,105310.08
1140,baigurang,10260,373970.061,2381616.481,12.483516,0.3135,0.64478767,0.5573056,0.6215526,1.134727,0.76475656,-0.64478767,1.4964584,46.757618,40.926014,141.3855,4.090122,2.1807585,0.9738981,35.142395,0.000464116,2243.0972,0.000416075,1970.827,0.000771921,6.224658,0.34694663,3168.1814,105310.08
1141,baigurang,10261,373969.6377,2381612.565,8.619529,0.22630002,0.58464867,0.4262477,0.4554771,0.68612736,0.70270276,-0.58464867,1.3767383,47.088642,46.97829,165.32037,4.0587354,2.1810076,0.97023594,34.776318,0.000467669,2222.9473,0.000420033,1912.8927,0.000817274,6.1606984,0.3537811,3594.6162,120160.195
1142,baigurang,10262,373971.6485,2381610.448,10.095082,0.27740002,0.5994805,0.50213605,0.55358434,0.8425559,0.72196907,-0.5994805,1.4192204,48.15928,60.253025,215.41376,4.114343,2.1818793,0.96404874,31.780823,0.000464915,2255.2705,0.000417212,1907.4117,0.001025223,6.042514,0.3883989,3956.0266,135414.77
1143,baigurang,10264,373969.6906,2381608.199,9.941392,0.2441,0.58667064,0.4564596,0.5047041,0.7658861,0.7234043,-0.58667064,1.4038785,48.067867,58.836113,210.54944,4.0580263,2.186066,0.9644998,31.731035,0.000466144,2243.8242,0.000415907,1887.81,0.001067252,6.0316257,0.3836535,3978.3083,135216.78
1144,baigurang,10265,373967.8649,2381608.199,9.941392,0.2441,0.58667064,0.4564596,0.5047041,0.7658861,0.7234043,-0.58667064,1.4038785,48.067867,58.836113,210.54944,4.0580263,2.186066,0.9644998,31.731035,0.000466144,2243.8242,0.000415907,1887.81,0.001067252,6.0316257,0.3836535,3978.3083,135216.78
1145,baigurang,10267,374001.9434,2381631.976,2.751111,0.0788,0.22332019,0.15992855,0.176878,0.26651648,0.5189738,-0.22332019,0.69014484,57.82687,59.317673,206.03246,3.4388046,1.8078054,0.86705804,17.043243,0.00036301,3023.9404,0.000297333,2073.4958,0.004540048,4.4134364,0.6081702,-3233.6892,114976.44
1146,baigurang,10269,374001.5994,2381635.945,12.054313,0.346,0.6709478,0.59555775,0.64523846,1.0168562,0.7405719,-0.6709478,1.5177417,57.80748,60.31612,216.44177,3.2885945,1.7010211,0.8380654,16.337078,0.000367246,2983.9326,0.000302832,2082.628,0.005599628,4.1719666,0.6378722,-3419.6182,120866.55
